grid_id,centroid_lat,centroid_lon
2725,41.22850841499103,-123.72029889750767
2726,41.27353427522424,-123.72263786000909
2727,41.31856238443636,-123.72497976387098
2728,41.36359277560513,-123.72732461464238
2729,41.40862548179012,-123.72967241788628
2730,41.45366053613319,-123.73202317917956
2731,41.49869797185879,-123.73437690411323
2732,41.54373782227461,-123.73673359829245
2733,41.588780120772,-123.73909326733632
2734,41.6338249008264,-123.74145591687834
2735,41.67887219599793,-123.74382155256608
2736,41.7239220399318,-123.74619018006148
2737,41.76897446635885,-123.74856180504078
2738,41.814029509095896,-123.75093643319448
2739,41.859087202046624,-123.7533140702276
2740,41.90414757920142,-123.75569472185958
2741,41.94921067463853,-123.75807839382436
2742,41.98407612376546,-123.760010561063
2881,38.76243203492241,-123.5239137639424
2882,38.80167778640294,-123.54011830416928
2883,38.84621331884876,-123.542777668542
2884,38.891166246111325,-123.54493333300324
2885,38.93611978247557,-123.54709162113956
2886,38.98107395720238,-123.5492525377416
2887,39.02602879961271,-123.55141608761168
2888,39.07098433908818,-123.55358227556373
2889,39.11594060507142,-123.55575110642349
2890,39.16089762706626,-123.55792258502844
2891,39.20585543463816,-123.56009671622787
2892,39.250814057414736,-123.56227350488297
2893,39.29577352508581,-123.5644529558667
2894,39.34073386740401,-123.56663507406402
2895,39.38569511418515,-123.56881986437182
2896,39.43065729530843,-123.571007331699
2897,39.47562044071688,-123.5731974809664
2898,39.52058458041773,-123.57539031710704
2899,39.56554974448293,-123.57758584506595
2900,39.61051596304922,-123.57978406980038
2901,39.65548326631878,-123.58198499627964
2902,39.70045168455947,-123.58418862948538
2903,39.745421248105394,-123.5863949744114
2904,39.79039198735691,-123.58860403606384
2905,39.83536393278128,-123.5908158194611
2906,39.88033711491331,-123.59303032963406
2907,39.92531156435505,-123.59524757162586
2908,39.97028731177694,-123.59746755049215
2909,40.0152643879176,-123.59969027130111
2910,40.06024282358468,-123.60191573913336
2911,40.10522264965484,-123.60414395908208
2912,40.15020389707458,-123.60637493625302
2913,40.19518659686036,-123.60860867576466
2914,40.24017078009905,-123.610845182748
2915,40.28515647794836,-123.61308446234692
2916,40.33014372163725,-123.61532651971794
2917,40.37513254246653,-123.61757136003038
2918,40.42012297180878,-123.6198189884664
2919,40.46511504110925,-123.62206941022109
2920,40.51010878188615,-123.62432263050228
2921,40.555104225730936,-123.62657865453096
2922,40.60010140430883,-123.62883748754092
2923,40.64510034935931,-123.63109913477912
2924,40.69010109269641,-123.63336360150552
2925,40.73510366620913,-123.6356308929932
2926,40.7801081018622,-123.63790101452838
2927,40.82511443169589,-123.64017397141052
2928,40.870122687827205,-123.64244976895226
2929,40.91513290244964,-123.64472841247952
2930,40.96014510783408,-123.64700990733154
2931,41.00515933632907,-123.64929425886098
2932,41.0501756203612,-123.6515814724338
2933,41.09519399243571,-123.65387155342948
2934,41.14021448513689,-123.65616450724087
2935,41.18523713112836,-123.65846033927454
2936,41.23026196315391,-123.66075905495045
2937,41.27528901403753,-123.66306065970224
2938,41.3203183166841,-123.66536515897718
2939,41.365349904080034,-123.6676725582363
2940,41.41038380929328,-123.66998286295428
2941,41.455420065474094,-123.67229607861964
2942,41.50045870585567,-123.67461221073468
