latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
33.91924,-117.01185,353.7,0.39,0.44,2023-07-15,2027,N,VIIRS,n,2,310.06,30.2,D,0
33.91836,-117.01611,344.31,0.39,0.44,2023-07-15,2027,N,VIIRS,n,2,308.37,9.22,D,0
34.92284,-120.47772,344.27,0.56,0.52,2023-07-15,2027,N,VIIRS,n,2,304.35,11.97,D,0
34.92748,-120.47932,345.52,0.56,0.52,2023-07-15,2027,N,VIIRS,n,2,303.15,62.49,D,0
34.9307,-120.48701,356.69,0.56,0.52,2023-07-15,2027,N,VIIRS,l,2,302.47,62.49,D,0
35.98919,-118.59978,344.57,0.43,0.46,2023-07-15,2027,N,VIIRS,l,2,317.76,5.71,D,0
36.72879,-119.74845,342.08,0.47,0.48,2023-07-15,2028,N,VIIRS,l,2,316.48,10.51,D,0
37.76157,-119.56635,337.66,0.44,0.46,2023-07-15,2028,N,VIIRS,l,2,309.57,19.99,D,0
37.76707,-119.56163,355.41,0.44,0.46,2023-07-15,2028,N,VIIRS,n,2,315.54,19.99,D,0
37.76583,-119.56723,355.34,0.44,0.46,2023-07-15,2028,N,VIIRS,n,2,314.02,19.99,D,0
37.77129,-119.56274,334.21,0.44,0.46,2023-07-15,2028,N,VIIRS,l,2,307.47,40.82,D,0
37.77001,-119.56851,367,0.44,0.46,2023-07-15,2028,N,VIIRS,l,2,326.47,40.82,D,0
37.77663,-119.55866,343.95,0.44,0.46,2023-07-15,2028,N,VIIRS,n,2,309.03,48.47,D,0
37.77541,-119.56425,347.11,0.44,0.46,2023-07-15,2028,N,VIIRS,n,2,318.67,40.82,D,0
37.77419,-119.56974,355.28,0.44,0.46,2023-07-15,2028,N,VIIRS,n,2,317.19,40.82,D,0
37.78075,-119.56023,341.08,0.44,0.46,2023-07-15,2028,N,VIIRS,n,2,302.63,5.75,D,0
37.77956,-119.56559,344.06,0.44,0.46,2023-07-15,2028,N,VIIRS,n,2,307.2,10.41,D,0
37.78602,-119.55652,330.74,0.44,0.46,2023-07-15,2028,N,VIIRS,l,2,303.23,5.75,D,0
35.87923,-120.57009,343.61,0.71,0.75,2023-07-15,2208,N,VIIRS,n,2,312.09,6.94,D,0
35.87555,-120.57177,342.1,0.71,0.75,2023-07-15,2208,N,VIIRS,n,2,312.46,3.46,D,0
40.35392,-120.44451,312.58,0.75,0.77,2023-07-16,0847,N,VIIRS,n,2,291.79,3.13,N,0
39.61721,-119.26603,304.54,0.65,0.73,2023-07-16,0847,N,VIIRS,n,2,293.1,1.3,N,2
40.35536,-120.44167,314.59,0.75,0.77,2023-07-16,0847,N,VIIRS,n,2,291.49,2.77,N,0
37.77887,-119.56678,304.34,0.66,0.73,2023-07-16,0848,N,VIIRS,n,2,290.56,2.79,N,0
37.77226,-119.57858,304.13,0.66,0.73,2023-07-16,0848,N,VIIRS,n,2,289.39,3.62,N,0
37.77207,-119.56899,313.44,0.66,0.73,2023-07-16,0848,N,VIIRS,n,2,290.53,2.79,N,0
37.76545,-119.58074,304.06,0.66,0.73,2023-07-16,0848,N,VIIRS,n,2,290.28,3.09,N,0
37.76527,-119.57148,310.97,0.66,0.73,2023-07-16,0848,N,VIIRS,n,2,291.11,2.12,N,0
36.35597,-114.91166,313.71,0.35,0.57,2023-07-16,0848,N,VIIRS,n,2,299.95,3.59,N,2
36.35742,-114.91414,312.19,0.35,0.57,2023-07-16,0848,N,VIIRS,n,2,299.46,2.94,N,2
37.77945,-119.56471,305.85,0.66,0.73,2023-07-16,0848,N,VIIRS,n,2,289.63,2.2,N,0
34.62093,-117.10343,307.62,0.46,0.63,2023-07-16,0849,N,VIIRS,n,2,296.9,2.66,N,2
33.85533,-118.3344,303.29,0.53,0.67,2023-07-16,0849,N,VIIRS,n,2,291.34,1.76,N,2
32.63968,-115.56497,309.57,0.36,0.57,2023-07-16,0849,N,VIIRS,n,2,298.7,1.02,N,0
32.47739,-115.06812,318.36,0.33,0.55,2023-07-16,0849,N,VIIRS,n,2,267.54,2.07,N,0
32.47713,-115.06451,309.43,0.33,0.55,2023-07-16,0849,N,VIIRS,n,2,265.19,2.54,N,0
32.48109,-115.06623,327.61,0.33,0.55,2023-07-16,0849,N,VIIRS,n,2,264.98,0.66,N,0
32.48138,-115.06981,295.72,0.33,0.55,2023-07-16,0849,N,VIIRS,n,2,268.05,0.66,N,0
32.47594,-115.06677,307.87,0.33,0.55,2023-07-16,0849,N,VIIRS,n,2,266.84,0.77,N,0
32.30606,-115.11004,301.09,0.33,0.55,2023-07-16,0849,N,VIIRS,n,2,278.89,0.34,N,0
32.3009,-115.11063,304.24,0.33,0.55,2023-07-16,0849,N,VIIRS,n,2,280.16,0.35,N,0
34.15509,-118.19746,301.85,0.52,0.67,2023-07-16,0849,N,VIIRS,n,2,290.97,0.71,N,2
37.77105,-119.55799,311.67,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,290,3.36,N,0
37.78461,-119.55981,309.35,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,289.88,3.18,N,0
37.77997,-119.56111,337.71,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,293.16,3.18,N,0
37.78134,-119.56687,308.25,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,290.18,2.41,N,0
37.77875,-119.55597,303.15,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,289.23,3.18,N,0
37.77711,-119.54905,299.91,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,288.62,0.51,N,0
37.77667,-119.56806,320.48,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,292.8,4.47,N,0
37.77536,-119.56255,334.62,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,294.68,3.96,N,0
37.77331,-119.57473,322.84,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,290.57,4.47,N,0
37.77198,-119.56917,329.73,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,293.85,4.47,N,0
37.77073,-119.56393,316.45,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,291.52,3.96,N,0
37.77369,-119.56877,329.09,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,294.15,5.51,N,0
37.77411,-119.5573,326.29,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,290.57,3.96,N,0
37.76939,-119.5583,309.39,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,289.71,3.96,N,0
37.76729,-119.57027,327.58,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,293.97,4.49,N,0
37.76862,-119.57584,312.59,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,289.59,4.49,N,0
37.76602,-119.56493,315.87,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,292.58,2.24,N,0
37.76257,-119.57122,330.76,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,291.99,4.49,N,0
38.07132,-122.13998,308.71,0.4,0.44,2023-07-16,1028,N,VIIRS,n,2,294.71,1.45,N,2
38.01494,-122.11354,308.64,0.4,0.44,2023-07-16,1028,N,VIIRS,n,2,294.81,2.03,N,2
37.94926,-122.40102,303.9,0.39,0.44,2023-07-16,1028,N,VIIRS,n,2,293.67,1.89,N,2
37.69354,-121.22927,305.04,0.45,0.47,2023-07-16,1028,N,VIIRS,n,2,292.42,1.39,N,0
37.45528,-121.93307,306.03,0.42,0.45,2023-07-16,1028,N,VIIRS,n,2,290.61,0.45,N,2
40.35918,-120.4397,320.97,0.43,0.46,2023-07-16,1028,N,VIIRS,n,2,291.22,2.15,N,0
40.35513,-120.44151,321.4,0.43,0.46,2023-07-16,1028,N,VIIRS,n,2,290.66,2.15,N,0
39.61928,-119.26437,306.55,0.51,0.5,2023-07-16,1028,N,VIIRS,n,2,293.77,1.59,N,2
37.78624,-119.55923,307.16,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,289.19,3.06,N,0
37.78165,-119.56071,325.45,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,290.92,3.06,N,0
37.77837,-119.56761,320.72,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,292.89,5.51,N,0
37.77701,-119.56207,340.31,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,294.86,5.51,N,0
37.77573,-119.55683,321.82,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,289.66,3.36,N,0
37.77239,-119.56347,321.16,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,291.43,5.51,N,0
37.77505,-119.57437,311.67,0.55,0.51,2023-07-16,1028,N,VIIRS,n,2,289.95,2.89,N,0
34.62474,-117.10224,310.11,0.44,0.62,2023-07-16,1029,N,VIIRS,n,2,296.43,2.07,N,2
33.85238,-118.33416,306.53,0.39,0.6,2023-07-16,1029,N,VIIRS,n,2,292.49,1.12,N,2
35.26797,-118.90638,296.99,0.34,0.56,2023-07-16,1029,N,VIIRS,n,2,278.26,0.55,N,0
33.61324,-117.82413,299.55,0.43,0.62,2023-07-16,1029,N,VIIRS,n,2,288.94,0.42,N,2
34.35378,-116.8553,307.24,0.46,0.64,2023-07-16,1029,N,VIIRS,n,2,296.32,2.35,N,2
34.15432,-118.19524,307.16,0.4,0.6,2023-07-16,1029,N,VIIRS,n,2,290.73,0.81,N,2
33.75592,-117.10905,304.96,0.46,0.64,2023-07-16,1029,N,VIIRS,n,2,292.09,0.94,N,0
32.6399,-114.95517,307.39,0.64,0.72,2023-07-16,1029,N,VIIRS,n,2,293.8,1.97,N,0
32.47853,-115.06769,311.53,0.64,0.72,2023-07-16,1029,N,VIIRS,n,2,293.51,0.99,N,0
32.48108,-115.0657,310.77,0.64,0.72,2023-07-16,1029,N,VIIRS,n,2,293.68,0.86,N,0
35.12153,-118.36962,300.13,0.37,0.58,2023-07-16,1029,N,VIIRS,n,2,288.94,0.6,N,0
31.39704,-115.68063,305.78,0.64,0.72,2023-07-16,1030,N,VIIRS,n,2,287.56,1.71,N,0
31.39308,-115.67782,312.6,0.64,0.72,2023-07-16,1030,N,VIIRS,n,2,288.08,3.07,N,0
32.11897,-116.32272,336.24,0.35,0.57,2023-07-16,2007,N,VIIRS,n,2,301.6,25.96,D,0
32.11722,-116.3298,351.44,0.35,0.57,2023-07-16,2007,N,VIIRS,n,2,308.52,16.81,D,0
32.11642,-116.33305,349.39,0.35,0.57,2023-07-16,2007,N,VIIRS,n,2,305.46,16.81,D,0
32.12316,-116.32816,367,0.35,0.57,2023-07-16,2007,N,VIIRS,h,2,302.55,25.96,D,0
32.1222,-116.33205,367,0.35,0.57,2023-07-16,2007,N,VIIRS,h,2,304.32,16.81,D,0
32.12132,-116.33562,335.42,0.35,0.57,2023-07-16,2007,N,VIIRS,n,2,302.78,16.81,D,0
32.11643,-116.33247,347.36,0.35,0.57,2023-07-16,2007,N,VIIRS,n,2,305.06,16.98,D,0
31.39289,-115.6726,367,0.34,0.56,2023-07-16,2007,N,VIIRS,h,2,296.21,9.75,D,0
31.39374,-115.66898,346.9,0.34,0.56,2023-07-16,2007,N,VIIRS,n,2,296.57,9.75,D,0
31.39204,-115.67621,348.96,0.34,0.56,2023-07-16,2007,N,VIIRS,n,2,298.78,9.13,D,0
31.39482,-115.67419,367,0.34,0.56,2023-07-16,2007,N,VIIRS,h,2,301.77,12.4,D,0
31.39569,-115.67065,341.64,0.34,0.56,2023-07-16,2007,N,VIIRS,n,2,298.38,12.4,D,0
31.39396,-115.67775,341.6,0.34,0.56,2023-07-16,2007,N,VIIRS,n,2,293.31,11.03,D,0
32.11805,-116.32573,367,0.35,0.57,2023-07-16,2007,N,VIIRS,h,2,311.66,38.27,D,0
32.11722,-116.32917,351.65,0.35,0.57,2023-07-16,2007,N,VIIRS,n,2,308.43,16.98,D,0
32.12316,-116.32748,367,0.35,0.57,2023-07-16,2007,N,VIIRS,h,2,303.27,38.27,D,0
32.12222,-116.33141,367,0.35,0.57,2023-07-16,2007,N,VIIRS,h,2,305.46,16.98,D,0
32.12135,-116.33503,346.88,0.35,0.57,2023-07-16,2007,N,VIIRS,n,2,303.39,16.98,D,0
32.11806,-116.32637,367,0.35,0.57,2023-07-16,2007,N,VIIRS,h,2,312.97,25.96,D,0
32.51418,-116.92484,333.7,0.37,0.58,2023-07-16,2008,N,VIIRS,n,2,302,1.07,D,0
33.78917,-115.36514,348.55,0.57,0.52,2023-07-16,2008,N,VIIRS,n,2,315.83,24.25,D,0
37.76525,-119.56915,331.39,0.39,0.59,2023-07-16,2009,N,VIIRS,n,2,269.05,5.64,D,0
37.77589,-119.55107,349.1,0.38,0.59,2023-07-16,2009,N,VIIRS,n,2,276.4,8.55,D,0
37.77486,-119.55496,337.24,0.39,0.59,2023-07-16,2009,N,VIIRS,n,2,273.66,6.97,D,0
39.37794,-119.37803,367,0.34,0.56,2023-07-16,2010,N,VIIRS,l,2,326.23,7.87,D,0
39.37693,-119.38191,367,0.34,0.56,2023-07-16,2010,N,VIIRS,l,2,325.48,4.18,D,0
39.3759,-119.38582,367,0.34,0.56,2023-07-16,2010,N,VIIRS,l,2,326.97,4.18,D,0
39.38197,-119.38378,350.42,0.34,0.56,2023-07-16,2010,N,VIIRS,n,2,324.34,5.38,D,0
39.38094,-119.38772,367,0.34,0.56,2023-07-16,2010,N,VIIRS,l,2,326.12,5.38,D,0
32.44915,-116.30238,330.92,0.64,0.72,2023-07-16,2148,N,VIIRS,n,2,295.55,5.63,D,0
37.76225,-119.57055,367,0.46,0.63,2023-07-16,2150,N,VIIRS,h,2,298.97,16.68,D,0
37.76244,-119.56623,347.96,0.46,0.63,2023-07-16,2150,N,VIIRS,n,2,294.28,16.68,D,0
37.77513,-119.54836,352.11,0.46,0.64,2023-07-16,2150,N,VIIRS,n,2,286.65,9.28,D,0
37.7746,-119.56001,335.76,0.46,0.64,2023-07-16,2150,N,VIIRS,n,2,284.04,7.6,D,0
37.76022,-119.56723,348.25,0.46,0.64,2023-07-16,2150,N,VIIRS,n,2,296.57,15.62,D,0
37.76005,-119.57143,354.03,0.46,0.63,2023-07-16,2150,N,VIIRS,n,2,295.83,12.78,D,0
37.76608,-119.56922,367,0.46,0.64,2023-07-16,2150,N,VIIRS,h,2,292.13,22.21,D,0
37.76591,-119.57359,334.9,0.46,0.63,2023-07-16,2150,N,VIIRS,n,2,290.53,9.74,D,0
37.77274,-119.55102,333.31,0.46,0.64,2023-07-16,2150,N,VIIRS,n,2,283.82,6.59,D,0
37.7784,-119.55813,341.24,0.46,0.64,2023-07-16,2150,N,VIIRS,n,2,284.24,7.18,D,0
37.77823,-119.56241,338.02,0.46,0.64,2023-07-16,2150,N,VIIRS,n,2,285.49,7.18,D,0
40.82135,-114.25629,304.11,0.49,0.49,2023-07-17,1008,N,VIIRS,n,2,293.85,1.31,N,2
39.26792,-122.46134,313.9,0.39,0.36,2023-07-17,1009,N,VIIRS,n,2,287.44,2.38,N,0
37.78555,-119.5589,312.32,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,288.48,1.7,N,0
37.78191,-119.55996,301.11,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,287.57,1.81,N,0
37.77826,-119.56094,321.65,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,290.02,1.81,N,0
37.77929,-119.56611,308.2,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,289.43,1.81,N,0
37.77725,-119.55588,309.23,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,287.8,1.39,N,0
37.77611,-119.55019,308.37,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,287.69,1.39,N,0
37.78333,-119.56074,312.66,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,288.21,2.21,N,0
37.77967,-119.56171,318.24,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,290.39,1.73,N,0
37.77869,-119.55666,299.88,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,287.23,1.73,N,0
37.77762,-119.55115,305.69,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,287.25,0.61,N,0
37.77703,-119.56787,303.05,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,288.68,1.4,N,0
37.77602,-119.56272,313.18,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,289.83,1.73,N,0
37.77504,-119.55766,318.61,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,288.21,1.73,N,0
37.77396,-119.55212,300.74,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,286.18,0.61,N,0
37.77337,-119.5688,308.43,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,289.19,1.25,N,0
37.77238,-119.56374,297.61,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,287.22,0.56,N,0
37.77138,-119.55862,301.31,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,287.25,0.56,N,0
37.77071,-119.57487,306.7,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,288.54,1.25,N,0
37.7697,-119.56967,306.44,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,289.28,1.25,N,0
37.76871,-119.56464,299.08,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,288.48,0.56,N,0
37.76603,-119.57056,317.35,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,292.33,3.88,N,0
37.76504,-119.56551,311.81,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,290.7,1.43,N,0
37.76235,-119.57138,347.48,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,296.77,3.88,N,0
37.76336,-119.5766,299.8,0.49,0.4,2023-07-17,1009,N,VIIRS,n,2,288.55,3.88,N,0
38.15976,-122.56532,303.49,0.39,0.36,2023-07-17,1010,N,VIIRS,n,2,289.36,0.7,N,2
38.07253,-122.13845,305.43,0.4,0.37,2023-07-17,1010,N,VIIRS,n,2,294.62,0.97,N,2
38.06919,-122.1394,302.54,0.4,0.37,2023-07-17,1010,N,VIIRS,n,2,291.57,0.97,N,2
38.01488,-122.11404,308.16,0.4,0.37,2023-07-17,1010,N,VIIRS,n,2,293.61,1.25,N,2
37.97366,-122.3614,308.12,0.4,0.37,2023-07-17,1010,N,VIIRS,n,2,287.42,0.75,N,0
37.95446,-122.39691,319.71,0.4,0.37,2023-07-17,1010,N,VIIRS,n,2,289.14,2.02,N,3
37.95113,-122.39782,331.05,0.4,0.37,2023-07-17,1010,N,VIIRS,n,2,291.7,2.02,N,2
37.9519,-122.40232,308.85,0.4,0.37,2023-07-17,1010,N,VIIRS,n,2,289.95,3.77,N,2
37.94371,-122.3952,300.59,0.4,0.37,2023-07-17,1010,N,VIIRS,n,2,287.95,1.15,N,2
37.18393,-121.67852,304.25,0.42,0.38,2023-07-17,1010,N,VIIRS,n,2,289.6,0.35,N,2
35.25962,-118.75766,323.11,0.39,0.44,2023-07-17,1010,N,VIIRS,n,2,292.17,2.2,N,0
32.59749,-117.01286,300.25,0.55,0.51,2023-07-17,1011,N,VIIRS,n,2,289.31,0.44,N,2
29.17675,-114.32194,350.43,0.59,0.7,2023-07-17,1948,N,VIIRS,n,2,301.23,9.57,D,0
29.17552,-114.32404,367,0.59,0.7,2023-07-17,1948,N,VIIRS,h,2,301.01,9.97,D,0
32.4878,-115.01788,367,0.54,0.68,2023-07-17,1949,N,VIIRS,h,2,299.31,7.31,D,0
32.48627,-115.02351,336.25,0.54,0.68,2023-07-17,1949,N,VIIRS,n,2,301.03,7.31,D,0
32.4847,-115.01999,367,0.54,0.68,2023-07-17,1949,N,VIIRS,h,2,300.35,13.25,D,0
32.51407,-115.13088,339.34,0.54,0.68,2023-07-17,1949,N,VIIRS,n,2,299.57,5.73,D,0
32.55867,-115.04157,335.04,0.54,0.68,2023-07-17,1949,N,VIIRS,n,2,298.8,7.47,D,0
32.5198,-116.7487,340.52,0.66,0.73,2023-07-17,1949,N,VIIRS,n,2,292.64,11.28,D,0
32.51757,-116.75639,335.94,0.66,0.73,2023-07-17,1949,N,VIIRS,n,2,293.21,9.74,D,0
33.17594,-115.86017,367,0.57,0.69,2023-07-17,1949,N,VIIRS,h,2,302.93,25.62,D,0
33.17614,-115.86281,350.63,0.57,0.69,2023-07-17,1949,N,VIIRS,n,2,302.47,21.05,D,0
36.42625,-114.87695,352.86,0.42,0.61,2023-07-17,1950,N,VIIRS,n,2,311.8,10.97,D,0
36.42505,-114.88146,357,0.42,0.61,2023-07-17,1950,N,VIIRS,l,2,305.74,10.97,D,0
36.42303,-114.87936,345.98,0.42,0.61,2023-07-17,1950,N,VIIRS,n,2,309.78,12.03,D,0
36.42181,-114.88385,354.6,0.42,0.61,2023-07-17,1950,N,VIIRS,n,2,292.3,4.38,D,0
36.42968,-114.87711,343.26,0.42,0.61,2023-07-17,1950,N,VIIRS,n,2,310.39,8.88,D,0
36.42723,-114.88609,341.66,0.42,0.61,2023-07-17,1950,N,VIIRS,n,2,302.9,5.65,D,0
36.42846,-114.88161,357.13,0.42,0.61,2023-07-17,1950,N,VIIRS,l,2,306.89,8.88,D,0
37.75839,-119.57616,335.23,0.67,0.74,2023-07-17,1951,N,VIIRS,n,2,296.59,5.91,D,0
39.64348,-122.1179,330.24,0.77,0.78,2023-07-17,1951,N,VIIRS,l,2,300.76,8.39,D,0
39.6502,-122.12163,341.15,0.77,0.78,2023-07-17,1951,N,VIIRS,n,2,300.69,6,D,0
39.64606,-122.11915,353.17,0.77,0.78,2023-07-17,1951,N,VIIRS,n,2,302.16,13.64,D,0
41.84828,-121.78517,336.23,0.64,0.72,2023-07-17,1952,N,VIIRS,l,2,310.09,7.9,D,0
29.17902,-114.31982,367,0.41,0.61,2023-07-17,2128,N,VIIRS,h,2,306.35,14.44,D,0
29.17335,-114.31941,367,0.41,0.61,2023-07-17,2128,N,VIIRS,h,2,310.14,18.71,D,0
29.17305,-114.32386,356.44,0.41,0.61,2023-07-17,2128,N,VIIRS,n,2,306.91,18.71,D,0
29.17871,-114.32432,367,0.41,0.61,2023-07-17,2128,N,VIIRS,h,2,304.46,14.44,D,0
32.52183,-116.96546,331.37,0.62,0.54,2023-07-17,2129,N,VIIRS,l,2,303.65,2.76,D,0
32.52129,-116.9655,330.81,0.62,0.54,2023-07-17,2129,N,VIIRS,l,2,303.43,1.93,D,0
33.17329,-115.85965,341.82,0.36,0.58,2023-07-17,2129,N,VIIRS,n,2,307.72,14.52,D,0
30.98898,-116.25913,335.78,0.33,0.55,2023-07-17,2129,N,VIIRS,n,2,303.25,2.03,D,0
32.48116,-116.7724,344.33,0.64,0.54,2023-07-17,2129,N,VIIRS,n,2,306.15,9.31,D,0
39.64833,-122.11909,354.68,0.39,0.44,2023-07-17,2131,N,VIIRS,n,2,319.61,17.32,D,0
39.50249,-122.18729,337.56,0.39,0.44,2023-07-17,2131,N,VIIRS,n,2,305.34,7.32,D,0
39.50192,-122.19096,342.86,0.39,0.44,2023-07-17,2131,N,VIIRS,n,2,309.44,5.82,D,0
39.64427,-122.11844,344.2,0.39,0.44,2023-07-17,2131,N,VIIRS,n,2,310.54,6.07,D,0
39.61906,-119.26379,313.52,0.39,0.36,2023-07-18,0950,N,VIIRS,n,2,295.64,1.61,N,2
39.56281,-119.52077,307.65,0.39,0.36,2023-07-18,0950,N,VIIRS,n,2,291.36,0.99,N,0
39.49315,-119.61896,303,0.39,0.36,2023-07-18,0950,N,VIIRS,n,2,290.83,0.44,N,0
39.64837,-122.12239,305.32,0.44,0.38,2023-07-18,0950,N,VIIRS,n,2,293.75,0.82,N,0
38.51403,-121.19127,304.63,0.4,0.37,2023-07-18,0951,N,VIIRS,n,2,293.34,0.39,N,0
38.16114,-122.56853,298.8,0.44,0.38,2023-07-18,0951,N,VIIRS,n,2,286.01,0.52,N,0
38.07005,-122.13881,305.99,0.42,0.38,2023-07-18,0951,N,VIIRS,n,2,293.31,1.2,N,2
38.01554,-122.11268,310.77,0.42,0.38,2023-07-18,0951,N,VIIRS,n,2,295.41,1.72,N,2
37.88209,-121.18601,314.01,0.4,0.37,2023-07-18,0951,N,VIIRS,n,2,293.23,1.12,N,2
37.75638,-121.66138,303.98,0.41,0.37,2023-07-18,0951,N,VIIRS,n,2,290.5,0.6,N,2
37.75509,-121.72877,298.07,0.41,0.37,2023-07-18,0951,N,VIIRS,n,2,287.7,0.22,N,0
37.45523,-121.93024,300.54,0.41,0.37,2023-07-18,0951,N,VIIRS,n,2,289.12,0.3,N,2
37.1838,-121.67857,306.02,0.41,0.37,2023-07-18,0951,N,VIIRS,n,2,289.44,0.55,N,2
36.99099,-120.79579,311.02,0.39,0.36,2023-07-18,0951,N,VIIRS,n,2,287.01,0.91,N,0
36.34952,-119.23551,333.78,0.39,0.36,2023-07-18,0951,N,VIIRS,n,2,293.26,3.02,N,0
35.34578,-118.75861,306.66,0.39,0.36,2023-07-18,0951,N,VIIRS,n,2,295.89,1.03,N,0
35.12204,-118.36962,304.15,0.4,0.37,2023-07-18,0951,N,VIIRS,n,2,291.91,1.19,N,0
34.62125,-117.10197,320.34,0.44,0.38,2023-07-18,0951,N,VIIRS,n,2,296.99,2.62,N,2
34.60946,-117.33524,312.6,0.43,0.38,2023-07-18,0951,N,VIIRS,n,2,295.67,1.51,N,2
34.606,-117.33609,306.59,0.43,0.38,2023-07-18,0951,N,VIIRS,n,2,295.13,1.6,N,2
34.82017,-118.74885,306.19,0.4,0.37,2023-07-18,0951,N,VIIRS,n,2,293.49,0.54,N,2
34.42996,-118.64568,309.56,0.4,0.37,2023-07-18,0952,N,VIIRS,n,2,290.87,1.09,N,2
34.33432,-118.5191,319.64,0.4,0.37,2023-07-18,0952,N,VIIRS,n,2,292.31,1.55,N,2
34.14167,-117.42982,311.36,0.43,0.38,2023-07-18,0952,N,VIIRS,n,2,292.92,0.73,N,2
34.31938,-118.5137,309.37,0.4,0.37,2023-07-18,0952,N,VIIRS,n,2,290.62,0.55,N,2
34.2438,-118.38199,305.62,0.41,0.37,2023-07-18,0952,N,VIIRS,n,2,290.77,0.48,N,2
34.29094,-118.80238,318.62,0.4,0.37,2023-07-18,0952,N,VIIRS,n,2,289.7,1.34,N,2
34.11427,-117.92696,305.84,0.42,0.38,2023-07-18,0952,N,VIIRS,n,2,292.52,0.56,N,2
34.15409,-118.19254,315.77,0.41,0.37,2023-07-18,0952,N,VIIRS,n,2,291.4,1.22,N,2
34.04197,-117.82313,301.57,0.42,0.38,2023-07-18,0952,N,VIIRS,n,2,291,0.18,N,2
33.87719,-116.99882,302.34,0.45,0.39,2023-07-18,0952,N,VIIRS,n,2,291.21,0.34,N,2
33.79243,-117.47471,310.65,0.44,0.38,2023-07-18,0952,N,VIIRS,n,2,291.81,0.89,N,2
33.71514,-117.7093,310.45,0.43,0.38,2023-07-18,0952,N,VIIRS,n,2,290.5,1.31,N,2
33.77797,-118.23813,305.7,0.41,0.37,2023-07-18,0952,N,VIIRS,n,2,293.83,0.94,N,2
33.77403,-118.21601,306.84,0.41,0.37,2023-07-18,0952,N,VIIRS,n,2,290.47,0.27,N,2
33.61551,-117.82394,300.45,0.43,0.38,2023-07-18,0952,N,VIIRS,n,2,288.68,0.56,N,0
33.61207,-117.82484,306.48,0.43,0.38,2023-07-18,0952,N,VIIRS,n,2,288.61,0.56,N,2
32.85723,-117.14889,304.44,0.46,0.39,2023-07-18,0952,N,VIIRS,n,2,290.32,0.58,N,2
32.49931,-116.32088,316.46,0.51,0.41,2023-07-18,0952,N,VIIRS,n,2,290.39,2.18,N,0
32.59713,-117.00994,304.07,0.47,0.4,2023-07-18,0952,N,VIIRS,n,2,291.52,1.07,N,2
32.37043,-117.06851,309.34,0.47,0.4,2023-07-18,0952,N,VIIRS,n,2,291.99,1.29,N,0
31.84322,-116.58534,304.71,0.5,0.41,2023-07-18,0952,N,VIIRS,n,2,291.67,0.79,N,2
