latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
40.82043,-114.25957,303.08,0.64,0.72,2023-07-01,0828,N,VIIRS,n,2,287.67,1.83,N,2
36.35896,-114.91793,308.99,0.66,0.73,2023-07-01,0829,N,VIIRS,n,2,294.33,3.5,N,0
36.35849,-114.91535,317.98,0.66,0.73,2023-07-01,0829,N,VIIRS,n,2,294.98,3.34,N,2
32.49693,-115.05466,316.43,0.63,0.72,2023-07-01,0830,N,VIIRS,n,2,293.58,2.35,N,0
32.49458,-115.05391,316.65,0.63,0.72,2023-07-01,0830,N,VIIRS,n,2,292.67,2.03,N,0
32.19266,-114.94876,303.16,0.62,0.71,2023-07-01,0830,N,VIIRS,n,2,291.87,0.45,N,0
40.82253,-114.25518,317.12,0.49,0.49,2023-07-01,1008,N,VIIRS,n,2,289.61,1.57,N,2
40.73793,-122.32553,305.47,0.39,0.36,2023-07-01,1009,N,VIIRS,n,2,295.31,0.87,N,0
38.56992,-120.43704,304.6,0.44,0.38,2023-07-01,1009,N,VIIRS,n,2,287.77,0.55,N,0
38.06268,-119.92284,310.19,0.46,0.39,2023-07-01,1009,N,VIIRS,n,2,288.4,1.53,N,0
38.05912,-119.92391,322.07,0.46,0.39,2023-07-01,1009,N,VIIRS,n,2,288.71,2.01,N,0
38.05811,-119.91862,300.73,0.46,0.39,2023-07-01,1009,N,VIIRS,n,2,288.12,2.01,N,0
38.05558,-119.92506,321.48,0.46,0.39,2023-07-01,1009,N,VIIRS,n,2,289.56,2.01,N,0
38.05204,-119.92621,317.02,0.46,0.39,2023-07-01,1009,N,VIIRS,n,2,287.97,0.96,N,0
38.05103,-119.92091,306.17,0.46,0.39,2023-07-01,1009,N,VIIRS,n,2,288.86,0.96,N,0
38.04851,-119.9274,296.35,0.46,0.39,2023-07-01,1009,N,VIIRS,n,2,285.39,0.96,N,0
38.0475,-119.92215,301.8,0.46,0.39,2023-07-01,1009,N,VIIRS,n,2,288.37,0.96,N,0
38.04396,-119.92332,298.03,0.46,0.39,2023-07-01,1009,N,VIIRS,n,2,287.23,0.75,N,0
38.21678,-121.98554,303.71,0.4,0.37,2023-07-01,1009,N,VIIRS,n,2,292.3,0.7,N,2
38.30183,-122.74944,300.15,0.39,0.36,2023-07-01,1009,N,VIIRS,n,2,286.93,0.42,N,2
38.16172,-122.56721,303.31,0.39,0.36,2023-07-01,1009,N,VIIRS,n,2,286.64,0.39,N,2
38.07037,-122.13995,309.12,0.4,0.37,2023-07-01,1009,N,VIIRS,n,2,294.68,1.88,N,2
37.81364,-120.7565,315.77,0.44,0.38,2023-07-01,1009,N,VIIRS,n,2,294.19,2.01,N,0
37.88495,-121.18747,304.8,0.42,0.38,2023-07-01,1009,N,VIIRS,n,2,291.82,0.99,N,0
38.00341,-121.93543,315.54,0.4,0.37,2023-07-01,1009,N,VIIRS,n,2,297.89,2.14,N,2
37.75404,-121.65955,306.16,0.41,0.37,2023-07-01,1010,N,VIIRS,n,2,294.69,0.77,N,2
36.35729,-114.91577,307.27,0.58,0.52,2023-07-01,1010,N,VIIRS,n,2,295.37,2.98,N,2
36.35575,-114.90934,304.68,0.58,0.52,2023-07-01,1010,N,VIIRS,n,2,293.48,1.63,N,2
37.38901,-120.50127,305.03,0.45,0.39,2023-07-01,1010,N,VIIRS,n,2,294.91,0.98,N,2
37.45629,-121.93217,310.13,0.41,0.37,2023-07-01,1010,N,VIIRS,n,2,290.35,0.89,N,2
37.21168,-121.90372,304.5,0.41,0.37,2023-07-01,1010,N,VIIRS,n,2,289.49,0.21,N,0
36.04836,-118.98479,314.95,0.55,0.42,2023-07-01,1010,N,VIIRS,n,2,294.74,1.27,N,0
36.04453,-118.98601,305.03,0.55,0.42,2023-07-01,1010,N,VIIRS,n,2,294.32,1.27,N,0
36.04831,-118.98568,318.4,0.55,0.42,2023-07-01,1010,N,VIIRS,n,2,295.03,2.07,N,0
34.62122,-117.09934,305.04,0.48,0.48,2023-07-01,1010,N,VIIRS,n,2,294.46,0.54,N,2
34.60942,-117.33576,318.68,0.47,0.48,2023-07-01,1010,N,VIIRS,n,2,294.49,2.26,N,2
34.35439,-116.85302,304.75,0.51,0.49,2023-07-01,1010,N,VIIRS,n,2,294.71,0.97,N,2
33.71001,-114.52215,349.41,0.35,0.57,2023-07-01,1010,N,VIIRS,n,2,294.83,3.41,N,0
33.70963,-114.54253,367,0.35,0.57,2023-07-01,1010,N,VIIRS,h,2,298.54,9.68,N,0
33.70492,-114.52396,327.1,0.35,0.57,2023-07-01,1010,N,VIIRS,n,2,291.77,3.41,N,0
33.71057,-114.54626,319.02,0.35,0.57,2023-07-01,1010,N,VIIRS,n,2,294.52,9.07,N,0
33.70921,-114.52137,367,0.35,0.57,2023-07-01,1010,N,VIIRS,h,2,295.85,3.6,N,0
33.70964,-114.54556,338.6,0.35,0.57,2023-07-01,1010,N,VIIRS,n,2,294.22,10.09,N,0
33.70872,-114.54184,367,0.35,0.57,2023-07-01,1010,N,VIIRS,h,2,296.52,8.92,N,0
33.70413,-114.52319,306.77,0.35,0.57,2023-07-01,1010,N,VIIRS,n,2,291.51,3.6,N,0
34.14232,-117.42963,301.67,0.48,0.48,2023-07-01,1010,N,VIIRS,n,2,290.88,0.28,N,2
34.3353,-118.52122,322.19,0.41,0.45,2023-07-01,1010,N,VIIRS,n,2,291.09,1.97,N,2
34.32016,-118.51117,300.81,0.41,0.45,2023-07-01,1010,N,VIIRS,n,2,288.43,0.38,N,2
34.2437,-118.38256,300.55,0.42,0.45,2023-07-01,1010,N,VIIRS,n,2,288.3,0.26,N,2
34.15451,-118.1925,312.61,0.43,0.46,2023-07-01,1010,N,VIIRS,n,2,289.32,1.4,N,2
33.79414,-117.47444,305.24,0.48,0.48,2023-07-01,1010,N,VIIRS,n,2,289.82,1.06,N,2
32.59794,-115.08566,300.53,0.35,0.56,2023-07-01,1011,N,VIIRS,n,2,290.18,0.23,N,0
32.60354,-115.3313,304.39,0.34,0.56,2023-07-01,1011,N,VIIRS,n,2,293.08,0.7,N,0
32.49579,-115.05286,367,0.35,0.57,2023-07-01,1011,N,VIIRS,h,2,296.17,13.96,N,0
32.4949,-115.04919,367,0.35,0.57,2023-07-01,1011,N,VIIRS,h,2,298.66,12.83,N,0
32.49071,-115.05462,331.04,0.35,0.57,2023-07-01,1011,N,VIIRS,n,2,291.94,5.06,N,0
32.48981,-115.05096,334.95,0.35,0.57,2023-07-01,1011,N,VIIRS,n,2,292.55,4.01,N,0
32.58732,-115.49821,309.91,0.33,0.55,2023-07-01,1011,N,VIIRS,n,2,297.42,1.46,N,0
32.51537,-115.35707,310.07,0.34,0.56,2023-07-01,1011,N,VIIRS,n,2,293.11,0.63,N,0
32.19325,-114.94576,321.66,0.36,0.57,2023-07-01,1011,N,VIIRS,n,2,291.32,1.49,N,0
32.55855,-114.89154,343.52,0.53,0.67,2023-07-01,1949,N,VIIRS,n,2,316.1,7.04,D,0
32.57956,-114.91172,353.63,0.53,0.67,2023-07-01,1949,N,VIIRS,n,2,316.14,6.88,D,0
32.60356,-114.94544,367,0.53,0.67,2023-07-01,1949,N,VIIRS,h,2,319.89,12.11,D,0
32.60246,-114.9421,367,0.53,0.67,2023-07-01,1949,N,VIIRS,h,2,313.58,7.71,D,0
32.60092,-114.94767,341.42,0.53,0.67,2023-07-01,1949,N,VIIRS,n,2,312.19,7.71,D,0
32.53936,-116.40299,367,0.64,0.72,2023-07-01,1949,N,VIIRS,h,2,314.09,18.03,D,0
32.54119,-116.39651,353.26,0.64,0.72,2023-07-01,1949,N,VIIRS,n,2,313.72,20.06,D,0
32.54419,-116.39929,367,0.64,0.72,2023-07-01,1949,N,VIIRS,h,2,313.44,15.08,D,0
32.54231,-116.40577,367,0.64,0.72,2023-07-01,1949,N,VIIRS,h,2,313.6,15.08,D,0
36.35923,-114.90908,342.35,0.43,0.62,2023-07-01,1950,N,VIIRS,l,2,317.29,1.52,D,2
39.66267,-121.88757,334.7,0.76,0.77,2023-07-01,1951,N,VIIRS,l,2,307.28,13.54,D,0
41.59404,-123.269,330.61,0.77,0.77,2023-07-01,1952,N,VIIRS,n,2,300.58,5.76,D,0
32.30324,-116.48898,367,0.33,0.55,2023-07-01,2129,N,VIIRS,h,2,345.36,226.98,D,0
32.30376,-116.48233,349.92,0.33,0.55,2023-07-01,2129,N,VIIRS,n,2,307.94,63.79,D,0
32.30244,-116.49934,353.64,0.33,0.55,2023-07-01,2129,N,VIIRS,n,2,317.05,82.1,D,0
32.3035,-116.48565,351.53,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,329.36,63.79,D,0
32.30298,-116.49237,367,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,376.98,226.98,D,0
32.30272,-116.49582,367,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,344.81,82.1,D,0
32.30886,-116.483,367,0.33,0.55,2023-07-01,2129,N,VIIRS,h,2,308.32,49.13,D,0
32.30727,-116.50346,345.24,0.33,0.55,2023-07-01,2129,N,VIIRS,n,2,312.76,14.84,D,0
32.30861,-116.48628,367,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,334.51,49.13,D,0
32.30835,-116.4896,367,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,355.48,55.86,D,0
32.30809,-116.49295,367,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,342.23,55.86,D,0
32.30782,-116.49639,354.48,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,337.45,42.5,D,0
32.30754,-116.49995,351.95,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,332.96,42.5,D,0
32.31348,-116.48997,367,0.33,0.55,2023-07-01,2129,N,VIIRS,h,2,310.23,55.86,D,0
32.31322,-116.49326,367,0.33,0.55,2023-07-01,2129,N,VIIRS,h,2,320.3,55.86,D,0
32.31241,-116.50368,367,0.33,0.55,2023-07-01,2129,N,VIIRS,h,2,322.69,14.84,D,0
32.31374,-116.48668,336.12,0.33,0.55,2023-07-01,2129,N,VIIRS,n,2,309.49,49.13,D,0
32.31296,-116.49665,367,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,335.11,42.5,D,0
32.31268,-116.50016,367,0.33,0.55,2023-07-01,2129,N,VIIRS,l,2,337.16,42.5,D,0
32.31785,-116.49997,367,0.33,0.55,2023-07-01,2129,N,VIIRS,h,2,311.22,15.77,D,0
32.31758,-116.50341,367,0.33,0.55,2023-07-01,2129,N,VIIRS,h,2,315.49,8.88,D,0
32.31731,-116.5069,356.02,0.32,0.55,2023-07-01,2129,N,VIIRS,n,2,314.82,8.88,D,0
32.3202,-116.50573,345.6,0.33,0.55,2023-07-01,2129,N,VIIRS,n,2,310.42,3.77,D,0
32.50594,-114.96834,344.94,0.4,0.6,2023-07-01,2129,N,VIIRS,l,2,319.12,6.3,D,0
32.50769,-117.0201,343.61,0.61,0.53,2023-07-01,2129,N,VIIRS,n,2,307.73,8.28,D,0
32.50826,-117.02148,343.12,0.61,0.53,2023-07-01,2129,N,VIIRS,n,2,307.17,3.21,D,0
36.12635,-115.05877,347.58,0.43,0.62,2023-07-01,2130,N,VIIRS,l,2,319.48,6.32,D,0
36.13235,-115.05433,347.58,0.43,0.62,2023-07-01,2130,N,VIIRS,l,2,318.73,6.32,D,0
38.05667,-119.92046,339.21,0.48,0.48,2023-07-01,2131,N,VIIRS,n,2,304.5,7.53,D,0
38.06166,-119.91489,341.08,0.48,0.48,2023-07-01,2131,N,VIIRS,n,2,304.06,11.7,D,0
38.06111,-119.9212,343.44,0.48,0.48,2023-07-01,2131,N,VIIRS,n,2,305.72,10.04,D,0
39.66009,-121.89211,355.61,0.4,0.44,2023-07-01,2131,N,VIIRS,n,2,323.19,6.82,D,0
40.82088,-114.25542,317.5,0.46,0.39,2023-07-02,0950,N,VIIRS,n,2,291.6,1.68,N,2
40.94171,-117.86089,301.98,0.38,0.36,2023-07-02,0950,N,VIIRS,n,2,290.24,0.64,N,2
40.9045,-122.82883,306.85,0.48,0.4,2023-07-02,0950,N,VIIRS,n,2,293.54,0.88,N,0
39.62068,-119.26274,310.28,0.39,0.36,2023-07-02,0950,N,VIIRS,n,2,294.07,1.12,N,2
39.49169,-119.61977,301,0.39,0.36,2023-07-02,0950,N,VIIRS,n,2,290.22,0.66,N,0
38.71424,-121.49229,313.61,0.41,0.37,2023-07-02,0950,N,VIIRS,n,2,295.69,1.62,N,0
38.06411,-119.91829,301.05,0.39,0.36,2023-07-02,0951,N,VIIRS,n,2,288.9,0.64,N,0
38.06148,-119.92344,305.16,0.39,0.36,2023-07-02,0951,N,VIIRS,n,2,288.07,1.12,N,0
38.06082,-119.91909,311.68,0.39,0.36,2023-07-02,0951,N,VIIRS,n,2,289.77,0.64,N,0
38.05819,-119.92424,308.92,0.39,0.36,2023-07-02,0951,N,VIIRS,n,2,287.66,0.86,N,0
38.05753,-119.91988,307.11,0.39,0.36,2023-07-02,0951,N,VIIRS,n,2,289.01,0.79,N,0
38.05489,-119.92503,303.22,0.39,0.36,2023-07-02,0951,N,VIIRS,n,2,288.55,0.86,N,0
38.05423,-119.92066,309.96,0.39,0.36,2023-07-02,0951,N,VIIRS,n,2,290.05,0.79,N,0
38.05159,-119.92581,302.4,0.39,0.36,2023-07-02,0951,N,VIIRS,n,2,287.32,0.79,N,0
38.31405,-121.83284,307.32,0.42,0.38,2023-07-02,0951,N,VIIRS,n,2,293.12,0.62,N,2
38.21568,-121.98394,306.89,0.42,0.38,2023-07-02,0951,N,VIIRS,n,2,295.12,0.82,N,2
38.30214,-122.75005,303.35,0.45,0.39,2023-07-02,0951,N,VIIRS,n,2,290.22,1.26,N,2
38.29971,-122.74709,301.06,0.45,0.39,2023-07-02,0951,N,VIIRS,n,2,289.05,1.34,N,2
38.16142,-122.56422,304.8,0.44,0.38,2023-07-02,0951,N,VIIRS,n,2,288.11,0.63,N,2
38.06995,-122.13776,307.7,0.43,0.38,2023-07-02,0951,N,VIIRS,n,2,296.51,2.37,N,2
38.00396,-121.93388,312.36,0.42,0.38,2023-07-02,0951,N,VIIRS,n,2,297.77,2.66,N,2
37.88468,-121.18358,307.57,0.4,0.37,2023-07-02,0951,N,VIIRS,n,2,292.49,0.61,N,2
37.88131,-121.18433,303.34,0.4,0.37,2023-07-02,0951,N,VIIRS,n,2,293.14,0.86,N,2
37.75491,-121.66225,307.42,0.41,0.37,2023-07-02,0951,N,VIIRS,n,2,295.77,1.47,N,0
36.35605,-114.90984,324.52,0.5,0.41,2023-07-02,0951,N,VIIRS,n,2,298.66,2.83,N,2
37.45646,-121.93143,305.99,0.42,0.37,2023-07-02,0951,N,VIIRS,n,2,292.69,0.45,N,2
37.45303,-121.93217,301.95,0.42,0.37,2023-07-02,0951,N,VIIRS,n,2,290.79,0.45,N,2
37.21367,-121.90186,305.81,0.41,0.37,2023-07-02,0951,N,VIIRS,n,2,293.44,0.53,N,2
37.18309,-121.68063,304.74,0.41,0.37,2023-07-02,0951,N,VIIRS,n,2,292.94,0.81,N,2
36.46689,-119.48968,318.31,0.38,0.36,2023-07-02,0951,N,VIIRS,n,2,294.06,1.13,N,0
34.62176,-117.10285,306.56,0.44,0.38,2023-07-02,0951,N,VIIRS,n,2,295.07,0.85,N,2
34.60951,-117.33726,310.61,0.43,0.38,2023-07-02,0951,N,VIIRS,n,2,295.88,1.27,N,2
34.43042,-118.64361,311.88,0.4,0.37,2023-07-02,0951,N,VIIRS,n,2,289.88,0.75,N,2
34.33577,-118.51922,321.94,0.4,0.37,2023-07-02,0951,N,VIIRS,n,2,291.73,2.32,N,2
34.14196,-117.42987,309.12,0.43,0.38,2023-07-02,0951,N,VIIRS,n,2,291.6,0.58,N,2
34.32314,-118.52705,307.08,0.4,0.37,2023-07-02,0951,N,VIIRS,n,2,291.82,0.69,N,2
34.24151,-118.38125,300.93,0.41,0.37,2023-07-02,0952,N,VIIRS,n,2,290.08,0.48,N,2
34.2926,-118.8007,314.97,0.4,0.37,2023-07-02,0952,N,VIIRS,n,2,289.91,0.61,N,2
34.28926,-118.80148,298.93,0.4,0.37,2023-07-02,0952,N,VIIRS,n,2,288.82,0.46,N,2
34.11495,-117.92377,304.28,0.42,0.38,2023-07-02,0952,N,VIIRS,n,2,291.53,0.26,N,2
34.15228,-118.19356,318.41,0.41,0.37,2023-07-02,0952,N,VIIRS,n,2,290.26,1.47,N,2
34.04097,-117.82298,301.29,0.42,0.38,2023-07-02,0952,N,VIIRS,n,2,289.84,0.23,N,2
33.87668,-117.00044,301.57,0.45,0.39,2023-07-02,0952,N,VIIRS,n,2,291.1,0.33,N,2
34.03412,-118.10501,304.04,0.41,0.37,2023-07-02,0952,N,VIIRS,n,2,289.67,0.76,N,2
33.79276,-117.47656,308.55,0.43,0.38,2023-07-02,0952,N,VIIRS,n,2,290.69,0.99,N,2
33.85212,-118.33108,305.12,0.41,0.37,2023-07-02,0952,N,VIIRS,n,2,293.76,1.42,N,2
33.71494,-117.71025,312.35,0.43,0.38,2023-07-02,0952,N,VIIRS,n,2,290.25,1.42,N,2
32.59627,-117.01072,305.71,0.47,0.4,2023-07-02,0952,N,VIIRS,n,2,290.04,0.88,N,0
32.49811,-116.79207,301.78,0.48,0.4,2023-07-02,0952,N,VIIRS,n,2,289.8,1.03,N,2
32.49542,-116.79791,312.03,0.48,0.4,2023-07-02,0952,N,VIIRS,n,2,289.56,1.03,N,2
32.43446,-116.58133,302.72,0.49,0.4,2023-07-02,0952,N,VIIRS,n,2,289.77,0.74,N,0
32.29418,-116.44811,351.18,0.53,0.42,2023-07-02,2110,N,VIIRS,n,2,325.06,17.72,D,0
32.29482,-116.44242,367,0.53,0.42,2023-07-02,2110,N,VIIRS,l,2,332.92,77.06,D,0
32.29738,-116.45474,355.81,0.53,0.42,2023-07-02,2110,N,VIIRS,n,2,321.91,26.87,D,0
32.29866,-116.44331,367,0.53,0.42,2023-07-02,2110,N,VIIRS,l,2,327.2,63.38,D,0
32.29802,-116.44901,350.06,0.53,0.42,2023-07-02,2110,N,VIIRS,l,2,334.84,26.87,D,0
32.30125,-116.45537,367,0.53,0.42,2023-07-02,2110,N,VIIRS,l,2,325.86,26.87,D,0
32.57077,-114.88591,346.5,0.43,0.46,2023-07-02,2110,N,VIIRS,l,2,320.17,10.7,D,0
32.39258,-116.96501,336.75,0.51,0.41,2023-07-02,2110,N,VIIRS,l,2,310.99,2.21,D,0
32.39212,-116.96227,338.46,0.51,0.41,2023-07-02,2110,N,VIIRS,l,2,312.27,3.24,D,0
32.51062,-116.93128,341.6,0.51,0.41,2023-07-02,2110,N,VIIRS,l,2,312.36,2.97,D,0
32.51002,-116.93661,336.86,0.51,0.41,2023-07-02,2110,N,VIIRS,l,2,311.46,2.97,D,0
36.37459,-121.26442,346.09,0.4,0.37,2023-07-02,2111,N,VIIRS,n,2,307.88,4.58,D,0
38.0514,-119.92678,344.91,0.44,0.38,2023-07-02,2112,N,VIIRS,n,2,305.96,3.88,D,0
38.05083,-119.92461,344.31,0.44,0.38,2023-07-02,2112,N,VIIRS,n,2,308.23,4.07,D,0
38.05498,-119.92013,335.64,0.44,0.38,2023-07-02,2112,N,VIIRS,l,2,306.57,1.98,D,0
38.05849,-119.92091,336.6,0.44,0.38,2023-07-02,2112,N,VIIRS,l,2,308.6,1.98,D,0
38.06202,-119.92161,337.73,0.44,0.38,2023-07-02,2112,N,VIIRS,n,2,307.31,5.25,D,0
38.10385,-120.78296,353.61,0.41,0.37,2023-07-02,2112,N,VIIRS,l,2,328.73,122.17,D,0
38.10729,-120.78363,367,0.41,0.37,2023-07-02,2112,N,VIIRS,h,2,367.5,122.17,D,0
38.10667,-120.78835,323.72,0.41,0.37,2023-07-02,2112,N,VIIRS,l,2,324.42,122.17,D,0
38.11072,-120.78432,367,0.41,0.37,2023-07-02,2112,N,VIIRS,h,2,341.73,56.28,D,0
38.1101,-120.78905,367,0.41,0.37,2023-07-02,2112,N,VIIRS,h,2,355.3,56.28,D,0
38.11353,-120.78973,350.7,0.41,0.37,2023-07-02,2112,N,VIIRS,l,2,332.71,56.28,D,0
38.06433,-121.49546,350.81,0.4,0.37,2023-07-02,2112,N,VIIRS,n,2,312.58,6.72,D,0
40.82384,-114.25664,311.18,0.39,0.36,2023-07-03,0931,N,VIIRS,n,2,291.39,1.24,N,2
39.49208,-119.6206,300.05,0.53,0.42,2023-07-03,0931,N,VIIRS,n,2,289.36,0.88,N,0
39.62054,-119.2642,304.86,0.52,0.41,2023-07-03,0931,N,VIIRS,n,2,292.09,1.26,N,2
40.82055,-114.25746,307.4,0.39,0.36,2023-07-03,0931,N,VIIRS,n,2,290.57,1.55,N,2
38.05948,-119.92216,316.23,0.53,0.42,2023-07-03,0932,N,VIIRS,n,2,287.7,1.76,N,0
38.0626,-119.9233,313.57,0.53,0.42,2023-07-03,0932,N,VIIRS,n,2,289.11,2.03,N,0
38.05874,-119.92398,309.52,0.53,0.42,2023-07-03,0932,N,VIIRS,n,2,286.94,1.03,N,0
38.05487,-119.92457,298.58,0.53,0.42,2023-07-03,0932,N,VIIRS,n,2,288.26,1.03,N,0
38.05099,-119.92513,309.89,0.53,0.42,2023-07-03,0932,N,VIIRS,n,2,287.46,1.08,N,0
38.17471,-121.65999,338.25,0.43,0.46,2023-07-03,0932,N,VIIRS,n,2,294.19,3.81,N,0
38.06191,-121.49875,328.02,0.42,0.45,2023-07-03,0932,N,VIIRS,n,2,294.77,3.15,N,0
38.06145,-121.4939,313.43,0.42,0.45,2023-07-03,0932,N,VIIRS,n,2,297.07,1.5,N,0
38.07203,-122.1396,308.75,0.46,0.47,2023-07-03,0932,N,VIIRS,n,2,296.47,2.03,N,2
37.88296,-121.1856,306.63,0.41,0.45,2023-07-03,0932,N,VIIRS,n,2,291.81,0.52,N,2
37.88147,-121.18739,308.59,0.41,0.45,2023-07-03,0932,N,VIIRS,n,2,292.99,0.8,N,2
37.94981,-122.40128,302.12,0.47,0.48,2023-07-03,0932,N,VIIRS,n,2,291.88,1.28,N,2
37.4555,-121.93215,302.59,0.44,0.46,2023-07-03,0932,N,VIIRS,n,2,290.68,0.38,N,2
36.35887,-114.91261,320.37,0.38,0.36,2023-07-03,0932,N,VIIRS,n,2,299.76,1.87,N,2
36.35559,-114.9134,315.52,0.38,0.36,2023-07-03,0932,N,VIIRS,n,2,298.38,1.87,N,2
35.62764,-118.95983,321.02,0.46,0.39,2023-07-03,0932,N,VIIRS,n,2,296.09,2.47,N,0
35.627,-118.95471,340.52,0.46,0.39,2023-07-03,0932,N,VIIRS,n,2,297.79,5.59,N,0
35.62404,-118.96047,331.26,0.46,0.39,2023-07-03,0932,N,VIIRS,n,2,299.19,15.46,N,0
35.62341,-118.95539,346.68,0.46,0.39,2023-07-03,0932,N,VIIRS,n,2,301.52,24.73,N,0
35.61981,-118.95606,343.43,0.46,0.39,2023-07-03,0932,N,VIIRS,n,2,307.89,24.73,N,0
35.62045,-118.96116,316.89,0.46,0.39,2023-07-03,0932,N,VIIRS,n,2,296.39,15.46,N,0
35.32662,-118.98744,316.9,0.45,0.39,2023-07-03,0932,N,VIIRS,n,2,296.97,2.93,N,0
35.02832,-118.3151,299.74,0.43,0.38,2023-07-03,0932,N,VIIRS,n,2,286.35,0.56,N,0
38.06099,-121.48904,313.15,0.42,0.45,2023-07-03,0932,N,VIIRS,n,2,296.24,1.5,N,0
38.55748,-121.52322,303.85,0.43,0.46,2023-07-03,0932,N,VIIRS,n,2,292.19,0.27,N,0
38.31483,-121.83549,302.87,0.44,0.46,2023-07-03,0932,N,VIIRS,n,2,290.98,0.44,N,2
38.06334,-119.92149,309.93,0.53,0.42,2023-07-03,0932,N,VIIRS,n,2,289.49,1.76,N,0
34.6206,-117.09865,306.07,0.4,0.37,2023-07-03,0933,N,VIIRS,n,2,294.34,1.14,N,2
34.60884,-117.33608,312.47,0.4,0.37,2023-07-03,0933,N,VIIRS,n,2,296.15,1.64,N,2
34.4288,-118.64476,309.95,0.43,0.38,2023-07-03,0933,N,VIIRS,n,2,290.36,0.99,N,2
34.33334,-118.51971,323.9,0.43,0.38,2023-07-03,0933,N,VIIRS,n,2,292.97,1.77,N,2
34.32347,-118.52617,310.31,0.43,0.38,2023-07-03,0933,N,VIIRS,n,2,292.98,0.89,N,2
34.31817,-118.51326,302.91,0.43,0.38,2023-07-03,0933,N,VIIRS,n,2,291.66,0.54,N,2
34.24358,-118.38137,306.72,0.42,0.38,2023-07-03,0933,N,VIIRS,n,2,290.97,0.31,N,2
34.29156,-118.8043,314.74,0.44,0.38,2023-07-03,0933,N,VIIRS,n,2,288.3,1.03,N,2
34.15305,-118.19473,317.22,0.42,0.38,2023-07-03,0933,N,VIIRS,n,2,291.08,1.6,N,2
34.0394,-117.8213,301.31,0.41,0.37,2023-07-03,0933,N,VIIRS,n,2,290.27,0.4,N,2
34.03671,-118.10557,301.23,0.42,0.37,2023-07-03,0933,N,VIIRS,n,2,290.53,0.5,N,2
33.87632,-116.9978,304.45,0.39,0.36,2023-07-03,0933,N,VIIRS,n,2,289.86,0.43,N,2
33.79517,-117.47431,303.27,0.4,0.37,2023-07-03,0933,N,VIIRS,n,2,291.74,0.47,N,2
33.79181,-117.47502,301.43,0.4,0.37,2023-07-03,0933,N,VIIRS,n,2,289.88,0.47,N,2
33.54074,-116.02924,308.97,0.38,0.36,2023-07-03,0933,N,VIIRS,n,2,297.18,1,N,0
33.71714,-117.71091,299.93,0.4,0.37,2023-07-03,0933,N,VIIRS,n,2,288.4,0.48,N,2
32.58133,-114.94299,317.56,0.39,0.36,2023-07-03,0933,N,VIIRS,n,2,294.29,1.42,N,0
32.29718,-115.26002,307.39,0.39,0.36,2023-07-03,0933,N,VIIRS,n,2,293.76,0.65,N,0
32.49744,-116.83328,306.57,0.39,0.36,2023-07-03,0933,N,VIIRS,n,2,289,0.68,N,0
32.32228,-116.48103,367,0.38,0.36,2023-07-03,0933,N,VIIRS,h,2,301.04,7.08,N,0
32.31961,-116.4858,326.98,0.38,0.36,2023-07-03,0933,N,VIIRS,n,2,293.27,7.08,N,0
32.31898,-116.48174,347.06,0.38,0.36,2023-07-03,0933,N,VIIRS,n,2,296.22,7.08,N,0
32.31835,-116.47768,318.38,0.38,0.36,2023-07-03,0933,N,VIIRS,n,2,293.72,1.93,N,0
32.30359,-116.42634,304.45,0.38,0.36,2023-07-03,0933,N,VIIRS,n,2,293.25,0.79,N,0
32.3003,-116.42708,324.78,0.38,0.36,2023-07-03,0933,N,VIIRS,n,2,294.07,2.17,N,0
32.31134,-116.45907,367,0.38,0.36,2023-07-03,2051,N,VIIRS,l,2,329.36,11.19,D,0
32.31073,-116.46313,367,0.38,0.36,2023-07-03,2051,N,VIIRS,l,2,326.83,11.19,D,0
32.31012,-116.46719,367,0.38,0.36,2023-07-03,2051,N,VIIRS,l,2,328.04,11.93,D,0
32.30952,-116.47125,367,0.38,0.36,2023-07-03,2051,N,VIIRS,l,2,331.38,11.93,D,0
32.31524,-116.45568,367,0.38,0.36,2023-07-03,2051,N,VIIRS,h,2,344.6,66.95,D,0
32.31585,-116.45162,351.6,0.38,0.36,2023-07-03,2051,N,VIIRS,n,2,318.08,66.95,D,0
32.31403,-116.46381,357.29,0.38,0.36,2023-07-03,2051,N,VIIRS,n,2,330.93,11.19,D,0
32.31343,-116.46785,356.99,0.38,0.36,2023-07-03,2051,N,VIIRS,l,2,329.55,11.93,D,0
32.31464,-116.45974,356.37,0.38,0.36,2023-07-03,2051,N,VIIRS,l,2,337.54,11.19,D,0
32.31282,-116.47192,355.83,0.38,0.36,2023-07-03,2051,N,VIIRS,l,2,337.93,11.93,D,0
32.31794,-116.46042,367,0.38,0.36,2023-07-03,2051,N,VIIRS,h,2,353.32,63.02,D,0
