OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,x,y
323005,28043334,,DEFAULT,,,cfcad,,0.01,CALNCC,,,,,,,,,,Undetermined,,,,,7/11/2023 7:58:39 PM,,,,,,,,,ONCC,,,,,,TALL RX,,RX,FI,38.176121,-122.451347,,,{ABCF98EB-1CDE-4910-B328-97BE190F4101},,0,0,0,0,0,0,,1,012954,,,,Sonoma,CALNCC,06097,,,,Private,Private,,,,,,,NC02,CAL FIRE,CALNU,US-CA,,,,,,2023-CALNU-012954,No Decision,,,,7/19/2023 10:30:29 PM,7/19/2023 10:30:29 PM,0,,,{E88CD0AD-9846-4F86-9391-E09A353EF90A},347a3411-8f7c-424d-8ec1-868a21c3b96b,,-122.451347,38.176121
321336,28041661,,DEFAULT,,,cfcad,,0.01,CASIFC,,,,,,,,,,Undetermined,,,,,7/11/2023 9:50:53 PM,,,,,,,,,ONCC,,,,,,LOOKOUT RANCH RX,,RX,FI,41.208477,-121.157965,,,{8F9B568B-EA92-42EB-8BDB-09ACE58F425E},,0,0,0,0,0,0,,1,003608,,,,Modoc,CASIFC,06049,,,,Private,Private,,,,,,,NC06,CAL FIRE,CALMU,US-CA,,,,,,2023-CALMU-003608,No Decision,,,,7/13/2023 2:17:25 AM,7/13/2023 2:17:25 AM,0,,,{0CAE139B-31CF-4D07-8A81-8F32DAFD0B0A},8b96b411-9214-428a-96f0-ba3be7e873dc,,-121.157965,41.208477
320815,28041142,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/11/2023 12:02:08 AM,,,,,,,,,OSCC,,,,,,LAC-229571,,WF,FI,33.92941,-118.23803,,,{E0C12836-D493-48F8-8BF1-3481D84C5D7F},,0,,,0,,,,1,229571,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-229571,No Decision,,,,7/11/2023 12:06:48 AM,7/11/2023 12:06:48 AM,0,,,{55F3EF88-DBBD-4B5F-8AB1-9D878257393C},2aa7e2b4-3436-4e99-89fd-e76369968be5,,-118.23803,33.92941
320812,28041141,,DEFAULT,7/11/2023 12:30:00 AM,7/11/2023 1:18:30 AM,cfcad,0.1,0.01,CAFKCC,,0.1,,,,,,,,Undetermined,,,QC0L,,7/11/2023 12:03:23 AM,,,,,,,PN,1522,OSCC,,,,,,BROOK,,WF,FI,36.702684,-119.060268,,,{BAA52297-40C6-4B0D-9664-390542261BAC},,0,1,0,0,1,0,,1,013774,,,,Fresno,CASICC,06019,,,,Private,Private,,,,,,,SC04,CAL FIRE,CAFKU,US-CA,,,,,,2023-CAFKU-013774,No Decision,,,,7/11/2023 12:05:10 AM,7/13/2023 1:34:38 AM,0,,,{18C84885-65E5-4873-9628-5F036D1B458C},571ef886-c648-4f96-8cb3-92276317897d,,-119.060268,36.702684
320820,28041144,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/11/2023 12:06:51 AM,,,,,,,,,OSCC,,,,,,LAC-229580,,WF,FI,34.07634,-118.03582,,,{36F9E423-B25A-4160-BCA2-45D8AE1975BA},,0,,,0,,,,1,229580,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-229580,No Decision,,,,7/11/2023 12:12:48 AM,7/11/2023 12:12:48 AM,0,,,{AC6A53D9-F322-4C90-85B0-DE8089A9BA44},b590e06d-58d4-42e2-b666-e7753db5f0ea,,-118.03582,34.07634
320823,28041151,,DEFAULT,7/11/2023 12:25:00 AM,7/11/2023 12:25:00 AM,cfcad,0.01,0.01,CAMMCC,,0.01,,,,,,,,Undetermined,,,,,7/11/2023 12:12:30 AM,,,,,,,,,OSCC,,,,,,MARIPOSA ST  MADERA_CITY,,WF,FI,36.955556,-120.039955,,,{2184C1E3-0462-41BF-9CFB-9D09D28E3280},,0,0,0,0,0,0,,1,015143,,,,Madera,CAMMCC,06039,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-015143,No Decision,,,,7/11/2023 12:25:49 AM,7/11/2023 12:41:23 AM,0,,,{54CDE3C3-3832-4B73-9BC3-61F0E3F1BFF2},a5463c2d-0654-4a31-91b2-1f1417a178a5,,-120.041704,36.955739
320826,28041156,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/11/2023 12:31:34 AM,,,,,,,,,OSCC,,,,,,LAC-229610,,WF,FI,34.00007,-118.17549,,,{C76DEE9A-F4B6-47A3-AA93-9826652E8966},,0,,,0,,,,1,229610,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-229610,No Decision,,,,7/11/2023 12:40:48 AM,7/11/2023 12:40:48 AM,0,,,{3FB92AE2-E808-4BBD-81F6-56D803B064A4},a4592fb1-ea53-4652-9477-0f0ed97d531a,,-118.17549,34.00007
320827,28041155,,DEFAULT,7/11/2023 1:03:00 AM,,cfcad,0.01,0.01,CARRCC,,0.01,,,,,,,,Undetermined,,,,,7/11/2023 12:38:04 AM,,,,,,,,,OSCC,,,,,,STONE,,WF,FI,33.734136,-117.262398,,,{1FE8647D-4534-4177-8AAD-4C0B155E3258},,0,,,0,,,,1,100324,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-100324,No Decision,,,,7/11/2023 12:38:52 AM,7/11/2023 1:12:20 AM,0,,,{C4E26921-304D-4650-AADA-F7E903E6F009},ae95252b-2e05-40e4-9350-fa6dc2bdecad,,-117.262398,33.734136
322090,28042414,,DEFAULT,,,wildcad,0.1,0.1,CASBCC,,,,,,,,,,Undetermined,,,QDL8,,7/11/2023 12:46:10 AM,,,,,,,PD,1522,OSCC,,,,,,STONE DR,,WF,FI,33.73394,-117.2623,,,{DCFD4316-A87B-4BBC-8B15-6315DFB62EB3},,0,0,0,0,0,0,,1,009905,,,,Riverside,CARRCC,06065,BLM,CACDD,,BLM,Federal,,,,,,,SC08,BLM,CACDD,US-CA,,,,,,2023-CACDD-009905,No Decision,,,,7/16/2023 2:35:43 AM,7/16/2023 2:44:44 AM,0,,,{1EA0865C-B0B8-4050-829E-C336150D11F6},3b6ab39f-f9a0-49e5-b216-3beac52e2f93,,-117.2623,33.73394
320832,28041159,,DEFAULT,7/11/2023 12:52:59 AM,7/11/2023 1:02:22 AM,cfcad,0.01,0.01,CASLCC,,0.01,,,,,,,,Undetermined,,,,,7/11/2023 12:48:19 AM,,,,,,,,,OSCC,,,,,,HWY 101 NB EXIT 228 PR_CO,,WF,FI,35.585201,-120.696026,,,{DE52AF0C-14AF-4C35-A8F1-09CA3BA4CF95},,0,0,0,0,0,0,,1,010570,,,,San Luis Obispo,CASLCC,06079,,,,Private,Private,,,,,,,SC06,CAL FIRE,CASLU,US-CA,,,,,,2023-CASLU-010570,No Decision,,,,7/11/2023 12:53:05 AM,7/11/2023 1:27:16 AM,0,,,{FDC9BC8B-A0E0-4A75-916F-CF94E2B6F31A},2d5b3aed-d8fe-4773-ada3-af139e3cf6dd,,-120.696026,35.585201
320834,28041162,,DEFAULT,7/11/2023 1:20:00 AM,7/11/2023 1:20:00 AM,cfcad,0.01,0.01,CASDIC,,0.01,,,,,,,,Undetermined,,,QC2H,,7/11/2023 1:10:10 AM,,,,,,,PN,1522,OSCC,,,,,,BUCKMAN 3,,WF,FI,32.671843,-116.48841,,,{8CA7DD24-480E-4248-8793-41A1BC96A8C5},,0,1,1,0,1,0,,1,016138,,,,San Diego,CASDIC,06073,,,,Private,Private,,,,,,,SC11,CAL FIRE,CASDU,US-CA,,,,,,2023-CASDU-016138,No Decision,,,,7/11/2023 1:10:50 AM,7/12/2023 10:56:38 PM,0,,,{B99565DB-1A9A-4307-AF1E-0D3195578FF7},ca3984bf-a692-42bd-90e9-2cfc4179ef61,,-116.481667,32.669167
320836,28041163,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/11/2023 1:18:37 AM,,,,,,,,,OSCC,,,,,,LAC-229662,,WF,FI,34.07295,-117.7783,,,{AC69673D-2E42-4034-93CD-697953D7335C},,0,,,0,,,,1,229662,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-229662,No Decision,,,,7/11/2023 1:20:48 AM,7/11/2023 1:20:48 AM,0,,,{FD80B54E-6F0A-47A8-B738-E666A703D559},6e1ba224-3c8f-4b3e-bee6-27baba5356c7,,-117.7783,34.07295
320842,28041170,,DEFAULT,7/11/2023 5:52:00 AM,7/11/2023 5:52:00 AM,cfcad,0.01,0.01,CAMMCC,,0.01,,,,,,,,Undetermined,,,QC00,,7/11/2023 1:41:43 AM,,,,,,,PN,1522,OSCC,,,,,,SILVER,,WF,FI,37.419347,-119.91008,,,{90726CBA-DD3C-46A0-B7F9-B2BB9E81652C},,0,1,0,0,0,0,,1,015149,,,,Mariposa,CAMMCC,06043,,,,Private,Private,,,,,,,SC04,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-015149,No Decision,,,,7/11/2023 1:42:25 AM,7/11/2023 1:53:08 PM,0,,,{83048007-CEEA-4CC1-B26C-BCA8C37FCECF},22577141-a75e-485f-a3ce-cd2c223cd89b,,-119.90995,37.419268
320847,28041175,,DEFAULT,7/11/2023 2:12:04 AM,7/11/2023 4:03:13 AM,cfcad,1.5,0.01,CAFKCC,,1.5,,,,,,,,Undetermined,,,,,7/11/2023 1:42:28 AM,,,,,,,,,OSCC,,,,,,PRINCE,,WF,FI,36.89077,-120.672299,,,{6AFE9388-6822-426A-8060-C8662F9599DB},,0,0,0,0,0,0,,1,013781,,,,Fresno,CASICC,06019,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAFKU,US-CA,,,,,,2023-CAFKU-013781,No Decision,,,,7/11/2023 2:06:08 AM,7/11/2023 4:03:27 AM,0,,,{23A5F27C-B28E-4961-94B3-A41F3058C2E5},a66fef6f-23e6-46d2-8bc7-809cb5e02eee,,-120.672299,36.89077
320849,28041177,,DEFAULT,7/11/2023 1:57:00 AM,,cfcad,0.01,0.01,CARRCC,,0.01,,,,,,,,Undetermined,,,,,7/11/2023 1:48:31 AM,,,,,,,,,OSCC,,,,,,WINDMILL,,WF,FI,33.633162,-117.230433,,,{5D9B7857-88F6-4E23-AFF0-67E234CF5F28},,0,0,0,0,0,0,,1,100366,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-100366,No Decision,,,,7/11/2023 2:21:20 AM,7/11/2023 2:21:33 AM,0,,,{E94D7CE5-8397-452E-990C-E17CACC3F788},07472636-ccae-444a-b60b-e029a4a057c9,,-117.230433,33.633162
320844,28041173,,DEFAULT,7/11/2023 1:59:00 AM,7/11/2023 2:12:00 AM,cfcad,0.01,0.01,CAGVCC,,0.01,,,,,,,,Undetermined,,,,,7/11/2023 1:50:51 AM,,,,,,,,,ONCC,,,,,,SHORE,,WF,FI,39.237913,-120.031526,,,{A5A064EE-2724-4480-A01B-0A98C38BB4AB},,0,,,0,,,,1,019623,,,,Placer,CAGVCC,06061,,,,Private,Private,,,,,,,NC07,CAL FIRE,CANEU,US-CA,,,,,,2023-CANEU-019623,No Decision,,,,7/11/2023 1:51:35 AM,7/11/2023 2:13:38 AM,0,,,{604A6BFF-9211-4370-972D-3A85D8AE31E4},c503f77e-9405-4295-8b92-49d9c3c90cf6,,-120.031526,39.237913
320858,28041185,,DEFAULT,7/11/2023 6:35:29 AM,7/11/2023 7:10:04 PM,cfcad,110,0.01,CAMMCC,,110,,,,,,,,Undetermined,,,QC1Q,,7/11/2023 2:12:43 AM,,,,,,,PN,1522,OSCC,,,,,,S SANTA FE GRADE  / HWY 152  W,,WF,FI,37.069741,-120.753389,,,{FEDF1A5A-03DF-4D88-9848-6548E885D077},,0,1,0,0,0,0,,1,015156,,,,Merced,CAMMCC,06047,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-015156,No Decision,,,,7/11/2023 3:08:03 AM,7/11/2023 7:10:09 PM,0,,,{A2B03506-690E-49F7-B30D-7C7821D97FCB},e57e8776-12fe-4aa4-a246-e14e7b346e78,,-120.753389,37.069741
320851,28041179,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/11/2023 2:16:24 AM,,,,,,,,,OSCC,,,,,,LAC-229722,,WF,FI,33.92505,-118.3265,,,{FDF9A50E-32E4-4B51-A14F-C65737462BE7},,0,,,0,,,,1,229722,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-229722,No Decision,,,,7/11/2023 2:30:48 AM,7/11/2023 2:30:48 AM,0,,,{71DCCD00-C29C-49C8-ACC0-02A6DD793AED},48ae12d7-d1af-470d-b688-06a828f49d7e,,-118.3265,33.92505
320852,28041180,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/11/2023 2:36:02 AM,,,,,,,,,OSCC,,,,,,LAC-229745,,WF,FI,34.67898,-118.28906,,,{BD8ABE97-24AD-4877-9691-09F671D28829},,0,,,0,,,,1,229745,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2023-CALAC-229745,No Decision,,,,7/11/2023 2:38:48 AM,7/11/2023 3:14:48 AM,0,,,{7BD6F360-A36B-484D-9634-697EE6B0D549},c520a645-98b3-4383-b21f-d6ffaef52cbb,,-118.28915,34.68747
320854,28041182,,DEFAULT,7/11/2023 2:59:47 AM,,cfcad,0.02,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,7/11/2023 2:53:18 AM,,,,,,,,,OSCC,,,,,,W 4TH ST / NAVAJO RD,,WF,FI,33.781131,-117.24332,,,{62B5FE27-1AC7-490B-9D1C-E41DDE37B0EB},,0,0,0,0,0,0,,1,100390,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-100390,No Decision,,,,7/11/2023 2:58:35 AM,7/11/2023 3:00:22 AM,0,,,{A9900C1E-5D61-49C8-AEFF-7B153ABD6A9F},5d079cbc-b264-41d5-9256-644664d579df,,-117.24332,33.781131
320859,28041187,,DEFAULT,7/11/2023 3:05:00 AM,7/11/2023 3:44:00 AM,cfcad,0.1,0.01,CASCCC,,0.1,,,,,,,,Undetermined,,,,,7/11/2023 2:56:46 AM,,,,,,,,,ONCC,,,,,,HAZELTON,,WF,FI,37.138491,-121.6654,,,{567B2CBC-1036-477B-B955-1318269B633E},,0,0,0,0,0,0,,1,005221,,,,Santa Clara,CASCCC,06085,,,,Private,Private,,,,,,,NC03A,CAL FIRE,CASCU,US-CA,,,,,,2023-CASCU-005221,No Decision,,,,7/11/2023 3:21:50 AM,7/11/2023 3:47:01 AM,0,,,{F2375D66-F8F5-4C26-939C-BD44C78CD22C},12ae1d1c-2a62-4fe2-b85a-fc61427e1f50,,-121.6663,37.13765
320856,28041184,,DEFAULT,7/11/2023 4:27:00 AM,7/12/2023 4:04:46 PM,cfcad,0.02,0.01,CASIFC,,0.02,,,,,,,,Undetermined,,,,,7/11/2023 2:58:28 AM,,,,,,,,,ONCC,,,,,,HONEY,,WF,FI,40.236594,-120.455077,,,{1E7AC231-D89D-4EC0-B126-E4481A84CEF5},,0,,,0,,,,1,003592,,,,Lassen,CASIFC,06035,,,,Private,Private,,,,,,,NC08,CAL FIRE,CALMU,US-CA,,,,,,2023-CALMU-003592,No Decision,,,,7/11/2023 2:59:09 AM,7/12/2023 4:04:52 PM,0,,,{316D1904-0F41-4336-B607-2A04265E049C},ad663916-0f31-4c6c-8b84-1090c24365e8,,-120.455317,40.2386
320860,28041188,,DEFAULT,7/11/2023 3:56:00 AM,7/11/2023 4:17:00 AM,cfcad,0.01,0.01,CASDIC,,0.01,,,,,,,,Undetermined,,,,,7/11/2023 3:24:24 AM,,,,,,,,,OSCC,,,,,,LA JOLLA,,WF,FI,33.276863,-116.866289,,,{DD1751D3-6288-4F2C-9222-931FE60A32D8},,0,,,0,,,,1,016145,,,,San Diego,CASDIC,06073,BIA,CASCA,,BIA,Federal,,,,,,,SC11,CAL FIRE,CASDU,US-CA,,,,,,2023-CASDU-016145,No Decision,,,,7/11/2023 3:25:13 AM,7/11/2023 4:18:25 AM,0,,,{60BDC12F-8AE7-4222-9734-6CC2DD428FDF},7637302c-858f-49b0-b8d3-629fb70c7f74,,-116.866289,33.276863
320862,28041189,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/11/2023 3:40:03 AM,,,,,,,,,OSCC,,,,,,LAC-229817,,WF,FI,34.5802,-118.05822,,,{0BD6688D-51E7-4593-A649-1D079631941A},,0,,,0,,,,1,229817,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2023-CALAC-229817,No Decision,,,,7/11/2023 3:42:48 AM,7/11/2023 3:42:48 AM,0,,,{4E14DDAF-DAB2-49DC-9241-90A4BF5BE515},a86a6ba6-9fe9-47be-b291-6d1786dd06f2,,-118.05822,34.5802
320868,28041196,,DEFAULT,7/11/2023 4:14:57 AM,,cfcad,0.5,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,7/11/2023 3:43:57 AM,,,,,,,,,OSCC,,,,,,DIANA,,WF,FI,33.785309,-117.256858,,,{6DF22BB8-B84B-40F6-9F1A-9D995D2FBF1D},,0,0,0,0,0,0,,1,100415,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-100415,No Decision,,,,7/11/2023 4:15:02 AM,7/11/2023 4:15:21 AM,0,,,{A16C71A1-2DC7-4867-8879-6891482A0ABF},c6337c8f-d535-4b95-9dad-f19697450b48,,-117.256858,33.785309
320864,28041192,,DEFAULT,7/11/2023 4:16:09 AM,7/11/2023 5:44:50 AM,cfcad,0.1,0.01,CAFKCC,,0.1,,,,,,,,Undetermined,,,,,7/11/2023 3:45:50 AM,,,,,,,,,OSCC,,,,,,WHITNER,,WF,FI,36.611918,-119.534382,,,{6B29AFDD-10E7-433D-9F94-CE83BBA8C096},,0,0,0,0,0,0,,1,013790,,,,Fresno,CASICC,06019,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAFKU,US-CA,,,,,,2023-CAFKU-013790,No Decision,,,,7/11/2023 3:56:23 AM,7/11/2023 5:44:56 AM,0,,,{7598A588-15FC-47C9-BB8C-E2D3295A80C1},c67cb0a1-8ace-4271-9f8d-8c9ce8e5d957,,-119.534382,36.611918
320865,28041193,,DEFAULT,,,cfcad,,0.01,CAGVCC,,,,,,,,,,Undetermined,,,,,7/11/2023 3:52:34 AM,,,,,,,,,ONCC,,,,,,FORESTHILL,,WF,FI,38.905538,-121.065934,,,{4D0C1765-710B-484F-8095-459519CF40E2},,0,0,0,0,0,0,,1,019634,,,,Placer,CACICC,06061,,,,Private,Private,,,,,,,NC05,CAL FIRE,CANEU,US-CA,,,,,,2023-CANEU-019634,No Decision,,,,7/11/2023 4:04:00 AM,7/11/2023 4:04:00 AM,0,,,{7FB7A2D9-A614-4427-9B38-CAD7295782D8},7b339b74-9a1a-4c35-83e0-57594bdf96dc,,-121.065934,38.905538
320874,28041202,,DEFAULT,7/11/2023 4:56:12 AM,7/11/2023 4:56:33 AM,cfcad,0.1,0.01,CAMMCC,,0.1,,,,,,,,Undetermined,,,,,7/11/2023 3:59:35 AM,,,,,,,,,OSCC,,,,,,HWY 99  S/ CLEVELAND AV HWY 99 S ON RAMP,,WF,FI,36.97154,-120.072983,,,{638329E6-07AE-416F-8FEE-9178A1A0187A},,0,0,0,0,0,0,,1,015159,,,,Madera,CAMMCC,06039,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-015159,No Decision,,,,7/11/2023 4:56:20 AM,7/11/2023 4:57:08 AM,0,,,{5B0D9828-714B-460C-A0AD-01A74E2DBA3E},d200725b-c703-4849-b689-eb7e606e21e9,,-120.072983,36.97154
320869,28041197,,DEFAULT,,,cfcad,,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,7/11/2023 4:13:19 AM,,,,,,,,,OSCC,,,,,,ACOMA AV / PALM DR,,WF,FI,33.960524,-116.501377,,,{3C5629FE-4CF4-4C51-A8D2-F1B6F182689C},,0,0,0,0,0,0,,1,100431,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-100431,No Decision,,,,7/11/2023 4:18:49 AM,7/11/2023 4:18:49 AM,0,,,{9098BDC2-9ABC-4CF3-917C-F00EDA33565D},19bf906e-be27-470e-9045-088b403a941d,,-116.501377,33.960524
347491,28068821,,DEFAULT,,,wildcade,0.1,0.1,CAANCC,,,,,,,,,,Undetermined,,,,,7/11/2023 4:32:40 AM,,,,,,,,,OSCC,,,,,,MACLAY,,WF,FI,34.275162,-118.452078,,,{750B3E35-3B7A-404D-8C19-6809E46C67EA},,0,,,0,,,,1,232141,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,USFS,CAANF,US-CA,,,,,,2023-CAANF-232141,No Decision,,,,12/14/2023 2:18:53 PM,12/14/2023 2:18:53 PM,0,,,{CD7561F9-8BC7-43A3-AA00-A6F5CDB44671},4e8046f4-7c66-49af-b408-9a3093be7d9d,,-118.452078,34.275162
320873,28041201,,DEFAULT,7/11/2023 4:55:00 AM,7/11/2023 6:49:19 PM,cfcad,0.46,0.01,CAGVCC,,0.46,,,,,,,,Undetermined,,,,,7/11/2023 4:36:00 AM,,,,,,,,,ONCC,,,,,,DYER,,WF,FI,38.736158,-121.400116,,,{D8B16B02-1519-45AC-974A-DB32235B6F67},,0,0,0,0,0,0,,1,019639,,,,Placer,CAGVCC,06061,,,,Private,Private,,,,,,,NC05,CAL FIRE,CANEU,US-CA,,,,,,2023-CANEU-019639,No Decision,,,,7/11/2023 4:55:11 AM,7/11/2023 6:49:28 PM,0,,,{9DD11AA1-CF1E-4B1B-8216-91B49C3F3152},c77c48a0-f691-4e2f-96b3-8bc97461be2d,,-121.4005,38.7367
320875,28041203,,DEFAULT,,,cfcad,,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,7/11/2023 4:40:37 AM,,,,,,,,,OSCC,,,,,,CROWN DR  JRPV,,WF,FI,33.981135,-117.534063,,,{76395F1D-A1A4-4585-A17D-8132FC757047},,0,0,0,0,0,0,,1,100443,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-100443,No Decision,,,,7/11/2023 5:04:21 AM,7/11/2023 5:04:21 AM,0,,,{C9F7B2B7-3051-454F-85CF-532CFB7B79FA},48d654ac-290b-40a1-866b-85bcb6a01370,,-117.534063,33.981135
320878,28041206,,DEFAULT,7/11/2023 6:01:00 AM,7/11/2023 7:32:00 AM,cfcad,0.01,0.01,CAMECC,,0.01,,,,,,,,Undetermined,,,,,7/11/2023 5:39:12 AM,,,,,,,,,ONCC,,,,,,HOPPER,,WF,FI,39.830328,-123.274248,,,{817C48F5-2FF5-47CB-BD18-1C46352DF781},,0,,,0,,,,1,008257,,,,Mendocino,CAMECC,06045,BIA,CACCA,,BIA,Federal,,,,,,,NC02,CAL FIRE,CAMEU,US-CA,,,,,,2023-CAMEU-008257,No Decision,,,,7/11/2023 5:39:54 AM,7/19/2023 8:46:21 PM,0,,,{B8A55B16-2F4C-4E72-AF2B-5CF65E2751AF},cb60e1bc-cf20-488c-baef-3a17d89cfa96,,-123.268167,39.8233
320879,28041207,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/11/2023 5:51:43 AM,,,,,,,,,OSCC,,,,,,BROWNS,,WF,FI,34.32645,-118.62993,,,{5C285998-2DD8-4415-B94B-8E78DF30310D},,0,,,0,,,,1,229927,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-229927,No Decision,,,,7/11/2023 5:56:49 AM,7/11/2023 5:56:51 AM,0,,,{FAA2CD30-F86D-4EB9-8B63-E7500D59922E},edd93047-ee1c-454f-ac03-854fa652cecc,,-118.62993,34.32645
320886,28041210,,DEFAULT,7/11/2023 7:33:03 AM,7/11/2023 7:33:07 AM,cfcad,0.01,0.01,CAMMCC,,0.01,,,,,,,,Undetermined,,,,,7/11/2023 6:42:47 AM,,,,,,,,,OSCC,,,,,,HWY 99  N/ 4TH ST HWY 99 N ON RAMP,,WF,FI,36.964167,-120.067427,,,{45C354DF-A336-4D95-994D-3F91301A1B03},,0,0,0,0,0,0,,1,015167,,,,Madera,CAMMCC,06039,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-015167,No Decision,,,,7/11/2023 7:33:09 AM,7/11/2023 7:33:26 AM,0,,,{C6E0E358-E390-4A43-9E9D-1C7A8BEA1639},856ab8c7-17ad-47b0-a6a0-595d49d69a41,,-120.067427,36.964167
