LAT,LON,YEAR,DOY,T2M
32.5,-119.375,2023,152,15.07
32.5,-118.75,2023,152,15.6
32.5,-118.125,2023,152,16.28
32.5,-117.5,2023,152,16.54
32.5,-116.875,2023,152,15.34
32.5,-116.25,2023,152,16.31
32.5,-115.625,2023,152,23.31
32.5,-115.0,2023,152,24.43
32.5,-114.375,2023,152,24.05
33.0,-119.375,2023,152,15.06
33.0,-118.75,2023,152,15.67
33.0,-118.125,2023,152,16.37
33.0,-117.5,2023,152,16.53
33.0,-116.875,2023,152,14.85
33.0,-116.25,2023,152,18.97
33.0,-115.625,2023,152,23.52
33.0,-115.0,2023,152,22.95
33.0,-114.375,2023,152,23.57
33.5,-119.375,2023,152,15.11
33.5,-118.75,2023,152,15.8
33.5,-118.125,2023,152,16.4
33.5,-117.5,2023,152,15.92
33.5,-116.875,2023,152,14.67
33.5,-116.25,2023,152,20.85
33.5,-115.625,2023,152,22.84
33.5,-115.0,2023,152,24.04
33.5,-114.375,2023,152,23.87
34.0,-119.375,2023,152,15.55
34.0,-118.75,2023,152,15.52
34.0,-118.125,2023,152,15.22
34.0,-117.5,2023,152,15.5
34.0,-116.875,2023,152,15.52
34.0,-116.25,2023,152,19.35
34.0,-115.625,2023,152,23.33
34.0,-115.0,2023,152,25.45
34.0,-114.375,2023,152,25.51
34.5,-119.375,2023,152,16.42
34.5,-118.75,2023,152,16.62
34.5,-118.125,2023,152,15.85
34.5,-117.5,2023,152,15.73
34.5,-116.875,2023,152,17.03
34.5,-116.25,2023,152,21.39
34.5,-115.625,2023,152,24.07
34.5,-115.0,2023,152,24.17
34.5,-114.375,2023,152,25.49
35.0,-119.375,2023,152,18.02
35.0,-118.75,2023,152,16.72
35.0,-118.125,2023,152,16.91
35.0,-117.5,2023,152,18.18
35.0,-116.875,2023,152,19.59
35.0,-116.25,2023,152,22.84
35.0,-115.625,2023,152,20.04
35.0,-115.0,2023,152,22.14
35.0,-114.375,2023,152,24.07
35.5,-119.375,2023,152,20.23
35.5,-118.75,2023,152,16.8
