LAT,LON,YEAR,DOY,PS
32.5,-124.375,2023,213,102.04
32.5,-123.75,2023,213,101.99
32.5,-123.125,2023,213,101.93
32.5,-122.5,2023,213,101.86
32.5,-121.875,2023,213,101.79
32.5,-121.25,2023,213,101.71
32.5,-120.625,2023,213,101.63
32.5,-120.0,2023,213,101.57
33.0,-124.375,2023,213,102.04
33.0,-123.75,2023,213,101.99
33.0,-123.125,2023,213,101.93
33.0,-122.5,2023,213,101.85
33.0,-121.875,2023,213,101.79
33.0,-121.25,2023,213,101.7
33.0,-120.625,2023,213,101.63
33.0,-120.0,2023,213,101.56
33.5,-124.375,2023,213,102.04
33.5,-123.75,2023,213,101.98
33.5,-123.125,2023,213,101.92
33.5,-122.5,2023,213,101.85
33.5,-121.875,2023,213,101.78
33.5,-121.25,2023,213,101.7
33.5,-120.625,2023,213,101.6
33.5,-120.0,2023,213,101.51
34.0,-124.375,2023,213,102.04
34.0,-123.75,2023,213,101.97
34.0,-123.125,2023,213,101.91
34.0,-122.5,2023,213,101.84
34.0,-121.875,2023,213,101.77
34.0,-121.25,2023,213,101.69
34.0,-120.625,2023,213,101.5
34.0,-120.0,2023,213,100.99
34.5,-124.375,2023,213,102.03
34.5,-123.75,2023,213,101.96
34.5,-123.125,2023,213,101.89
34.5,-122.5,2023,213,101.83
34.5,-121.875,2023,213,101.75
34.5,-121.25,2023,213,101.67
34.5,-120.625,2023,213,100.78
34.5,-120.0,2023,213,97.92
35.0,-124.375,2023,213,102.02
35.0,-123.75,2023,213,101.95
35.0,-123.125,2023,213,101.87
35.0,-122.5,2023,213,101.8
35.0,-121.875,2023,213,101.72
35.0,-121.25,2023,213,101.54
35.0,-120.625,2023,213,99.36
35.0,-120.0,2023,213,94.47
35.5,-124.375,2023,213,102.0
35.5,-123.75,2023,213,101.93
35.5,-123.125,2023,213,101.85
35.5,-122.5,2023,213,101.79
35.5,-121.875,2023,213,101.65
35.5,-121.25,2023,213,100.59
35.5,-120.625,2023,213,97.72
35.5,-120.0,2023,213,96.93
36.0,-124.375,2023,213,101.98
36.0,-123.75,2023,213,101.9
36.0,-123.125,2023,213,101.83
36.0,-122.5,2023,213,101.77
36.0,-121.875,2023,213,100.59
36.0,-121.25,2023,213,97.16
36.0,-120.625,2023,213,96.63
36.0,-120.0,2023,213,98.76
36.5,-124.375,2023,213,101.95
36.5,-123.75,2023,213,101.87
36.5,-123.125,2023,213,101.79
36.5,-122.5,2023,213,101.74
36.5,-121.875,2023,213,100.28
36.5,-121.25,2023,213,96.08
36.5,-120.625,2023,213,96.52
36.5,-120.0,2023,213,99.64
37.0,-124.375,2023,213,101.9
37.0,-123.75,2023,213,101.81
37.0,-123.125,2023,213,101.74
37.0,-122.5,2023,213,101.13
37.0,-121.875,2023,213,99.14
37.0,-121.25,2023,213,97.66
37.0,-120.625,2023,213,99.39
37.0,-120.0,2023,213,99.04
37.5,-124.375,2023,213,101.84
37.5,-123.75,2023,213,101.74
37.5,-123.125,2023,213,101.62
37.5,-122.5,2023,213,100.83
37.5,-121.875,2023,213,98.82
37.5,-121.25,2023,213,98.48
37.5,-120.625,2023,213,99.4
37.5,-120.0,2023,213,92.63
38.0,-124.375,2023,213,101.78
38.0,-123.75,2023,213,101.67
38.0,-123.125,2023,213,101.27
38.0,-122.5,2023,213,100.49
38.0,-121.875,2023,213,100.24
38.0,-121.25,2023,213,100.27
38.0,-120.625,2023,213,96.03
38.0,-120.0,2023,213,85.1
38.5,-124.375,2023,213,101.74
38.5,-123.75,2023,213,101.17
38.5,-123.125,2023,213,99.42
38.5,-122.5,2023,213,98.29
38.5,-121.875,2023,213,100.52
38.5,-121.25,2023,213,99.92
38.5,-120.625,2023,213,91.6
38.5,-120.0,2023,213,80.92
39.0,-124.375,2023,213,101.69
39.0,-123.75,2023,213,99.87
39.0,-123.125,2023,213,95.78
39.0,-122.5,2023,213,96.56
39.0,-121.875,2023,213,100.56
39.0,-121.25,2023,213,97.94
39.0,-120.625,2023,213,87.82
39.0,-120.0,2023,213,81.27
39.5,-124.375,2023,213,101.56
39.5,-123.75,2023,213,98.7
39.5,-123.125,2023,213,91.94
39.5,-122.5,2023,213,96.61
39.5,-121.875,2023,213,99.96
39.5,-121.25,2023,213,93.32
39.5,-120.625,2023,213,84.56
39.5,-120.0,2023,213,82.62
40.0,-124.375,2023,213,100.95
40.0,-123.75,2023,213,96.2
40.0,-123.125,2023,213,89.87
40.0,-122.5,2023,213,96.62
40.0,-121.875,2023,213,96.0
40.0,-121.25,2023,213,86.77
40.0,-120.625,2023,213,84.13
40.0,-120.0,2023,213,84.73
40.5,-124.375,2023,213,100.15
40.5,-123.75,2023,213,94.01
40.5,-123.125,2023,213,90.1
40.5,-122.5,2023,213,96.01
40.5,-121.875,2023,213,91.89
40.5,-121.25,2023,213,83.32
40.5,-120.625,2023,213,84.12
40.5,-120.0,2023,213,85.73
41.0,-124.375,2023,213,100.92
