LAT,LON,YEAR,DOY,WS10M
32.5,-119.375,2020,245,1.94
32.5,-118.75,2020,245,2.87
32.5,-118.125,2020,245,2.33
32.5,-117.5,2020,245,1.81
32.5,-116.875,2020,245,1.87
32.5,-116.25,2020,245,3.94
32.5,-115.625,2020,245,3.36
32.5,-115.0,2020,245,2.44
32.5,-114.375,2020,245,2.84
33.0,-119.375,2020,245,1.69
33.0,-118.75,2020,245,2.59
33.0,-118.125,2020,245,2.2
33.0,-117.5,2020,245,1.93
33.0,-116.875,2020,245,3.13
33.0,-116.25,2020,245,5.2
33.0,-115.625,2020,245,3.11
33.0,-115.0,2020,245,2.82
33.0,-114.375,2020,245,2.89
33.5,-119.375,2020,245,1.85
33.5,-118.75,2020,245,2.03
33.5,-118.125,2020,245,1.78
33.5,-117.5,2020,245,2.08
33.5,-116.875,2020,245,2.18
33.5,-116.25,2020,245,3.26
33.5,-115.625,2020,245,2.81
33.5,-115.0,2020,245,3.09
33.5,-114.375,2020,245,3.42
34.0,-119.375,2020,245,2.38
34.0,-118.75,2020,245,1.87
34.0,-118.125,2020,245,1.83
34.0,-117.5,2020,245,2.14
34.0,-116.875,2020,245,2.44
34.0,-116.25,2020,245,2.99
34.0,-115.625,2020,245,2.75
34.0,-115.0,2020,245,2.69
34.0,-114.375,2020,245,3.13
34.5,-119.375,2020,245,1.29
34.5,-118.75,2020,245,2.19
34.5,-118.125,2020,245,2.56
34.5,-117.5,2020,245,3.28
34.5,-116.875,2020,245,4.14
34.5,-116.25,2020,245,3.89
34.5,-115.625,2020,245,2.52
34.5,-115.0,2020,245,3.11
34.5,-114.375,2020,245,2.91
35.0,-119.375,2020,245,1.55
35.0,-118.75,2020,245,2.11
35.0,-118.125,2020,245,3.15
35.0,-117.5,2020,245,3.94
35.0,-116.875,2020,245,4.95
35.0,-116.25,2020,245,3.61
35.0,-115.625,2020,245,2.57
35.0,-115.0,2020,245,3.74
35.0,-114.375,2020,245,3.14
35.5,-119.375,2020,245,3.32
35.5,-118.75,2020,245,2.15
35.5,-118.125,2020,245,3.78
35.5,-117.5,2020,245,4.17
35.5,-116.875,2020,245,3.99
35.5,-116.25,2020,245,2.93
35.5,-115.625,2020,245,2.74
35.5,-115.0,2020,245,4.11
35.5,-114.375,2020,245,3.75
36.0,-119.375,2020,245,2.82
36.0,-118.75,2020,245,2.05
36.0,-118.125,2020,245,3.34
36.0,-117.5,2020,245,3.84
36.0,-116.875,2020,245,2.71
36.0,-116.25,2020,245,2.86
36.0,-115.625,2020,245,3.36
36.0,-115.0,2020,245,4.37
36.0,-114.375,2020,245,3.96
36.5,-119.375,2020,245,1.94
36.5,-118.75,2020,245,1.81
36.5,-118.125,2020,245,2.8
36.5,-117.5,2020,245,2.86
36.5,-116.875,2020,245,2.5
36.5,-116.25,2020,245,2.99
36.5,-115.625,2020,245,3.62
36.5,-115.0,2020,245,4.17
36.5,-114.375,2020,245,3.99
37.0,-119.375,2020,245,2.28
37.0,-118.75,2020,245,2.3
37.0,-118.125,2020,245,2.2
37.0,-117.5,2020,245,2.8
37.0,-116.875,2020,245,3.13
37.0,-116.25,2020,245,3.37
37.0,-115.625,2020,245,3.59
37.0,-115.0,2020,245,3.93
37.0,-114.375,2020,245,4.33
37.5,-119.375,2020,245,2.33
37.5,-118.75,2020,245,2.37
37.5,-118.125,2020,245,2.69
37.5,-117.5,2020,245,3.03
37.5,-116.875,2020,245,3.47
37.5,-116.25,2020,245,3.61
37.5,-115.625,2020,245,3.75
37.5,-115.0,2020,245,4.23
37.5,-114.375,2020,245,5.47
38.0,-119.375,2020,245,2.25
38.0,-118.75,2020,245,3.03
38.0,-118.125,2020,245,3.17
38.0,-117.5,2020,245,2.96
38.0,-116.875,2020,245,3.09
38.0,-116.25,2020,245,3.53
38.0,-115.625,2020,245,3.7
38.0,-115.0,2020,245,3.9
38.0,-114.375,2020,245,5.1
38.5,-119.375,2020,245,2.98
38.5,-118.75,2020,245,3.18
38.5,-118.125,2020,245,3.22
38.5,-117.5,2020,245,2.88
38.5,-116.875,2020,245,3.1
38.5,-116.25,2020,245,3.79
38.5,-115.625,2020,245,3.59
38.5,-115.0,2020,245,3.58
38.5,-114.375,2020,245,4.38
39.0,-119.375,2020,245,3.21
39.0,-118.75,2020,245,3.37
39.0,-118.125,2020,245,3.01
39.0,-117.5,2020,245,2.93
39.0,-116.875,2020,245,3.24
39.0,-116.25,2020,245,4.05
39.0,-115.625,2020,245,4.06
39.0,-115.0,2020,245,3.76
39.0,-114.375,2020,245,3.79
39.5,-119.375,2020,245,3.46
39.5,-118.75,2020,245,3.63
39.5,-118.125,2020,245,3.25
39.5,-117.5,2020,245,3.09
39.5,-116.875,2020,245,3.19
39.5,-116.25,2020,245,3.35
39.5,-115.625,2020,245,3.23
39.5,-115.0,2020,245,3.4
39.5,-114.375,2020,245,3.69
40.0,-119.375,2020,245,3.56
40.0,-118.75,2020,245,3.67
40.0,-118.125,2020,245,3.31
40.0,-117.5,2020,245,3.15
40.0,-116.875,2020,245,3.18
40.0,-116.25,2020,245,3.18
40.0,-115.625,2020,245,3.1
40.0,-115.0,2020,245,3.37
40.0,-114.375,2020,245,3.85
40.5,-119.375,2020,245,3.72
40.5,-118.75,2020,245,3.84
40.5,-118.125,2020,245,3.49
40.5,-117.5,2020,245,3.44
40.5,-116.875,2020,245,3.04
40.5,-116.25,2020,245,2.92
40.5,-115.625,2020,245,2.83
40.5,-115.0,2020,245,3.09
40.5,-114.375,2020,245,3.62
41.0,-119.375,2020,245,3.72
41.0,-118.75,2020,245,3.41
41.0,-118.125,2020,245,3.27
