LAT,LON,YEAR,DOY,T2M
32.5,-124.375,2020,214,17.54
32.5,-123.75,2020,214,17.38
32.5,-123.125,2020,214,17.17
32.5,-122.5,2020,214,17.07
32.5,-121.875,2020,214,16.85
32.5,-121.25,2020,214,16.71
32.5,-120.625,2020,214,16.65
32.5,-120.0,2020,214,16.81
33.0,-124.375,2020,214,17.32
33.0,-123.75,2020,214,17.1
33.0,-123.125,2020,214,16.75
33.0,-122.5,2020,214,16.58
33.0,-121.875,2020,214,16.55
33.0,-121.25,2020,214,16.37
33.0,-120.625,2020,214,16.21
33.0,-120.0,2020,214,16.42
33.5,-124.375,2020,214,17.21
33.5,-123.75,2020,214,16.78
33.5,-123.125,2020,214,16.31
33.5,-122.5,2020,214,16.17
33.5,-121.875,2020,214,16.26
33.5,-121.25,2020,214,16.09
33.5,-120.625,2020,214,15.9
33.5,-120.0,2020,214,16.48
34.0,-124.375,2020,214,17.01
34.0,-123.75,2020,214,16.5
34.0,-123.125,2020,214,16.09
34.0,-122.5,2020,214,15.94
34.0,-121.875,2020,214,16.02
34.0,-121.25,2020,214,15.74
34.0,-120.625,2020,214,15.65
34.0,-120.0,2020,214,18.68
34.5,-124.375,2020,214,16.7
34.5,-123.75,2020,214,16.25
34.5,-123.125,2020,214,15.94
34.5,-122.5,2020,214,15.7
34.5,-121.875,2020,214,15.81
34.5,-121.25,2020,214,15.33
34.5,-120.625,2020,214,17.87
34.5,-120.0,2020,214,23.86
35.0,-124.375,2020,214,16.45
35.0,-123.75,2020,214,15.95
35.0,-123.125,2020,214,15.62
35.0,-122.5,2020,214,15.38
35.0,-121.875,2020,214,15.44
35.0,-121.25,2020,214,15.59
35.0,-120.625,2020,214,20.81
35.0,-120.0,2020,214,26.71
35.5,-124.375,2020,214,16.53
35.5,-123.75,2020,214,15.8
35.5,-123.125,2020,214,15.34
35.5,-122.5,2020,214,14.95
35.5,-121.875,2020,214,14.89
35.5,-121.25,2020,214,18.1
35.5,-120.625,2020,214,25.27
35.5,-120.0,2020,214,28.12
36.0,-124.375,2020,214,16.52
36.0,-123.75,2020,214,15.67
36.0,-123.125,2020,214,15.1
36.0,-122.5,2020,214,14.6
36.0,-121.875,2020,214,14.54
36.0,-121.25,2020,214,21.85
36.0,-120.625,2020,214,28.06
36.0,-120.0,2020,214,29.45
36.5,-124.375,2020,214,16.12
36.5,-123.75,2020,214,15.34
36.5,-123.125,2020,214,14.79
36.5,-122.5,2020,214,14.35
36.5,-121.875,2020,214,15.35
36.5,-121.25,2020,214,21.97
36.5,-120.625,2020,214,26.83
36.5,-120.0,2020,214,29.17
37.0,-124.375,2020,214,15.43
37.0,-123.75,2020,214,14.97
37.0,-123.125,2020,214,14.37
37.0,-122.5,2020,214,14.01
37.0,-121.875,2020,214,16.87
37.0,-121.25,2020,214,22.99
37.0,-120.625,2020,214,26.68
37.0,-120.0,2020,214,28.38
37.5,-124.375,2020,214,15.07
37.5,-123.75,2020,214,14.48
37.5,-123.125,2020,214,13.91
37.5,-122.5,2020,214,15.01
37.5,-121.875,2020,214,18.08
37.5,-121.25,2020,214,23.69
37.5,-120.625,2020,214,26.98
37.5,-120.0,2020,214,27.04
38.0,-124.375,2020,214,14.77
38.0,-123.75,2020,214,13.88
38.0,-123.125,2020,214,14.56
38.0,-122.5,2020,214,17.92
38.0,-121.875,2020,214,20.19
38.0,-121.25,2020,214,23.74
38.0,-120.625,2020,214,25.78
38.0,-120.0,2020,214,23.71
38.5,-124.375,2020,214,14.53
38.5,-123.75,2020,214,14.03
38.5,-123.125,2020,214,18.67
38.5,-122.5,2020,214,23.49
38.5,-121.875,2020,214,23.95
38.5,-121.25,2020,214,24.9
38.5,-120.625,2020,214,25.05
38.5,-120.0,2020,214,21.76
39.0,-124.375,2020,214,14.49
39.0,-123.75,2020,214,15.37
39.0,-123.125,2020,214,22.04
39.0,-122.5,2020,214,26.65
39.0,-121.875,2020,214,27.35
39.0,-121.25,2020,214,26.59
39.0,-120.625,2020,214,24.99
39.0,-120.0,2020,214,22.76
39.5,-124.375,2020,214,13.77
39.5,-123.75,2020,214,16.38
39.5,-123.125,2020,214,22.48
39.5,-122.5,2020,214,28.21
39.5,-121.875,2020,214,29.33
39.5,-121.25,2020,214,26.4
39.5,-120.625,2020,214,23.46
39.5,-120.0,2020,214,23.65
40.0,-124.375,2020,214,13.77
40.0,-123.75,2020,214,18.35
40.0,-123.125,2020,214,22.44
40.0,-122.5,2020,214,29.15
40.0,-121.875,2020,214,28.79
40.0,-121.25,2020,214,23.85
40.0,-120.625,2020,214,22.97
40.0,-120.0,2020,214,24.73
40.5,-124.375,2020,214,14.07
40.5,-123.75,2020,214,18.48
40.5,-123.125,2020,214,23.11
40.5,-122.5,2020,214,29.31
40.5,-121.875,2020,214,26.31
40.5,-121.25,2020,214,22.14
40.5,-120.625,2020,214,23.39
40.5,-120.0,2020,214,25.35
41.0,-124.375,2020,214,12.94
41.0,-123.75,2020,214,18.01
41.0,-123.125,2020,214,21.98
41.0,-122.5,2020,214,25.42
41.0,-121.875,2020,214,25.68
41.0,-121.25,2020,214,24.26
41.0,-120.625,2020,214,22.6
41.0,-120.0,2020,214,23.22
41.5,-124.375,2020,214,13.17
41.5,-123.75,2020,214,18.29
41.5,-123.125,2020,214,21.57
41.5,-122.5,2020,214,23.85
41.5,-121.875,2020,214,22.2
41.5,-121.25,2020,214,22.84
41.5,-120.625,2020,214,22.72
41.5,-120.0,2020,214,22.55
42.0,-124.375,2020,214,14.59
42.0,-123.75,2020,214,19.33
42.0,-123.125,2020,214,21.43
42.0,-122.5,2020,214,23.13
42.0,-121.875,2020,214,22.91
42.0,-121.25,2020,214,23.29
42.0,-120.625,2020,214,22.1
42.0,-120.0,2020,214,22.54
32.5,-124.375,2020,215,18.2
32.5,-123.75,2020,215,17.96
32.5,-123.125,2020,215,17.61
32.5,-122.5,2020,215,17.39
32.5,-121.875,2020,215,17.09
32.5,-121.25,2020,215,16.92
32.5,-120.625,2020,215,16.88
32.5,-120.0,2020,215,17.0
33.0,-124.375,2020,215,17.91
33.0,-123.75,2020,215,17.6
33.0,-123.125,2020,215,17.12
33.0,-122.5,2020,215,16.83
33.0,-121.875,2020,215,16.74
33.0,-121.25,2020,215,16.54
33.0,-120.625,2020,215,16.36
33.0,-120.0,2020,215,16.5
33.5,-124.375,2020,215,17.65
33.5,-123.75,2020,215,17.11
33.5,-123.125,2020,215,16.61
33.5,-122.5,2020,215,16.39
33.5,-121.875,2020,215,16.35
33.5,-121.25,2020,215,16.11
33.5,-120.625,2020,215,15.93
33.5,-120.0,2020,215,16.49
34.0,-124.375,2020,215,17.29
34.0,-123.75,2020,215,16.73
34.0,-123.125,2020,215,16.32
34.0,-122.5,2020,215,16.2
34.0,-121.875,2020,215,16.07
34.0,-121.25,2020,215,15.69
34.0,-120.625,2020,215,15.59
34.0,-120.0,2020,215,18.93
34.5,-124.375,2020,215,16.86
34.5,-123.75,2020,215,16.44
34.5,-123.125,2020,215,16.13
34.5,-122.5,2020,215,15.94
34.5,-121.875,2020,215,15.99
34.5,-121.25,2020,215,15.27
34.5,-120.625,2020,215,18.08
34.5,-120.0,2020,215,24.4
35.0,-124.375,2020,215,16.55
35.0,-123.75,2020,215,16.14
35.0,-123.125,2020,215,15.84
35.0,-122.5,2020,215,15.62
35.0,-121.875,2020,215,15.56
35.0,-121.25,2020,215,15.52
35.0,-120.625,2020,215,21.32
35.0,-120.0,2020,215,27.5
35.5,-124.375,2020,215,16.69
35.5,-123.75,2020,215,16.02
35.5,-123.125,2020,215,15.61
35.5,-122.5,2020,215,15.02
35.5,-121.875,2020,215,14.89
35.5,-121.25,2020,215,18.2
35.5,-120.625,2020,215,26.31
35.5,-120.0,2020,215,28.96
36.0,-124.375,2020,215,16.73
36.0,-123.75,2020,215,15.98
36.0,-123.125,2020,215,15.43
36.0,-122.5,2020,215,14.57
36.0,-121.875,2020,215,14.45
36.0,-121.25,2020,215,22.49
36.0,-120.625,2020,215,28.58
36.0,-120.0,2020,215,29.94
36.5,-124.375,2020,215,16.42
36.5,-123.75,2020,215,15.65
36.5,-123.125,2020,215,15.07
36.5,-122.5,2020,215,14.21
36.5,-121.875,2020,215,15.16
36.5,-121.25,2020,215,22.39
36.5,-120.625,2020,215,27.34
36.5,-120.0,2020,215,29.61
37.0,-124.375,2020,215,15.66
37.0,-123.75,2020,215,15.21
37.0,-123.125,2020,215,14.65
37.0,-122.5,2020,215,14.15
37.0,-121.875,2020,215,16.79
37.0,-121.25,2020,215,23.52
37.0,-120.625,2020,215,27.51
37.0,-120.0,2020,215,29.13
37.5,-124.375,2020,215,15.26
37.5,-123.75,2020,215,14.75
37.5,-123.125,2020,215,14.13
37.5,-122.5,2020,215,14.92
37.5,-121.875,2020,215,18.21
37.5,-121.25,2020,215,24.6
37.5,-120.625,2020,215,27.9
37.5,-120.0,2020,215,27.44
38.0,-124.375,2020,215,15.04
38.0,-123.75,2020,215,14.06
38.0,-123.125,2020,215,14.64
38.0,-122.5,2020,215,17.79
38.0,-121.875,2020,215,20.29
38.0,-121.25,2020,215,24.42
38.0,-120.625,2020,215,26.63
38.0,-120.0,2020,215,23.77
38.5,-124.375,2020,215,15.1
38.5,-123.75,2020,215,14.08
38.5,-123.125,2020,215,18.89
38.5,-122.5,2020,215,24.19
38.5,-121.875,2020,215,24.64
38.5,-121.25,2020,215,25.85
38.5,-120.625,2020,215,25.68
38.5,-120.0,2020,215,21.4
39.0,-124.375,2020,215,15.03
39.0,-123.75,2020,215,15.73
39.0,-123.125,2020,215,23.28
39.0,-122.5,2020,215,28.01
39.0,-121.875,2020,215,27.95
39.0,-121.25,2020,215,27.25
39.0,-120.625,2020,215,25.02
39.0,-120.0,2020,215,22.34
39.5,-124.375,2020,215,14.36
39.5,-123.75,2020,215,17.31
39.5,-123.125,2020,215,23.65
39.5,-122.5,2020,215,30.25
39.5,-121.875,2020,215,29.67
39.5,-121.25,2020,215,27.11
39.5,-120.625,2020,215,23.12
39.5,-120.0,2020,215,23.17
40.0,-124.375,2020,215,14.29
40.0,-123.75,2020,215,19.6
40.0,-123.125,2020,215,23.61
40.0,-122.5,2020,215,29.98
40.0,-121.875,2020,215,29.25
40.0,-121.25,2020,215,24.26
40.0,-120.625,2020,215,22.78
40.0,-120.0,2020,215,24.34
40.5,-124.375,2020,215,14.4
40.5,-123.75,2020,215,19.64
40.5,-123.125,2020,215,23.89
40.5,-122.5,2020,215,29.45
40.5,-121.875,2020,215,26.67
40.5,-121.25,2020,215,22.13
40.5,-120.625,2020,215,23.29
40.5,-120.0,2020,215,25.32
41.0,-124.375,2020,215,13.74
41.0,-123.75,2020,215,18.8
41.0,-123.125,2020,215,21.8
41.0,-122.5,2020,215,25.12
41.0,-121.875,2020,215,25.31
41.0,-121.25,2020,215,24.06
41.0,-120.625,2020,215,22.36
41.0,-120.0,2020,215,23.32
41.5,-124.375,2020,215,14.05
41.5,-123.75,2020,215,19.3
41.5,-123.125,2020,215,21.43
41.5,-122.5,2020,215,22.67
41.5,-121.875,2020,215,21.67
41.5,-121.25,2020,215,22.76
41.5,-120.625,2020,215,22.69
41.5,-120.0,2020,215,22.67
42.0,-124.375,2020,215,15.12
42.0,-123.75,2020,215,20.02
42.0,-123.125,2020,215,21.3
42.0,-122.5,2020,215,21.93
42.0,-121.875,2020,215,21.46
42.0,-121.25,2020,215,22.37
42.0,-120.625,2020,215,21.38
42.0,-120.0,2020,215,22.27
32.5,-124.375,2020,216,18.37
32.5,-123.75,2020,216,18.12
32.5,-123.125,2020,216,17.82
32.5,-122.5,2020,216,17.62
32.5,-121.875,2020,216,17.34
32.5,-121.25,2020,216,16.92
32.5,-120.625,2020,216,16.69
32.5,-120.0,2020,216,16.77
33.0,-124.375,2020,216,18.19
33.0,-123.75,2020,216,17.88
33.0,-123.125,2020,216,17.43
33.0,-122.5,2020,216,17.2
33.0,-121.875,2020,216,17.02
33.0,-121.25,2020,216,16.62
33.0,-120.625,2020,216,16.27
33.0,-120.0,2020,216,16.37
33.5,-124.375,2020,216,18.06
33.5,-123.75,2020,216,17.53
33.5,-123.125,2020,216,17.0
33.5,-122.5,2020,216,16.8
33.5,-121.875,2020,216,16.71
33.5,-121.25,2020,216,16.32
33.5,-120.625,2020,216,16.0
