LAT,LON,YEAR,DOY,WS10M
32.5,-124.375,2022,244,7.59
32.5,-123.75,2022,244,8.15
32.5,-123.125,2022,244,8.86
32.5,-122.5,2022,244,9.51
32.5,-121.875,2022,244,10.01
32.5,-121.25,2022,244,10.28
32.5,-120.625,2022,244,10.57
32.5,-120.0,2022,244,10.43
33.0,-124.375,2022,244,7.98
33.0,-123.75,2022,244,8.58
33.0,-123.125,2022,244,9.25
33.0,-122.5,2022,244,9.84
33.0,-121.875,2022,244,10.3
33.0,-121.25,2022,244,10.46
33.0,-120.625,2022,244,10.68
33.0,-120.0,2022,244,10.41
33.5,-124.375,2022,244,8.14
33.5,-123.75,2022,244,8.85
33.5,-123.125,2022,244,9.55
33.5,-122.5,2022,244,10.04
33.5,-121.875,2022,244,10.51
33.5,-121.25,2022,244,10.76
33.5,-120.625,2022,244,11.05
33.5,-120.0,2022,244,11.21
34.0,-124.375,2022,244,8.35
34.0,-123.75,2022,244,9.07
34.0,-123.125,2022,244,9.75
34.0,-122.5,2022,244,10.15
34.0,-121.875,2022,244,10.68
34.0,-121.25,2022,244,10.87
34.0,-120.625,2022,244,10.59
34.0,-120.0,2022,244,8.99
34.5,-124.375,2022,244,8.32
34.5,-123.75,2022,244,8.99
34.5,-123.125,2022,244,9.63
34.5,-122.5,2022,244,10.01
34.5,-121.875,2022,244,10.67
34.5,-121.25,2022,244,10.15
34.5,-120.625,2022,244,7.82
34.5,-120.0,2022,244,5.18
35.0,-124.375,2022,244,8.56
35.0,-123.75,2022,244,8.84
35.0,-123.125,2022,244,9.21
35.0,-122.5,2022,244,9.52
35.0,-121.875,2022,244,10.14
35.0,-121.25,2022,244,8.0
35.0,-120.625,2022,244,3.91
35.0,-120.0,2022,244,3.12
35.5,-124.375,2022,244,8.74
35.5,-123.75,2022,244,8.86
35.5,-123.125,2022,244,8.79
35.5,-122.5,2022,244,8.93
35.5,-121.875,2022,244,9.3
35.5,-121.25,2022,244,4.53
35.5,-120.625,2022,244,2.4
35.5,-120.0,2022,244,2.54
36.0,-124.375,2022,244,8.82
36.0,-123.75,2022,244,8.79
36.0,-123.125,2022,244,8.29
36.0,-122.5,2022,244,7.67
36.0,-121.875,2022,244,6.32
36.0,-121.25,2022,244,2.9
36.0,-120.625,2022,244,2.25
36.0,-120.0,2022,244,2.89
36.5,-124.375,2022,244,8.9
36.5,-123.75,2022,244,8.78
36.5,-123.125,2022,244,8.16
36.5,-122.5,2022,244,6.75
36.5,-121.875,2022,244,3.4
36.5,-121.25,2022,244,1.98
36.5,-120.625,2022,244,3.02
