LAT,LON,YEAR,DOY,T2M
32.5,-124.375,2023,244,18.77
32.5,-123.75,2023,244,18.5
32.5,-123.125,2023,244,18.34
32.5,-122.5,2023,244,18.29
32.5,-121.875,2023,244,18.42
32.5,-121.25,2023,244,18.69
32.5,-120.625,2023,244,18.76
32.5,-120.0,2023,244,18.5
33.0,-124.375,2023,244,18.72
33.0,-123.75,2023,244,18.37
33.0,-123.125,2023,244,18.06
33.0,-122.5,2023,244,18.11
33.0,-121.875,2023,244,18.23
33.0,-121.25,2023,244,18.35
33.0,-120.625,2023,244,18.28
33.0,-120.0,2023,244,17.94
33.5,-124.375,2023,244,18.48
33.5,-123.75,2023,244,18.05
33.5,-123.125,2023,244,17.83
33.5,-122.5,2023,244,17.92
33.5,-121.875,2023,244,17.89
33.5,-121.25,2023,244,17.9
33.5,-120.625,2023,244,17.82
33.5,-120.0,2023,244,17.92
34.0,-124.375,2023,244,18.26
34.0,-123.75,2023,244,17.93
34.0,-123.125,2023,244,17.8
34.0,-122.5,2023,244,17.78
34.0,-121.875,2023,244,17.56
34.0,-121.25,2023,244,17.47
34.0,-120.625,2023,244,17.53
34.0,-120.0,2023,244,18.91
34.5,-124.375,2023,244,18.16
34.5,-123.75,2023,244,18.01
34.5,-123.125,2023,244,17.91
34.5,-122.5,2023,244,17.74
34.5,-121.875,2023,244,17.32
34.5,-121.25,2023,244,16.99
34.5,-120.625,2023,244,18.23
34.5,-120.0,2023,244,19.89
35.0,-124.375,2023,244,18.04
35.0,-123.75,2023,244,17.91
35.0,-123.125,2023,244,17.8
35.0,-122.5,2023,244,17.52
35.0,-121.875,2023,244,16.71
35.0,-121.25,2023,244,16.64
35.0,-120.625,2023,244,18.33
35.0,-120.0,2023,244,21.5
35.5,-124.375,2023,244,17.82
35.5,-123.75,2023,244,17.57
35.5,-123.125,2023,244,17.43
35.5,-122.5,2023,244,16.98
35.5,-121.875,2023,244,16.05
35.5,-121.25,2023,244,16.92
35.5,-120.625,2023,244,19.05
35.5,-120.0,2023,244,22.74
36.0,-124.375,2023,244,17.51
36.0,-123.75,2023,244,17.34
36.0,-123.125,2023,244,17.22
36.0,-122.5,2023,244,16.65
36.0,-121.875,2023,244,15.8
36.0,-121.25,2023,244,19.63
36.0,-120.625,2023,244,22.35
36.0,-120.0,2023,244,24.65
36.5,-124.375,2023,244,17.3
36.5,-123.75,2023,244,17.12
36.5,-123.125,2023,244,16.78
36.5,-122.5,2023,244,16.53
36.5,-121.875,2023,244,17.0
36.5,-121.25,2023,244,20.19
36.5,-120.625,2023,244,24.24
36.5,-120.0,2023,244,26.66
37.0,-124.375,2023,244,16.84
37.0,-123.75,2023,244,16.55
37.0,-123.125,2023,244,16.0
37.0,-122.5,2023,244,16.05
37.0,-121.875,2023,244,17.9
37.0,-121.25,2023,244,20.64
37.0,-120.625,2023,244,24.9
37.0,-120.0,2023,244,26.8
37.5,-124.375,2023,244,16.24
37.5,-123.75,2023,244,15.7
37.5,-123.125,2023,244,15.18
37.5,-122.5,2023,244,16.5
37.5,-121.875,2023,244,17.99
37.5,-121.25,2023,244,21.68
37.5,-120.625,2023,244,24.89
37.5,-120.0,2023,244,22.01
38.0,-124.375,2023,244,15.71
38.0,-123.75,2023,244,14.74
38.0,-123.125,2023,244,14.91
38.0,-122.5,2023,244,17.36
38.0,-121.875,2023,244,18.89
38.0,-121.25,2023,244,22.33
38.0,-120.625,2023,244,22.3
38.0,-120.0,2023,244,16.32
38.5,-124.375,2023,244,15.49
38.5,-123.75,2023,244,14.2
38.5,-123.125,2023,244,16.21
38.5,-122.5,2023,244,19.86
38.5,-121.875,2023,244,21.24
38.5,-121.25,2023,244,22.33
38.5,-120.625,2023,244,19.31
38.5,-120.0,2023,244,14.06
39.0,-124.375,2023,244,15.24
39.0,-123.75,2023,244,14.79
39.0,-123.125,2023,244,17.54
39.0,-122.5,2023,244,21.9
39.0,-121.875,2023,244,23.93
39.0,-121.25,2023,244,22.12
39.0,-120.625,2023,244,17.27
39.0,-120.0,2023,244,14.89
39.5,-124.375,2023,244,14.63
39.5,-123.75,2023,244,14.88
39.5,-123.125,2023,244,16.69
39.5,-122.5,2023,244,22.54
39.5,-121.875,2023,244,24.31
39.5,-121.25,2023,244,19.86
39.5,-120.625,2023,244,15.44
39.5,-120.0,2023,244,16.23
40.0,-124.375,2023,244,14.46
40.0,-123.75,2023,244,15.37
40.0,-123.125,2023,244,15.48
40.0,-122.5,2023,244,22.06
40.0,-121.875,2023,244,21.72
40.0,-121.25,2023,244,15.27
40.0,-120.625,2023,244,15.11
40.0,-120.0,2023,244,17.84
40.5,-124.375,2023,244,14.94
40.5,-123.75,2023,244,15.09
40.5,-123.125,2023,244,15.12
40.5,-122.5,2023,244,20.6
40.5,-121.875,2023,244,18.94
40.5,-121.25,2023,244,13.61
40.5,-120.625,2023,244,15.68
40.5,-120.0,2023,244,18.36
41.0,-124.375,2023,244,14.79
41.0,-123.75,2023,244,15.02
41.0,-123.125,2023,244,13.51
41.0,-122.5,2023,244,15.44
41.0,-121.875,2023,244,15.58
41.0,-121.25,2023,244,16.37
41.0,-120.625,2023,244,14.57
41.0,-120.0,2023,244,15.17
41.5,-124.375,2023,244,15.19
41.5,-123.75,2023,244,15.31
41.5,-123.125,2023,244,13.12
41.5,-122.5,2023,244,13.21
41.5,-121.875,2023,244,12.86
41.5,-121.25,2023,244,14.67
41.5,-120.625,2023,244,14.87
41.5,-120.0,2023,244,14.36
42.0,-124.375,2023,244,15.74
42.0,-123.75,2023,244,15.57
42.0,-123.125,2023,244,13.02
42.0,-122.5,2023,244,13.41
42.0,-121.875,2023,244,13.29
42.0,-121.25,2023,244,14.41
42.0,-120.625,2023,244,13.79
42.0,-120.0,2023,244,14.19
32.5,-124.375,2023,245,18.66
32.5,-123.75,2023,245,18.41
32.5,-123.125,2023,245,18.12
32.5,-122.5,2023,245,18.01
32.5,-121.875,2023,245,18.19
32.5,-121.25,2023,245,18.59
32.5,-120.625,2023,245,18.97
32.5,-120.0,2023,245,19.4
33.0,-124.375,2023,245,18.63
33.0,-123.75,2023,245,18.3
33.0,-123.125,2023,245,18.0
33.0,-122.5,2023,245,17.88
33.0,-121.875,2023,245,17.96
33.0,-121.25,2023,245,18.38
33.0,-120.625,2023,245,18.68
33.0,-120.0,2023,245,18.81
33.5,-124.375,2023,245,18.52
33.5,-123.75,2023,245,18.11
33.5,-123.125,2023,245,17.91
33.5,-122.5,2023,245,17.78
33.5,-121.875,2023,245,17.64
33.5,-121.25,2023,245,18.05
33.5,-120.625,2023,245,18.45
33.5,-120.0,2023,245,18.66
34.0,-124.375,2023,245,18.28
34.0,-123.75,2023,245,18.01
34.0,-123.125,2023,245,17.8
34.0,-122.5,2023,245,17.65
34.0,-121.875,2023,245,17.45
34.0,-121.25,2023,245,17.57
34.0,-120.625,2023,245,18.13
34.0,-120.0,2023,245,19.36
34.5,-124.375,2023,245,18.13
34.5,-123.75,2023,245,18.01
34.5,-123.125,2023,245,17.83
34.5,-122.5,2023,245,17.58
