LAT,LON,YEAR,DOY,T2M
32.5,-119.375,2020,153,16.35
32.5,-118.75,2020,153,17.06
32.5,-118.125,2020,153,17.98
32.5,-117.5,2020,153,18.4
32.5,-116.875,2020,153,19.88
32.5,-116.25,2020,153,23.59
32.5,-115.625,2020,153,30.69
32.5,-115.0,2020,153,30.76
32.5,-114.375,2020,153,29.45
33.0,-119.375,2020,153,16.37
33.0,-118.75,2020,153,17.54
33.0,-118.125,2020,153,18.33
33.0,-117.5,2020,153,18.73
33.0,-116.875,2020,153,20.09
33.0,-116.25,2020,153,25.82
33.0,-115.625,2020,153,30.4
33.0,-115.0,2020,153,29.81
33.0,-114.375,2020,153,30.18
33.5,-119.375,2020,153,16.79
33.5,-118.75,2020,153,17.66
33.5,-118.125,2020,153,19.12
33.5,-117.5,2020,153,19.87
33.5,-116.875,2020,153,19.98
33.5,-116.25,2020,153,26.77
33.5,-115.625,2020,153,28.64
33.5,-115.0,2020,153,30.35
33.5,-114.375,2020,153,30.85
34.0,-119.375,2020,153,18.2
34.0,-118.75,2020,153,19.76
34.0,-118.125,2020,153,20.69
34.0,-117.5,2020,153,21.75
34.0,-116.875,2020,153,21.45
34.0,-116.25,2020,153,24.54
34.0,-115.625,2020,153,28.13
34.0,-115.0,2020,153,30.55
34.0,-114.375,2020,153,31.84
34.5,-119.375,2020,153,20.54
34.5,-118.75,2020,153,20.55
34.5,-118.125,2020,153,21.03
34.5,-117.5,2020,153,20.6
34.5,-116.875,2020,153,21.28
34.5,-116.25,2020,153,25.6
34.5,-115.625,2020,153,28.83
34.5,-115.0,2020,153,29.29
34.5,-114.375,2020,153,31.16
35.0,-119.375,2020,153,20.31
35.0,-118.75,2020,153,19.49
35.0,-118.125,2020,153,19.88
35.0,-117.5,2020,153,21.6
35.0,-116.875,2020,153,23.08
35.0,-116.25,2020,153,26.44
35.0,-115.625,2020,153,25.02
35.0,-115.0,2020,153,26.9
35.0,-114.375,2020,153,29.56
35.5,-119.375,2020,153,22.57
35.5,-118.75,2020,153,20.56
35.5,-118.125,2020,153,19.14
35.5,-117.5,2020,153,23.02
35.5,-116.875,2020,153,23.48
35.5,-116.25,2020,153,25.54
35.5,-115.625,2020,153,23.9
35.5,-115.0,2020,153,25.75
35.5,-114.375,2020,153,28.19
36.0,-119.375,2020,153,22.39
36.0,-118.75,2020,153,18.69
36.0,-118.125,2020,153,15.29
36.0,-117.5,2020,153,22.0
36.0,-116.875,2020,153,24.78
36.0,-116.25,2020,153,25.49
36.0,-115.625,2020,153,23.34
36.0,-115.0,2020,153,29.05
36.0,-114.375,2020,153,29.36
36.5,-119.375,2020,153,22.22
36.5,-118.75,2020,153,14.83
36.5,-118.125,2020,153,13.11
36.5,-117.5,2020,153,23.59
36.5,-116.875,2020,153,25.48
36.5,-116.25,2020,153,24.59
36.5,-115.625,2020,153,21.94
36.5,-115.0,2020,153,26.44
36.5,-114.375,2020,153,29.48
37.0,-119.375,2020,153,17.78
37.0,-118.75,2020,153,8.76
37.0,-118.125,2020,153,15.36
37.0,-117.5,2020,153,22.91
37.0,-116.875,2020,153,22.43
37.0,-116.25,2020,153,21.71
37.0,-115.625,2020,153,23.25
37.0,-115.0,2020,153,25.94
37.0,-114.375,2020,153,27.67
37.5,-119.375,2020,153,9.14
37.5,-118.75,2020,153,8.58
37.5,-118.125,2020,153,16.61
37.5,-117.5,2020,153,20.33
37.5,-116.875,2020,153,20.53
37.5,-116.25,2020,153,19.39
37.5,-115.625,2020,153,20.7
37.5,-115.0,2020,153,23.32
37.5,-114.375,2020,153,22.11
38.0,-119.375,2020,153,6.43
38.0,-118.75,2020,153,12.13
38.0,-118.125,2020,153,16.98
38.0,-117.5,2020,153,19.89
38.0,-116.875,2020,153,19.57
38.0,-116.25,2020,153,19.53
38.0,-115.625,2020,153,19.27
38.0,-115.0,2020,153,21.62
38.0,-114.375,2020,153,20.75
38.5,-119.375,2020,153,11.21
38.5,-118.75,2020,153,15.34
38.5,-118.125,2020,153,17.64
38.5,-117.5,2020,153,17.92
38.5,-116.875,2020,153,17.18
38.5,-116.25,2020,153,18.38
38.5,-115.625,2020,153,20.06
38.5,-115.0,2020,153,20.18
38.5,-114.375,2020,153,19.49
39.0,-119.375,2020,153,16.15
39.0,-118.75,2020,153,17.04
39.0,-118.125,2020,153,17.4
39.0,-117.5,2020,153,16.05
39.0,-116.875,2020,153,15.61
39.0,-116.25,2020,153,16.69
39.0,-115.625,2020,153,17.93
39.0,-115.0,2020,153,18.78
39.0,-114.375,2020,153,19.1
39.5,-119.375,2020,153,16.99
39.5,-118.75,2020,153,19.13
39.5,-118.125,2020,153,17.15
39.5,-117.5,2020,153,15.6
39.5,-116.875,2020,153,16.46
39.5,-116.25,2020,153,17.86
39.5,-115.625,2020,153,18.19
39.5,-115.0,2020,153,18.48
39.5,-114.375,2020,153,19.57
40.0,-119.375,2020,153,17.17
40.0,-118.75,2020,153,18.67
40.0,-118.125,2020,153,18.61
40.0,-117.5,2020,153,17.48
40.0,-116.875,2020,153,16.82
40.0,-116.25,2020,153,17.77
40.0,-115.625,2020,153,17.79
40.0,-115.0,2020,153,18.55
40.0,-114.375,2020,153,20.89
40.5,-119.375,2020,153,17.71
