LAT,LON,YEAR,DOY,T2M
32.5,-124.375,2020,245,18.01
32.5,-123.75,2020,245,17.98
32.5,-123.125,2020,245,17.94
32.5,-122.5,2020,245,17.81
32.5,-121.875,2020,245,17.59
32.5,-121.25,2020,245,17.31
32.5,-120.625,2020,245,17.09
32.5,-120.0,2020,245,17.01
33.0,-124.375,2020,245,17.78
33.0,-123.75,2020,245,17.62
33.0,-123.125,2020,245,17.56
33.0,-122.5,2020,245,17.41
33.0,-121.875,2020,245,17.22
33.0,-121.25,2020,245,16.93
33.0,-120.625,2020,245,16.67
33.0,-120.0,2020,245,16.51
33.5,-124.375,2020,245,17.64
33.5,-123.75,2020,245,17.36
33.5,-123.125,2020,245,17.21
33.5,-122.5,2020,245,17.18
33.5,-121.875,2020,245,17.03
33.5,-121.25,2020,245,16.76
33.5,-120.625,2020,245,16.55
33.5,-120.0,2020,245,16.86
34.0,-124.375,2020,245,17.63
34.0,-123.75,2020,245,17.26
34.0,-123.125,2020,245,16.96
34.0,-122.5,2020,245,16.88
34.0,-121.875,2020,245,16.73
34.0,-121.25,2020,245,16.48
34.0,-120.625,2020,245,16.51
34.0,-120.0,2020,245,17.57
34.5,-124.375,2020,245,17.43
34.5,-123.75,2020,245,17.04
34.5,-123.125,2020,245,16.7
34.5,-122.5,2020,245,16.55
34.5,-121.875,2020,245,16.44
34.5,-121.25,2020,245,16.23
34.5,-120.625,2020,245,17.11
34.5,-120.0,2020,245,18.99
35.0,-124.375,2020,245,17.2
35.0,-123.75,2020,245,16.74
35.0,-123.125,2020,245,16.49
35.0,-122.5,2020,245,16.24
35.0,-121.875,2020,245,16.02
35.0,-121.25,2020,245,15.95
35.0,-120.625,2020,245,17.81
35.0,-120.0,2020,245,22.95
35.5,-124.375,2020,245,16.91
35.5,-123.75,2020,245,16.43
35.5,-123.125,2020,245,16.28
35.5,-122.5,2020,245,15.99
35.5,-121.875,2020,245,15.53
35.5,-121.25,2020,245,15.6
35.5,-120.625,2020,245,18.1
35.5,-120.0,2020,245,23.66
36.0,-124.375,2020,245,16.51
36.0,-123.75,2020,245,16.11
36.0,-123.125,2020,245,15.97
36.0,-122.5,2020,245,15.55
36.0,-121.875,2020,245,15.2
36.0,-121.25,2020,245,18.38
36.0,-120.625,2020,245,22.93
36.0,-120.0,2020,245,26.02
36.5,-124.375,2020,245,15.98
36.5,-123.75,2020,245,15.75
36.5,-123.125,2020,245,15.5
36.5,-122.5,2020,245,15.05
36.5,-121.875,2020,245,15.29
36.5,-121.25,2020,245,22.4
36.5,-120.625,2020,245,25.75
36.5,-120.0,2020,245,26.89
37.0,-124.375,2020,245,15.19
37.0,-123.75,2020,245,15.13
37.0,-123.125,2020,245,14.94
37.0,-122.5,2020,245,14.87
37.0,-121.875,2020,245,16.29
37.0,-121.25,2020,245,22.01
37.0,-120.625,2020,245,25.09
37.0,-120.0,2020,245,26.17
37.5,-124.375,2020,245,14.62
37.5,-123.75,2020,245,14.44
37.5,-123.125,2020,245,14.14
37.5,-122.5,2020,245,15.04
37.5,-121.875,2020,245,18.79
37.5,-121.25,2020,245,23.07
37.5,-120.625,2020,245,25.29
37.5,-120.0,2020,245,24.58
38.0,-124.375,2020,245,14.21
38.0,-123.75,2020,245,13.59
38.0,-123.125,2020,245,13.5
38.0,-122.5,2020,245,16.04
38.0,-121.875,2020,245,18.84
38.0,-121.25,2020,245,22.39
38.0,-120.625,2020,245,24.44
38.0,-120.0,2020,245,21.5
38.5,-124.375,2020,245,13.54
38.5,-123.75,2020,245,12.95
38.5,-123.125,2020,245,16.87
38.5,-122.5,2020,245,21.9
38.5,-121.875,2020,245,23.74
38.5,-121.25,2020,245,24.28
38.5,-120.625,2020,245,24.49
38.5,-120.0,2020,245,19.3
39.0,-124.375,2020,245,13.43
39.0,-123.75,2020,245,16.05
39.0,-123.125,2020,245,23.57
39.0,-122.5,2020,245,26.88
39.0,-121.875,2020,245,28.53
39.0,-121.25,2020,245,26.69
39.0,-120.625,2020,245,24.0
39.0,-120.0,2020,245,19.37
39.5,-124.375,2020,245,12.95
39.5,-123.75,2020,245,18.26
39.5,-123.125,2020,245,23.19
39.5,-122.5,2020,245,27.73
39.5,-121.875,2020,245,30.61
39.5,-121.25,2020,245,27.21
39.5,-120.625,2020,245,21.8
39.5,-120.0,2020,245,19.93
40.0,-124.375,2020,245,14.3
40.0,-123.75,2020,245,22.42
40.0,-123.125,2020,245,22.79
40.0,-122.5,2020,245,28.2
40.0,-121.875,2020,245,30.28
40.0,-121.25,2020,245,23.2
40.0,-120.625,2020,245,20.49
40.0,-120.0,2020,245,20.86
40.5,-124.375,2020,245,16.38
40.5,-123.75,2020,245,24.86
40.5,-123.125,2020,245,24.64
40.5,-122.5,2020,245,29.62
40.5,-121.875,2020,245,27.86
40.5,-121.25,2020,245,20.33
40.5,-120.625,2020,245,19.55
40.5,-120.0,2020,245,20.92
41.0,-124.375,2020,245,15.88
41.0,-123.75,2020,245,23.79
41.0,-123.125,2020,245,22.76
41.0,-122.5,2020,245,24.62
41.0,-121.875,2020,245,25.05
41.0,-121.25,2020,245,21.91
41.0,-120.625,2020,245,18.58
41.0,-120.0,2020,245,17.86
41.5,-124.375,2020,245,16.64
41.5,-123.75,2020,245,25.13
41.5,-123.125,2020,245,21.71
41.5,-122.5,2020,245,20.92
41.5,-121.875,2020,245,20.19
41.5,-121.25,2020,245,20.04
41.5,-120.625,2020,245,18.79
41.5,-120.0,2020,245,17.23
42.0,-124.375,2020,245,19.07
42.0,-123.75,2020,245,24.2
42.0,-123.125,2020,245,21.04
42.0,-122.5,2020,245,20.55
42.0,-121.875,2020,245,19.4
42.0,-121.25,2020,245,19.24
42.0,-120.625,2020,245,17.6
42.0,-120.0,2020,245,16.77
32.5,-124.375,2020,246,19.13
32.5,-123.75,2020,246,18.96
32.5,-123.125,2020,246,18.92
32.5,-122.5,2020,246,18.57
32.5,-121.875,2020,246,18.32
32.5,-121.25,2020,246,17.85
32.5,-120.625,2020,246,17.46
32.5,-120.0,2020,246,17.29
33.0,-124.375,2020,246,18.83
33.0,-123.75,2020,246,18.66
33.0,-123.125,2020,246,18.56
33.0,-122.5,2020,246,18.27
33.0,-121.875,2020,246,17.89
33.0,-121.25,2020,246,17.43
33.0,-120.625,2020,246,17.19
33.0,-120.0,2020,246,17.2
33.5,-124.375,2020,246,18.53
33.5,-123.75,2020,246,18.23
33.5,-123.125,2020,246,18.07
33.5,-122.5,2020,246,17.78
33.5,-121.875,2020,246,17.23
33.5,-121.25,2020,246,17.02
33.5,-120.625,2020,246,16.99
33.5,-120.0,2020,246,17.56
34.0,-124.375,2020,246,18.2
34.0,-123.75,2020,246,17.79
34.0,-123.125,2020,246,17.47
34.0,-122.5,2020,246,17.09
34.0,-121.875,2020,246,16.8
34.0,-121.25,2020,246,16.66
34.0,-120.625,2020,246,16.77
34.0,-120.0,2020,246,18.01
34.5,-124.375,2020,246,17.71
34.5,-123.75,2020,246,17.16
34.5,-123.125,2020,246,16.83
34.5,-122.5,2020,246,16.55
34.5,-121.875,2020,246,16.42
34.5,-121.25,2020,246,16.12
34.5,-120.625,2020,246,17.23
34.5,-120.0,2020,246,19.8
35.0,-124.375,2020,246,17.19
35.0,-123.75,2020,246,16.61
35.0,-123.125,2020,246,16.34
35.0,-122.5,2020,246,16.1
35.0,-121.875,2020,246,15.84
35.0,-121.25,2020,246,15.69
35.0,-120.625,2020,246,17.84
35.0,-120.0,2020,246,23.24
35.5,-124.375,2020,246,16.8
35.5,-123.75,2020,246,16.23
35.5,-123.125,2020,246,16.02
35.5,-122.5,2020,246,15.81
35.5,-121.875,2020,246,15.48
35.5,-121.25,2020,246,15.6
35.5,-120.625,2020,246,18.19
35.5,-120.0,2020,246,23.44
36.0,-124.375,2020,246,16.43
36.0,-123.75,2020,246,16.0
36.0,-123.125,2020,246,15.82
36.0,-122.5,2020,246,15.53
36.0,-121.875,2020,246,15.17
36.0,-121.25,2020,246,18.25
36.0,-120.625,2020,246,23.11
36.0,-120.0,2020,246,26.07
36.5,-124.375,2020,246,16.1
