LAT,LON,YEAR,DOY,WS10M
32.5,-124.375,2022,182,5.95
32.5,-123.75,2022,182,6.51
32.5,-123.125,2022,182,7.08
32.5,-122.5,2022,182,7.66
32.5,-121.875,2022,182,8.11
32.5,-121.25,2022,182,8.27
32.5,-120.625,2022,182,8.31
32.5,-120.0,2022,182,8.26
33.0,-124.375,2022,182,6.4
33.0,-123.75,2022,182,6.95
33.0,-123.125,2022,182,7.45
33.0,-122.5,2022,182,7.96
33.0,-121.875,2022,182,8.33
33.0,-121.25,2022,182,8.52
33.0,-120.625,2022,182,8.62
33.0,-120.0,2022,182,8.55
33.5,-124.375,2022,182,6.88
33.5,-123.75,2022,182,7.35
33.5,-123.125,2022,182,7.75
33.5,-122.5,2022,182,8.1
33.5,-121.875,2022,182,8.44
33.5,-121.25,2022,182,8.7
33.5,-120.625,2022,182,8.88
33.5,-120.0,2022,182,8.84
34.0,-124.375,2022,182,7.3
34.0,-123.75,2022,182,7.62
34.0,-123.125,2022,182,7.87
34.0,-122.5,2022,182,8.21
34.0,-121.875,2022,182,8.71
34.0,-121.25,2022,182,8.77
34.0,-120.625,2022,182,8.66
34.0,-120.0,2022,182,7.56
34.5,-124.375,2022,182,7.59
34.5,-123.75,2022,182,7.85
34.5,-123.125,2022,182,8.02
34.5,-122.5,2022,182,8.36
34.5,-121.875,2022,182,8.89
34.5,-121.25,2022,182,8.57
34.5,-120.625,2022,182,6.95
34.5,-120.0,2022,182,4.32
35.0,-124.375,2022,182,7.88
35.0,-123.75,2022,182,8.08
35.0,-123.125,2022,182,8.2
35.0,-122.5,2022,182,8.61
35.0,-121.875,2022,182,9.23
35.0,-121.25,2022,182,7.68
35.0,-120.625,2022,182,4.18
35.0,-120.0,2022,182,2.7
35.5,-124.375,2022,182,8.17
35.5,-123.75,2022,182,8.25
35.5,-123.125,2022,182,8.17
35.5,-122.5,2022,182,8.66
35.5,-121.875,2022,182,9.07
35.5,-121.25,2022,182,5.58
35.5,-120.625,2022,182,3.38
35.5,-120.0,2022,182,3.76
36.0,-124.375,2022,182,8.54
36.0,-123.75,2022,182,8.53
36.0,-123.125,2022,182,8.2
36.0,-122.5,2022,182,7.69
36.0,-121.875,2022,182,6.62
36.0,-121.25,2022,182,4.0
36.0,-120.625,2022,182,2.73
36.0,-120.0,2022,182,2.54
36.5,-124.375,2022,182,8.95
36.5,-123.75,2022,182,8.86
36.5,-123.125,2022,182,8.4
36.5,-122.5,2022,182,6.86
36.5,-121.875,2022,182,3.9
36.5,-121.25,2022,182,3.78
36.5,-120.625,2022,182,3.29
36.5,-120.0,2022,182,3.25
37.0,-124.375,2022,182,9.24
37.0,-123.75,2022,182,9.09
37.0,-123.125,2022,182,8.3
37.0,-122.5,2022,182,6.5
37.0,-121.875,2022,182,3.2
37.0,-121.25,2022,182,4.7
37.0,-120.625,2022,182,4.73
37.0,-120.0,2022,182,3.19
37.5,-124.375,2022,182,9.49
37.5,-123.75,2022,182,9.18
37.5,-123.125,2022,182,7.74
37.5,-122.5,2022,182,5.71
37.5,-121.875,2022,182,5.04
37.5,-121.25,2022,182,4.62
37.5,-120.625,2022,182,3.5
37.5,-120.0,2022,182,2.3
38.0,-124.375,2022,182,10.55
38.0,-123.75,2022,182,9.92
38.0,-123.125,2022,182,7.02
38.0,-122.5,2022,182,4.58
38.0,-121.875,2022,182,6.02
38.0,-121.25,2022,182,4.52
38.0,-120.625,2022,182,2.4
38.0,-120.0,2022,182,2.49
38.5,-124.375,2022,182,11.29
38.5,-123.75,2022,182,9.82
38.5,-123.125,2022,182,4.96
38.5,-122.5,2022,182,3.19
38.5,-121.875,2022,182,4.7
38.5,-121.25,2022,182,4.24
38.5,-120.625,2022,182,2.9
38.5,-120.0,2022,182,2.81
39.0,-124.375,2022,182,11.1
39.0,-123.75,2022,182,6.45
39.0,-123.125,2022,182,2.27
39.0,-122.5,2022,182,2.28
39.0,-121.875,2022,182,4.25
39.0,-121.25,2022,182,4.04
39.0,-120.625,2022,182,2.66
39.0,-120.0,2022,182,3.1
39.5,-124.375,2022,182,10.39
39.5,-123.75,2022,182,3.92
39.5,-123.125,2022,182,1.61
39.5,-122.5,2022,182,2.44
39.5,-121.875,2022,182,4.85
39.5,-121.25,2022,182,3.06
39.5,-120.625,2022,182,2.31
39.5,-120.0,2022,182,2.95
40.0,-124.375,2022,182,8.82
40.0,-123.75,2022,182,2.76
40.0,-123.125,2022,182,1.51
40.0,-122.5,2022,182,3.1
40.0,-121.875,2022,182,4.56
40.0,-121.25,2022,182,2.12
40.0,-120.625,2022,182,2.06
40.0,-120.0,2022,182,2.7
40.5,-124.375,2022,182,7.31
40.5,-123.75,2022,182,2.23
40.5,-123.125,2022,182,1.45
40.5,-122.5,2022,182,2.28
40.5,-121.875,2022,182,3.35
40.5,-121.25,2022,182,2.07
40.5,-120.625,2022,182,2.54
40.5,-120.0,2022,182,3.02
41.0,-124.375,2022,182,7.34
41.0,-123.75,2022,182,1.68
41.0,-123.125,2022,182,1.58
41.0,-122.5,2022,182,1.87
41.0,-121.875,2022,182,2.36
41.0,-121.25,2022,182,3.03
41.0,-120.625,2022,182,2.99
41.0,-120.0,2022,182,3.32
41.5,-124.375,2022,182,7.16
41.5,-123.75,2022,182,1.87
41.5,-123.125,2022,182,1.73
41.5,-122.5,2022,182,1.9
41.5,-121.875,2022,182,2.31
41.5,-121.25,2022,182,2.93
41.5,-120.625,2022,182,3.27
41.5,-120.0,2022,182,3.19
42.0,-124.375,2022,182,4.9
42.0,-123.75,2022,182,1.77
42.0,-123.125,2022,182,1.68
42.0,-122.5,2022,182,1.78
42.0,-121.875,2022,182,2.52
42.0,-121.25,2022,182,3.14
42.0,-120.625,2022,182,2.97
42.0,-120.0,2022,182,3.09
32.5,-124.375,2022,183,6.8
32.5,-123.75,2022,183,7.45
32.5,-123.125,2022,183,8.06
32.5,-122.5,2022,183,8.65
32.5,-121.875,2022,183,9.12
32.5,-121.25,2022,183,9.22
32.5,-120.625,2022,183,9.18
32.5,-120.0,2022,183,9.29
33.0,-124.375,2022,183,7.26
33.0,-123.75,2022,183,7.88
33.0,-123.125,2022,183,8.4
33.0,-122.5,2022,183,8.94
33.0,-121.875,2022,183,9.33
33.0,-121.25,2022,183,9.47
33.0,-120.625,2022,183,9.46
33.0,-120.0,2022,183,9.57
33.5,-124.375,2022,183,7.78
33.5,-123.75,2022,183,8.28
33.5,-123.125,2022,183,8.62
33.5,-122.5,2022,183,8.97
33.5,-121.875,2022,183,9.32
33.5,-121.25,2022,183,9.62
33.5,-120.625,2022,183,9.82
33.5,-120.0,2022,183,10.14
34.0,-124.375,2022,183,8.22
34.0,-123.75,2022,183,8.54
34.0,-123.125,2022,183,8.66
34.0,-122.5,2022,183,8.91
34.0,-121.875,2022,183,9.52
34.0,-121.25,2022,183,9.63
34.0,-120.625,2022,183,9.83
34.0,-120.0,2022,183,9.08
34.5,-124.375,2022,183,8.46
34.5,-123.75,2022,183,8.72
34.5,-123.125,2022,183,8.68
34.5,-122.5,2022,183,8.88
34.5,-121.875,2022,183,9.58
34.5,-121.25,2022,183,9.31
34.5,-120.625,2022,183,8.19
34.5,-120.0,2022,183,5.68
35.0,-124.375,2022,183,8.6
35.0,-123.75,2022,183,8.76
35.0,-123.125,2022,183,8.58
35.0,-122.5,2022,183,8.84
35.0,-121.875,2022,183,9.66
35.0,-121.25,2022,183,8.42
35.0,-120.625,2022,183,5.29
35.0,-120.0,2022,183,3.68
35.5,-124.375,2022,183,8.68
35.5,-123.75,2022,183,8.67
35.5,-123.125,2022,183,8.2
35.5,-122.5,2022,183,8.57
35.5,-121.875,2022,183,9.3
35.5,-121.25,2022,183,6.68
35.5,-120.625,2022,183,4.74
35.5,-120.0,2022,183,4.82
36.0,-124.375,2022,183,8.8
36.0,-123.75,2022,183,8.73
36.0,-123.125,2022,183,8.16
36.0,-122.5,2022,183,7.53
36.0,-121.875,2022,183,7.01
36.0,-121.25,2022,183,5.29
36.0,-120.625,2022,183,3.28
36.0,-120.0,2022,183,2.95
36.5,-124.375,2022,183,8.91
36.5,-123.75,2022,183,8.84
36.5,-123.125,2022,183,8.17
36.5,-122.5,2022,183,6.96
36.5,-121.875,2022,183,4.66
36.5,-121.25,2022,183,5.12
36.5,-120.625,2022,183,4.22
36.5,-120.0,2022,183,3.87
37.0,-124.375,2022,183,8.78
37.0,-123.75,2022,183,8.61
37.0,-123.125,2022,183,8.0
37.0,-122.5,2022,183,7.1
37.0,-121.875,2022,183,3.86
37.0,-121.25,2022,183,5.86
37.0,-120.625,2022,183,5.81
37.0,-120.0,2022,183,4.25
37.5,-124.375,2022,183,8.3
37.5,-123.75,2022,183,8.33
37.5,-123.125,2022,183,7.78
37.5,-122.5,2022,183,6.9
37.5,-121.875,2022,183,6.05
37.5,-121.25,2022,183,5.82
37.5,-120.625,2022,183,4.68
37.5,-120.0,2022,183,2.46
38.0,-124.375,2022,183,9.35
38.0,-123.75,2022,183,9.36
38.0,-123.125,2022,183,7.9
38.0,-122.5,2022,183,5.81
38.0,-121.875,2022,183,7.02
38.0,-121.25,2022,183,5.36
38.0,-120.625,2022,183,3.02
38.0,-120.0,2022,183,2.67
38.5,-124.375,2022,183,9.72
38.5,-123.75,2022,183,9.37
38.5,-123.125,2022,183,6.02
38.5,-122.5,2022,183,4.19
38.5,-121.875,2022,183,5.48
38.5,-121.25,2022,183,5.19
38.5,-120.625,2022,183,3.26
38.5,-120.0,2022,183,3.14
39.0,-124.375,2022,183,9.31
39.0,-123.75,2022,183,5.93
39.0,-123.125,2022,183,3.06
39.0,-122.5,2022,183,2.47
39.0,-121.875,2022,183,4.63
39.0,-121.25,2022,183,4.87
39.0,-120.625,2022,183,2.92
39.0,-120.0,2022,183,3.58
39.5,-124.375,2022,183,8.69
39.5,-123.75,2022,183,3.73
39.5,-123.125,2022,183,1.95
39.5,-122.5,2022,183,2.56
39.5,-121.875,2022,183,5.29
39.5,-121.25,2022,183,3.58
39.5,-120.625,2022,183,2.63
39.5,-120.0,2022,183,3.46
40.0,-124.375,2022,183,7.09
40.0,-123.75,2022,183,2.54
40.0,-123.125,2022,183,1.66
40.0,-122.5,2022,183,3.32
40.0,-121.875,2022,183,5.03
40.0,-121.25,2022,183,2.54
40.0,-120.625,2022,183,2.61
40.0,-120.0,2022,183,3.44
40.5,-124.375,2022,183,5.94
40.5,-123.75,2022,183,1.95
