date,lat,lon,confidence
2023-07-11,33.36959,-117.41734,66
2023-07-11,33.36931,-117.42236,66
2023-07-11,33.37517,-117.42348,66
2023-07-11,33.38157,-117.41506,66
2023-07-11,33.367,-117.42125,66
2023-07-11,33.37287,-117.42221,66
2023-07-11,33.37923,-117.41359,66
2023-07-11,33.38507,-117.41542,66
2023-07-11,33.75098,-117.34194,66
2023-07-11,33.75072,-117.34701,66
2023-07-11,33.75665,-117.34749,66
2023-07-11,33.82912,-117.26527,66
2023-07-11,35.30085,-118.6918,66
2023-07-11,36.88199,-119.21419,90
2023-07-11,37.76077,-119.55894,66
2023-07-11,37.76052,-119.56328,66
2023-07-11,37.76607,-119.56163,66
2023-07-11,37.76173,-119.56122,90
2023-07-11,37.76152,-119.56522,90
2023-07-11,39.28518,-121.60074,66
2023-07-11,39.65764,-121.884,66
2023-07-11,39.72914,-122.05092,66
2023-07-11,39.72755,-122.05183,66
2023-07-11,39.82576,-122.04212,66
2023-07-11,39.82839,-122.04414,66
2023-07-12,40.73516,-122.32377,66
2023-07-12,38.73333,-120.80277,66
2023-07-12,38.30184,-122.75003,66
2023-07-12,37.76475,-119.56231,66
2023-07-12,37.76212,-119.5677,66
2023-07-12,37.76128,-119.56301,66
2023-07-12,37.75863,-119.56827,66
2023-07-12,38.16158,-122.56599,66
2023-07-12,38.07018,-122.13702,66
2023-07-12,37.88372,-121.18724,66
2023-07-12,38.0153,-122.11482,66
2023-07-12,38.01461,-122.11047,66
2023-07-12,37.75486,-121.66134,66
2023-07-12,37.45506,-121.93218,66
2023-07-12,36.87922,-119.21698,66
2023-07-12,37.1856,-121.68113,66
2023-07-12,37.21148,-121.90035,66
2023-07-12,35.57982,-119.64859,66
2023-07-12,34.62055,-117.10082,66
2023-07-12,34.60702,-117.33809,66
2023-07-12,34.81863,-118.75083,66
2023-07-12,34.35262,-116.85369,66
2023-07-12,34.52331,-118.58822,66
2023-07-12,34.52397,-118.58917,66
2023-07-12,34.42842,-118.64481,66
2023-07-12,34.42944,-118.64551,66
2023-07-12,34.14311,-117.42728,66
2023-07-12,34.33386,-118.52254,66
2023-07-12,34.32262,-118.52598,66
2023-07-12,34.32027,-118.51429,66
2023-07-12,34.29102,-118.8017,66
2023-07-12,34.1535,-118.195,66
2023-07-12,33.79344,-117.47746,66
2023-07-12,33.85214,-118.33286,66
2023-07-12,33.7159,-117.71148,66
2023-07-12,33.61232,-117.82355,66
2023-07-12,33.43643,-117.40853,66
2023-07-12,33.43242,-117.40984,66
2023-07-12,33.43675,-117.43028,66
2023-07-12,33.43152,-117.40562,66
2023-07-12,32.8561,-117.14717,66
2023-07-12,32.59861,-117.01238,66
2023-07-12,35.57519,-115.48164,66
2023-07-12,35.5587,-115.47138,66
2023-07-12,35.57565,-115.48431,66
2023-07-12,33.4273,-117.41074,66
2023-07-12,33.4367,-117.40677,66
2023-07-12,34.17724,-117.32814,66
2023-07-12,35.93769,-121.15067,66
2023-07-12,35.93707,-121.15623,66
2023-07-12,35.94582,-121.14642,66
2023-07-12,37.76283,-119.56122,66
2023-07-12,37.7624,-119.56559,66
2023-07-12,37.7632,-119.56464,90
2023-07-12,37.76361,-119.56018,66
2023-07-12,37.7727,-119.55313,66
2023-07-12,37.77731,-119.54888,66
2023-07-12,37.77683,-119.55415,66
2023-07-12,37.78145,-119.54978,66
2023-07-12,37.78098,-119.55491,66
2023-07-12,37.78517,-119.55526,66
2023-07-12,39.2866,-121.6025,66
2023-07-12,39.72785,-122.05368,66
2023-07-12,39.7924,-121.95151,66
2023-07-12,39.83208,-121.97689,66
2023-07-12,39.82495,-122.04208,66
2023-07-13,38.31472,-121.83295,66
2023-07-13,37.78521,-119.55823,66
2023-07-13,37.78121,-119.55439,66
2023-07-13,37.77786,-119.55515,66
2023-07-13,37.77451,-119.55595,66
2023-07-13,37.77117,-119.55679,66
2023-07-13,37.77181,-119.56137,66
2023-07-13,37.76783,-119.55766,66
2023-07-13,37.76847,-119.56222,66
2023-07-13,37.76513,-119.56308,66
2023-07-13,37.76244,-119.56858,66
2023-07-13,37.7618,-119.564,66
2023-07-13,38.07087,-122.14046,66
2023-07-13,38.01472,-122.11192,66
2023-07-13,37.88369,-121.18668,66
2023-07-13,37.49555,-120.62852,66
2023-07-13,37.45623,-121.93405,66
2023-07-13,37.21157,-121.90215,66
2023-07-13,37.18446,-121.67997,66
2023-07-13,35.03061,-118.31759,66
2023-07-13,34.62299,-117.10057,66
2023-07-13,34.60733,-117.33566,66
2023-07-13,34.35572,-116.85374,66
2023-07-13,34.43079,-118.64623,66
2023-07-13,34.33659,-118.52081,66
2023-07-13,34.32409,-118.52803,66
2023-07-13,34.14409,-117.42741,66
2023-07-13,34.14076,-117.42821,66
2023-07-13,34.24289,-118.38323,66
2023-07-13,34.29226,-118.80148,66
2023-07-13,34.15424,-118.19122,66
2023-07-13,33.95497,-117.12064,66
2023-07-13,34.03509,-118.1049,66
2023-07-13,33.794,-117.47596,66
2023-07-13,33.90627,-118.40482,66
2023-07-13,33.85466,-118.33333,66
2023-07-13,33.85136,-118.33409,66
2023-07-13,33.81939,-118.24258,66
2023-07-13,33.71473,-117.71255,66
2023-07-13,33.77774,-118.2394,66
2023-07-13,33.79265,-118.35211,66
2023-07-13,33.61374,-117.82296,66
2023-07-13,33.402,-117.45957,66
2023-07-13,33.3736,-117.40246,66
2023-07-13,32.85914,-117.14951,66
2023-07-13,32.59962,-117.01389,66
2023-07-13,33.39714,-117.46365,66
2023-07-13,37.31527,-121.70606,66
2023-07-13,37.76316,-119.5632,66
2023-07-13,37.76257,-119.56763,66
2023-07-13,37.76712,-119.55956,66
2023-07-13,37.7711,-119.55589,66
2023-07-13,37.77447,-119.55669,66
2023-07-13,37.77846,-119.55291,66
2023-07-13,37.78184,-119.55361,66
2023-07-13,37.78123,-119.55812,66
2023-07-13,37.78461,-119.55883,66
2023-07-13,37.784,-119.56334,66
2023-07-13,39.01739,-121.82183,66
2023-07-13,39.28767,-121.60115,66
2023-07-13,39.37102,-121.99711,66
2023-07-13,39.72827,-122.05425,90
2023-07-14,37.78479,-119.55875,66
2023-07-14,37.78526,-119.56346,66
2023-07-14,37.7812,-119.56448,66
2023-07-14,37.77714,-119.56544,66
2023-07-14,37.77615,-119.55541,66
2023-07-14,37.77256,-119.56123,66
2023-07-14,37.76851,-119.56227,66
2023-07-14,37.76447,-119.56346,66
2023-07-14,37.76095,-119.57,66
2023-07-14,37.88465,-121.18664,66
2023-07-14,37.88285,-121.18784,66
2023-07-14,37.45657,-121.93415,66
2023-07-14,35.05356,-118.17196,66
2023-07-14,35.04987,-118.17265,66
2023-07-14,34.62259,-117.10224,66
2023-07-14,34.60947,-117.33694,66
2023-07-14,34.60593,-117.33768,66
2023-07-14,34.43091,-118.64491,66
2023-07-14,34.4308,-118.64623,66
2023-07-14,34.3354,-118.51817,66
2023-07-14,34.31927,-118.51035,66
2023-07-14,34.14099,-117.42693,66
2023-07-14,34.2421,-118.38007,66
2023-07-14,34.15313,-118.19552,66
2023-07-14,34.04,-117.82417,66
2023-07-14,34.03437,-118.10443,66
2023-07-14,33.87615,-116.99968,66
2023-07-14,33.79479,-117.47442,66
