LAT,LON,WS10M,DATE
35.0,-118.125,5.38,2021-09-27
35.0,-117.5,5.72,2021-09-27
35.0,-116.875,5.06,2021-09-27
35.0,-116.25,2.66,2021-09-27
35.0,-115.625,3.58,2021-09-27
35.0,-115.0,3.48,2021-09-27
35.0,-114.375,3.39,2021-09-27
35.5,-119.375,2.16,2021-09-27
35.5,-118.75,1.92,2021-09-27
35.5,-118.125,5.23,2021-09-27
35.5,-117.5,3.62,2021-09-27
35.5,-116.875,4.57,2021-09-27
35.5,-116.25,3.57,2021-09-27
35.5,-115.625,4.23,2021-09-27
35.5,-115.0,4.72,2021-09-27
35.5,-114.375,4.07,2021-09-27
36.0,-119.375,1.65,2021-09-27
36.0,-118.75,2.18,2021-09-27
36.0,-118.125,3.07,2021-09-27
36.0,-117.5,2.17,2021-09-27
36.0,-116.875,2.87,2021-09-27
36.0,-116.25,3.64,2021-09-27
36.0,-115.625,3.35,2021-09-27
36.0,-115.0,3.39,2021-09-27
36.0,-114.375,4.21,2021-09-27
36.5,-119.375,1.41,2021-09-27
36.5,-118.75,1.91,2021-09-27
36.5,-118.125,2.82,2021-09-27
36.5,-117.5,1.83,2021-09-27
36.5,-116.875,2.82,2021-09-27
36.5,-116.25,3.58,2021-09-27
36.5,-115.625,2.76,2021-09-27
36.5,-115.0,2.59,2021-09-27
36.5,-114.375,3.76,2021-09-27
37.0,-119.375,1.87,2021-09-27
37.0,-118.75,3.13,2021-09-27
37.0,-118.125,2.31,2021-09-27
37.0,-117.5,2.01,2021-09-27
37.0,-116.875,3.07,2021-09-27
37.0,-116.25,3.51,2021-09-27
37.0,-115.625,2.79,2021-09-27
37.0,-115.0,2.77,2021-09-27
37.0,-114.375,2.85,2021-09-27
37.5,-119.375,2.13,2021-09-27
37.5,-118.75,4.14,2021-09-27
37.5,-118.125,2.06,2021-09-27
37.5,-117.5,2.35,2021-09-27
37.5,-116.875,3.34,2021-09-27
37.5,-116.25,3.56,2021-09-27
37.5,-115.625,3.2,2021-09-27
37.5,-115.0,3.18,2021-09-27
37.5,-114.375,3.13,2021-09-27
38.0,-119.375,3.65,2021-09-27
38.0,-118.75,4.4,2021-09-27
38.0,-118.125,2.19,2021-09-27
38.0,-117.5,2.15,2021-09-27
38.0,-116.875,2.91,2021-09-27
38.0,-116.25,3.47,2021-09-27
38.0,-115.625,3.2,2021-09-27
38.0,-115.0,3.22,2021-09-27
38.0,-114.375,3.2,2021-09-27
38.5,-119.375,4.42,2021-09-27
38.5,-118.75,3.0,2021-09-27
38.5,-118.125,2.03,2021-09-27
38.5,-117.5,2.27,2021-09-27
38.5,-116.875,2.82,2021-09-27
38.5,-116.25,3.47,2021-09-27
38.5,-115.625,2.99,2021-09-27
38.5,-115.0,3.1,2021-09-27
38.5,-114.375,3.37,2021-09-27
39.0,-119.375,4.4,2021-09-27
39.0,-118.75,2.29,2021-09-27
39.0,-118.125,2.09,2021-09-27
39.0,-117.5,2.41,2021-09-27
39.0,-116.875,2.73,2021-09-27
39.0,-116.25,2.93,2021-09-27
39.0,-115.625,2.3,2021-09-27
39.0,-115.0,2.41,2021-09-27
39.0,-114.375,2.59,2021-09-27
39.5,-119.375,3.86,2021-09-27
39.5,-118.75,2.84,2021-09-27
39.5,-118.125,2.0,2021-09-27
39.5,-117.5,2.34,2021-09-27
39.5,-116.875,2.62,2021-09-27
39.5,-116.25,2.67,2021-09-27
39.5,-115.625,2.5,2021-09-27
39.5,-115.0,2.19,2021-09-27
39.5,-114.375,1.76,2021-09-27
40.0,-119.375,3.52,2021-09-27
40.0,-118.75,2.94,2021-09-27
40.0,-118.125,2.17,2021-09-27
40.0,-117.5,2.31,2021-09-27
40.0,-116.875,2.71,2021-09-27
40.0,-116.25,2.38,2021-09-27
40.0,-115.625,2.16,2021-09-27
40.0,-115.0,2.14,2021-09-27
40.0,-114.375,1.24,2021-09-27
40.5,-119.375,4.14,2021-09-27
40.5,-118.75,3.66,2021-09-27
40.5,-118.125,3.01,2021-09-27
40.5,-117.5,2.95,2021-09-27
40.5,-116.875,2.78,2021-09-27
40.5,-116.25,2.56,2021-09-27
40.5,-115.625,2.33,2021-09-27
40.5,-115.0,2.26,2021-09-27
40.5,-114.375,1.62,2021-09-27
41.0,-119.375,4.54,2021-09-27
41.0,-118.75,4.01,2021-09-27
41.0,-118.125,3.82,2021-09-27
41.0,-117.5,3.52,2021-09-27
41.0,-116.875,3.03,2021-09-27
41.0,-116.25,3.11,2021-09-27
41.0,-115.625,2.98,2021-09-27
41.0,-115.0,2.88,2021-09-27
41.0,-114.375,2.57,2021-09-27
41.5,-119.375,4.64,2021-09-27
41.5,-118.75,3.72,2021-09-27
41.5,-118.125,3.6,2021-09-27
41.5,-117.5,3.85,2021-09-27
41.5,-116.875,4.13,2021-09-27
41.5,-116.25,4.05,2021-09-27
41.5,-115.625,3.76,2021-09-27
41.5,-115.0,3.61,2021-09-27
41.5,-114.375,3.27,2021-09-27
42.0,-119.375,5.32,2021-09-27
42.0,-118.75,4.17,2021-09-27
42.0,-118.125,4.2,2021-09-27
42.0,-117.5,4.49,2021-09-27
42.0,-116.875,4.67,2021-09-27
42.0,-116.25,4.87,2021-09-27
42.0,-115.625,4.91,2021-09-27
42.0,-115.0,4.23,2021-09-27
42.0,-114.375,3.5,2021-09-27
32.5,-124.375,3.93,2021-09-27
32.5,-123.75,4.68,2021-09-27
32.5,-123.125,5.42,2021-09-27
32.5,-122.5,6.02,2021-09-27
32.5,-121.875,6.4,2021-09-27
32.5,-121.25,6.37,2021-09-27
32.5,-120.625,5.99,2021-09-27
32.5,-120.0,5.28,2021-09-27
33.0,-124.375,4.19,2021-09-27
33.0,-123.75,4.92,2021-09-27
33.0,-123.125,5.67,2021-09-27
33.0,-122.5,6.29,2021-09-27
33.0,-121.875,6.65,2021-09-27
33.0,-121.25,6.55,2021-09-27
33.0,-120.625,6.01,2021-09-27
33.0,-120.0,5.0,2021-09-27
33.5,-124.375,4.32,2021-09-27
33.5,-123.75,5.02,2021-09-27
33.5,-123.125,5.79,2021-09-27
33.5,-122.5,6.38,2021-09-27
33.5,-121.875,6.71,2021-09-27
33.5,-121.25,6.6,2021-09-27
33.5,-120.625,6.09,2021-09-27
33.5,-120.0,5.18,2021-09-27
34.0,-124.375,4.26,2021-09-27
34.0,-123.75,4.94,2021-09-27
34.0,-123.125,5.72,2021-09-27
34.0,-122.5,6.35,2021-09-27
34.0,-121.875,6.72,2021-09-27
34.0,-121.25,6.6,2021-09-27
34.0,-120.625,6.18,2021-09-27
34.0,-120.0,4.68,2021-09-27
34.5,-124.375,4.2,2021-09-27
34.5,-123.75,4.8,2021-09-27
34.5,-123.125,5.56,2021-09-27
34.5,-122.5,6.2,2021-09-27
34.5,-121.875,6.69,2021-09-27
34.5,-121.25,6.18,2021-09-27
34.5,-120.625,5.08,2021-09-27
34.5,-120.0,2.75,2021-09-27
35.0,-124.375,4.28,2021-09-27
35.0,-123.75,4.73,2021-09-27
35.0,-123.125,5.37,2021-09-27
35.0,-122.5,6.13,2021-09-27
35.0,-121.875,6.92,2021-09-27
35.0,-121.25,4.98,2021-09-27
35.0,-120.625,2.6,2021-09-27
35.0,-120.0,1.64,2021-09-27
35.5,-124.375,4.28,2021-09-27
35.5,-123.75,4.54,2021-09-27
35.5,-123.125,5.02,2021-09-27
35.5,-122.5,5.97,2021-09-27
35.5,-121.875,6.62,2021-09-27
35.5,-121.25,3.38,2021-09-27
35.5,-120.625,2.15,2021-09-27
35.5,-120.0,2.85,2021-09-27
36.0,-124.375,4.18,2021-09-27
36.0,-123.75,4.3,2021-09-27
36.0,-123.125,4.5,2021-09-27
36.0,-122.5,5.07,2021-09-27
36.0,-121.875,5.14,2021-09-27
36.0,-121.25,3.32,2021-09-27
36.0,-120.625,2.23,2021-09-27
36.0,-120.0,2.87,2021-09-27
36.5,-124.375,4.28,2021-09-27
36.5,-123.75,4.08,2021-09-27
36.5,-123.125,3.89,2021-09-27
36.5,-122.5,4.27,2021-09-27
36.5,-121.875,3.37,2021-09-27
36.5,-121.25,3.11,2021-09-27
36.5,-120.625,3.53,2021-09-27
36.5,-120.0,3.32,2021-09-27
37.0,-124.375,4.56,2021-09-27
37.0,-123.75,4.21,2021-09-27
37.0,-123.125,3.84,2021-09-27
37.0,-122.5,3.81,2021-09-27
37.0,-121.875,2.67,2021-09-27
37.0,-121.25,3.75,2021-09-27
37.0,-120.625,4.36,2021-09-27
37.0,-120.0,2.94,2021-09-27
37.5,-124.375,4.91,2021-09-27
37.5,-123.75,4.72,2021-09-27
37.5,-123.125,4.37,2021-09-27
37.5,-122.5,4.0,2021-09-27
37.5,-121.875,3.65,2021-09-27
37.5,-121.25,4.0,2021-09-27
37.5,-120.625,3.46,2021-09-27
37.5,-120.0,1.96,2021-09-27
38.0,-124.375,5.25,2021-09-27
38.0,-123.75,4.85,2021-09-27
38.0,-123.125,4.54,2021-09-27
38.0,-122.5,4.35,2021-09-27
38.0,-121.875,4.9,2021-09-27
38.0,-121.25,3.81,2021-09-27
38.0,-120.625,1.97,2021-09-27
38.0,-120.0,2.21,2021-09-27
38.5,-124.375,4.64,2021-09-27
38.5,-123.75,4.21,2021-09-27
38.5,-123.125,3.55,2021-09-27
38.5,-122.5,4.35,2021-09-27
38.5,-121.875,4.85,2021-09-27
38.5,-121.25,3.46,2021-09-27
38.5,-120.625,2.57,2021-09-27
38.5,-120.0,3.13,2021-09-27
39.0,-124.375,3.83,2021-09-27
39.0,-123.75,2.46,2021-09-27
39.0,-123.125,2.56,2021-09-27
39.0,-122.5,4.49,2021-09-27
39.0,-121.875,4.34,2021-09-27
39.0,-121.25,4.22,2021-09-27
39.0,-120.625,2.56,2021-09-27
39.0,-120.0,4.28,2021-09-27
39.5,-124.375,3.35,2021-09-27
39.5,-123.75,1.79,2021-09-27
39.5,-123.125,2.19,2021-09-27
39.5,-122.5,3.54,2021-09-27
39.5,-121.875,5.08,2021-09-27
39.5,-121.25,3.66,2021-09-27
39.5,-120.625,2.71,2021-09-27
39.5,-120.0,4.09,2021-09-27
40.0,-124.375,3.57,2021-09-27
40.0,-123.75,1.82,2021-09-27
40.0,-123.125,1.95,2021-09-27
40.0,-122.5,2.39,2021-09-27
40.0,-121.875,5.66,2021-09-27
40.0,-121.25,2.7,2021-09-27
40.0,-120.625,3.06,2021-09-27
40.0,-120.0,3.86,2021-09-27
40.5,-124.375,4.72,2021-09-27
40.5,-123.75,1.88,2021-09-27
40.5,-123.125,2.02,2021-09-27
40.5,-122.5,2.12,2021-09-27
40.5,-121.875,3.55,2021-09-27
40.5,-121.25,2.97,2021-09-27
40.5,-120.625,3.64,2021-09-27
40.5,-120.0,4.33,2021-09-27
41.0,-124.375,5.09,2021-09-27
41.0,-123.75,2.04,2021-09-27
41.0,-123.125,1.97,2021-09-27
41.0,-122.5,1.94,2021-09-27
41.0,-121.875,2.68,2021-09-27
41.0,-121.25,4.4,2021-09-27
41.0,-120.625,4.23,2021-09-27
41.0,-120.0,4.54,2021-09-27
41.5,-124.375,5.86,2021-09-27
41.5,-123.75,2.46,2021-09-27
41.5,-123.125,2.33,2021-09-27
41.5,-122.5,2.9,2021-09-27
41.5,-121.875,3.16,2021-09-27
41.5,-121.25,4.57,2021-09-27
41.5,-120.625,4.94,2021-09-27
41.5,-120.0,4.6,2021-09-27
42.0,-124.375,5.38,2021-09-27
42.0,-123.75,2.84,2021-09-27
42.0,-123.125,2.53,2021-09-27
42.0,-122.5,2.33,2021-09-27
42.0,-121.875,3.72,2021-09-27
42.0,-121.25,4.81,2021-09-27
42.0,-120.625,4.88,2021-09-27
42.0,-120.0,5.15,2021-09-27
32.5,-119.375,7.74,2021-09-28
32.5,-118.75,5.33,2021-09-28
32.5,-118.125,2.92,2021-09-28
32.5,-117.5,2.16,2021-09-28
32.5,-116.875,3.01,2021-09-28
32.5,-116.25,6.6,2021-09-28
32.5,-115.625,4.54,2021-09-28
32.5,-115.0,2.02,2021-09-28
32.5,-114.375,3.0,2021-09-28
33.0,-119.375,7.08,2021-09-28
33.0,-118.75,4.24,2021-09-28
33.0,-118.125,2.36,2021-09-28
33.0,-117.5,2.11,2021-09-28
33.0,-116.875,4.29,2021-09-28
33.0,-116.25,7.97,2021-09-28
33.0,-115.625,6.31,2021-09-28
33.0,-115.0,4.08,2021-09-28
33.0,-114.375,3.5,2021-09-28
33.5,-119.375,6.24,2021-09-28
33.5,-118.75,3.44,2021-09-28
33.5,-118.125,2.94,2021-09-28
33.5,-117.5,3.1,2021-09-28
33.5,-116.875,3.47,2021-09-28
33.5,-116.25,5.3,2021-09-28
33.5,-115.625,4.49,2021-09-28
33.5,-115.0,5.51,2021-09-28
33.5,-114.375,4.77,2021-09-28
34.0,-119.375,3.58,2021-09-28
34.0,-118.75,2.78,2021-09-28
34.0,-118.125,2.8,2021-09-28
34.0,-117.5,3.2,2021-09-28
34.0,-116.875,4.32,2021-09-28
34.0,-116.25,4.45,2021-09-28
34.0,-115.625,2.95,2021-09-28
34.0,-115.0,3.99,2021-09-28
34.0,-114.375,4.95,2021-09-28
34.5,-119.375,2.64,2021-09-28
34.5,-118.75,3.15,2021-09-28
34.5,-118.125,3.93,2021-09-28
34.5,-117.5,5.41,2021-09-28
34.5,-116.875,6.97,2021-09-28
34.5,-116.25,6.1,2021-09-28
34.5,-115.625,2.9,2021-09-28
34.5,-115.0,3.72,2021-09-28
34.5,-114.375,4.61,2021-09-28
35.0,-119.375,3.85,2021-09-28
35.0,-118.75,4.88,2021-09-28
35.0,-118.125,7.22,2021-09-28
35.0,-117.5,8.45,2021-09-28
35.0,-116.875,9.17,2021-09-28
35.0,-116.25,6.64,2021-09-28
35.0,-115.625,3.88,2021-09-28
35.0,-115.0,5.02,2021-09-28
35.0,-114.375,5.21,2021-09-28
35.5,-119.375,3.45,2021-09-28
35.5,-118.75,3.04,2021-09-28
35.5,-118.125,8.21,2021-09-28
35.5,-117.5,6.6,2021-09-28
35.5,-116.875,7.82,2021-09-28
35.5,-116.25,6.36,2021-09-28
35.5,-115.625,6.05,2021-09-28
35.5,-115.0,6.69,2021-09-28
35.5,-114.375,6.14,2021-09-28
36.0,-119.375,2.8,2021-09-28
36.0,-118.75,2.78,2021-09-28
36.0,-118.125,4.58,2021-09-28
36.0,-117.5,3.47,2021-09-28
36.0,-116.875,2.52,2021-09-28
36.0,-116.25,4.28,2021-09-28
36.0,-115.625,4.8,2021-09-28
36.0,-115.0,5.19,2021-09-28
36.0,-114.375,5.66,2021-09-28
36.5,-119.375,2.89,2021-09-28
36.5,-118.75,2.07,2021-09-28
36.5,-118.125,3.75,2021-09-28
36.5,-117.5,2.85,2021-09-28
36.5,-116.875,2.52,2021-09-28
36.5,-116.25,3.44,2021-09-28
36.5,-115.625,3.67,2021-09-28
36.5,-115.0,3.43,2021-09-28
36.5,-114.375,5.1,2021-09-28
37.0,-119.375,2.36,2021-09-28
37.0,-118.75,3.03,2021-09-28
37.0,-118.125,3.56,2021-09-28
37.0,-117.5,3.81,2021-09-28
37.0,-116.875,3.95,2021-09-28
37.0,-116.25,2.95,2021-09-28
37.0,-115.625,2.65,2021-09-28
37.0,-115.0,3.38,2021-09-28
37.0,-114.375,4.13,2021-09-28
37.5,-119.375,1.7,2021-09-28
37.5,-118.75,4.18,2021-09-28
37.5,-118.125,3.68,2021-09-28
37.5,-117.5,4.79,2021-09-28
37.5,-116.875,4.85,2021-09-28
37.5,-116.25,3.79,2021-09-28
37.5,-115.625,2.75,2021-09-28
37.5,-115.0,3.36,2021-09-28
37.5,-114.375,4.39,2021-09-28
38.0,-119.375,2.86,2021-09-28
38.0,-118.75,5.33,2021-09-28
38.0,-118.125,4.26,2021-09-28
38.0,-117.5,5.12,2021-09-28
38.0,-116.875,4.69,2021-09-28
38.0,-116.25,3.5,2021-09-28
38.0,-115.625,4.12,2021-09-28
38.0,-115.0,2.66,2021-09-28
38.0,-114.375,4.32,2021-09-28
38.5,-119.375,4.62,2021-09-28
38.5,-118.75,4.07,2021-09-28
38.5,-118.125,4.63,2021-09-28
38.5,-117.5,4.7,2021-09-28
38.5,-116.875,4.24,2021-09-28
38.5,-116.25,3.83,2021-09-28
38.5,-115.625,4.4,2021-09-28
38.5,-115.0,3.82,2021-09-28
38.5,-114.375,3.28,2021-09-28
39.0,-119.375,4.9,2021-09-28
39.0,-118.75,4.21,2021-09-28
39.0,-118.125,4.5,2021-09-28
39.0,-117.5,4.1,2021-09-28
39.0,-116.875,4.06,2021-09-28
39.0,-116.25,4.72,2021-09-28
39.0,-115.625,4.95,2021-09-28
39.0,-115.0,4.38,2021-09-28
39.0,-114.375,3.94,2021-09-28
39.5,-119.375,5.41,2021-09-28
39.5,-118.75,5.11,2021-09-28
39.5,-118.125,4.31,2021-09-28
39.5,-117.5,4.3,2021-09-28
39.5,-116.875,4.51,2021-09-28
39.5,-116.25,4.83,2021-09-28
39.5,-115.625,4.78,2021-09-28
39.5,-115.0,4.6,2021-09-28
39.5,-114.375,4.29,2021-09-28
40.0,-119.375,5.37,2021-09-28
40.0,-118.75,5.29,2021-09-28
40.0,-118.125,4.25,2021-09-28
40.0,-117.5,4.11,2021-09-28
40.0,-116.875,4.78,2021-09-28
40.0,-116.25,5.07,2021-09-28
40.0,-115.625,4.71,2021-09-28
40.0,-115.0,5.07,2021-09-28
40.0,-114.375,5.01,2021-09-28
40.5,-119.375,4.93,2021-09-28
40.5,-118.75,5.44,2021-09-28
40.5,-118.125,4.61,2021-09-28
40.5,-117.5,4.61,2021-09-28
40.5,-116.875,4.67,2021-09-28
40.5,-116.25,5.01,2021-09-28
40.5,-115.625,4.86,2021-09-28
40.5,-115.0,5.47,2021-09-28
40.5,-114.375,5.67,2021-09-28
41.0,-119.375,5.28,2021-09-28
41.0,-118.75,4.85,2021-09-28
41.0,-118.125,4.66,2021-09-28
41.0,-117.5,4.66,2021-09-28
41.0,-116.875,4.85,2021-09-28
41.0,-116.25,5.34,2021-09-28
41.0,-115.625,5.08,2021-09-28
41.0,-115.0,5.47,2021-09-28
41.0,-114.375,5.83,2021-09-28
41.5,-119.375,5.65,2021-09-28
41.5,-118.75,4.78,2021-09-28
41.5,-118.125,4.55,2021-09-28
41.5,-117.5,4.88,2021-09-28
41.5,-116.875,5.21,2021-09-28
41.5,-116.25,5.41,2021-09-28
41.5,-115.625,5.8,2021-09-28
41.5,-115.0,5.82,2021-09-28
41.5,-114.375,6.11,2021-09-28
42.0,-119.375,5.72,2021-09-28
42.0,-118.75,4.54,2021-09-28
42.0,-118.125,4.87,2021-09-28
42.0,-117.5,5.52,2021-09-28
42.0,-116.875,5.85,2021-09-28
42.0,-116.25,5.79,2021-09-28
42.0,-115.625,6.35,2021-09-28
42.0,-115.0,6.49,2021-09-28
42.0,-114.375,6.36,2021-09-28
32.5,-124.375,8.19,2021-09-28
32.5,-123.75,8.57,2021-09-28
32.5,-123.125,9.09,2021-09-28
32.5,-122.5,9.7,2021-09-28
32.5,-121.875,10.04,2021-09-28
32.5,-121.25,10.18,2021-09-28
32.5,-120.625,10.21,2021-09-28
32.5,-120.0,9.6,2021-09-28
33.0,-124.375,8.42,2021-09-28
33.0,-123.75,8.85,2021-09-28
33.0,-123.125,9.41,2021-09-28
33.0,-122.5,9.97,2021-09-28
33.0,-121.875,10.3,2021-09-28
33.0,-121.25,10.35,2021-09-28
33.0,-120.625,10.26,2021-09-28
33.0,-120.0,9.4,2021-09-28
33.5,-124.375,8.74,2021-09-28
33.5,-123.75,9.17,2021-09-28
33.5,-123.125,9.68,2021-09-28
33.5,-122.5,10.12,2021-09-28
33.5,-121.875,10.36,2021-09-28
33.5,-121.25,10.47,2021-09-28
33.5,-120.625,10.29,2021-09-28
33.5,-120.0,9.37,2021-09-28
34.0,-124.375,9.11,2021-09-28
34.0,-123.75,9.35,2021-09-28
34.0,-123.125,9.79,2021-09-28
34.0,-122.5,10.16,2021-09-28
34.0,-121.875,10.4,2021-09-28
34.0,-121.25,10.43,2021-09-28
34.0,-120.625,9.81,2021-09-28
34.0,-120.0,7.57,2021-09-28
34.5,-124.375,9.41,2021-09-28
34.5,-123.75,9.46,2021-09-28
34.5,-123.125,9.72,2021-09-28
34.5,-122.5,10.05,2021-09-28
34.5,-121.875,10.2,2021-09-28
34.5,-121.25,9.68,2021-09-28
34.5,-120.625,7.93,2021-09-28
34.5,-120.0,5.25,2021-09-28
35.0,-124.375,9.46,2021-09-28
35.0,-123.75,9.5,2021-09-28
35.0,-123.125,9.68,2021-09-28
35.0,-122.5,9.98,2021-09-28
35.0,-121.875,10.04,2021-09-28
35.0,-121.25,8.25,2021-09-28
35.0,-120.625,5.2,2021-09-28
35.0,-120.0,4.4,2021-09-28
35.5,-124.375,9.39,2021-09-28
35.5,-123.75,9.49,2021-09-28
35.5,-123.125,9.6,2021-09-28
35.5,-122.5,9.75,2021-09-28
35.5,-121.875,9.09,2021-09-28
35.5,-121.25,6.22,2021-09-28
35.5,-120.625,4.37,2021-09-28
35.5,-120.0,4.25,2021-09-28
36.0,-124.375,9.32,2021-09-28
36.0,-123.75,9.5,2021-09-28
36.0,-123.125,9.57,2021-09-28
36.0,-122.5,8.95,2021-09-28
36.0,-121.875,7.03,2021-09-28
36.0,-121.25,5.56,2021-09-28
36.0,-120.625,5.49,2021-09-28
36.0,-120.0,4.95,2021-09-28
36.5,-124.375,9.29,2021-09-28
36.5,-123.75,9.46,2021-09-28
36.5,-123.125,9.42,2021-09-28
36.5,-122.5,8.52,2021-09-28
36.5,-121.875,5.0,2021-09-28
36.5,-121.25,5.35,2021-09-28
36.5,-120.625,6.59,2021-09-28
36.5,-120.0,5.82,2021-09-28
37.0,-124.375,9.24,2021-09-28
37.0,-123.75,9.48,2021-09-28
37.0,-123.125,9.27,2021-09-28
37.0,-122.5,7.71,2021-09-28
37.0,-121.875,4.06,2021-09-28
37.0,-121.25,5.61,2021-09-28
37.0,-120.625,6.47,2021-09-28
37.0,-120.0,4.85,2021-09-28
37.5,-124.375,9.05,2021-09-28
37.5,-123.75,9.64,2021-09-28
37.5,-123.125,8.81,2021-09-28
37.5,-122.5,6.68,2021-09-28
37.5,-121.875,5.19,2021-09-28
37.5,-121.25,6.51,2021-09-28
37.5,-120.625,5.96,2021-09-28
37.5,-120.0,3.41,2021-09-28
38.0,-124.375,9.05,2021-09-28
38.0,-123.75,9.51,2021-09-28
38.0,-123.125,7.6,2021-09-28
38.0,-122.5,4.94,2021-09-28
38.0,-121.875,5.9,2021-09-28
38.0,-121.25,5.94,2021-09-28
38.0,-120.625,4.24,2021-09-28
38.0,-120.0,2.13,2021-09-28
38.5,-124.375,8.7,2021-09-28
38.5,-123.75,8.47,2021-09-28
38.5,-123.125,5.18,2021-09-28
38.5,-122.5,4.41,2021-09-28
38.5,-121.875,6.25,2021-09-28
38.5,-121.25,5.23,2021-09-28
38.5,-120.625,3.09,2021-09-28
38.5,-120.0,2.75,2021-09-28
39.0,-124.375,7.88,2021-09-28
39.0,-123.75,5.54,2021-09-28
39.0,-123.125,2.89,2021-09-28
39.0,-122.5,4.8,2021-09-28
39.0,-121.875,6.59,2021-09-28
39.0,-121.25,3.91,2021-09-28
39.0,-120.625,2.59,2021-09-28
39.0,-120.0,4.3,2021-09-28
39.5,-124.375,6.56,2021-09-28
39.5,-123.75,3.83,2021-09-28
39.5,-123.125,2.58,2021-09-28
39.5,-122.5,5.07,2021-09-28
39.5,-121.875,5.48,2021-09-28
39.5,-121.25,3.17,2021-09-28
39.5,-120.625,2.73,2021-09-28
39.5,-120.0,4.41,2021-09-28
40.0,-124.375,5.08,2021-09-28
40.0,-123.75,2.71,2021-09-28
40.0,-123.125,2.49,2021-09-28
40.0,-122.5,5.43,2021-09-28
40.0,-121.875,4.71,2021-09-28
40.0,-121.25,2.52,2021-09-28
40.0,-120.625,2.86,2021-09-28
40.0,-120.0,4.18,2021-09-28
40.5,-124.375,3.71,2021-09-28
40.5,-123.75,2.22,2021-09-28
40.5,-123.125,2.31,2021-09-28
40.5,-122.5,2.62,2021-09-28
40.5,-121.875,3.26,2021-09-28
40.5,-121.25,2.96,2021-09-28
40.5,-120.625,3.55,2021-09-28
40.5,-120.0,4.53,2021-09-28
41.0,-124.375,2.47,2021-09-28
41.0,-123.75,1.76,2021-09-28
41.0,-123.125,2.07,2021-09-28
41.0,-122.5,2.09,2021-09-28
41.0,-121.875,2.2,2021-09-28
41.0,-121.25,3.75,2021-09-28
41.0,-120.625,4.75,2021-09-28
41.0,-120.0,5.53,2021-09-28
41.5,-124.375,1.99,2021-09-28
41.5,-123.75,1.49,2021-09-28
41.5,-123.125,1.67,2021-09-28
41.5,-122.5,2.45,2021-09-28
41.5,-121.875,2.85,2021-09-28
41.5,-121.25,4.08,2021-09-28
41.5,-120.625,4.74,2021-09-28
41.5,-120.0,4.98,2021-09-28
42.0,-124.375,2.09,2021-09-28
42.0,-123.75,1.44,2021-09-28
42.0,-123.125,1.51,2021-09-28
42.0,-122.5,2.12,2021-09-28
42.0,-121.875,3.28,2021-09-28
42.0,-121.25,4.21,2021-09-28
42.0,-120.625,3.9,2021-09-28
42.0,-120.0,4.42,2021-09-28
32.5,-119.375,8.63,2021-09-29
32.5,-118.75,6.45,2021-09-29
32.5,-118.125,4.22,2021-09-29
32.5,-117.5,3.34,2021-09-29
32.5,-116.875,3.13,2021-09-29
32.5,-116.25,5.18,2021-09-29
32.5,-115.625,4.59,2021-09-29
32.5,-115.0,2.28,2021-09-29
32.5,-114.375,3.25,2021-09-29
33.0,-119.375,8.19,2021-09-29
33.0,-118.75,5.74,2021-09-29
33.0,-118.125,3.66,2021-09-29
33.0,-117.5,3.67,2021-09-29
33.0,-116.875,3.7,2021-09-29
33.0,-116.25,5.56,2021-09-29
33.0,-115.625,4.62,2021-09-29
33.0,-115.0,3.86,2021-09-29
33.0,-114.375,3.33,2021-09-29
33.5,-119.375,7.35,2021-09-29
33.5,-118.75,4.67,2021-09-29
33.5,-118.125,3.5,2021-09-29
33.5,-117.5,3.41,2021-09-29
33.5,-116.875,2.79,2021-09-29
33.5,-116.25,4.17,2021-09-29
33.5,-115.625,3.67,2021-09-29
33.5,-115.0,4.11,2021-09-29
33.5,-114.375,3.2,2021-09-29
34.0,-119.375,4.2,2021-09-29
34.0,-118.75,2.49,2021-09-29
34.0,-118.125,2.06,2021-09-29
34.0,-117.5,2.5,2021-09-29
34.0,-116.875,3.5,2021-09-29
34.0,-116.25,4.8,2021-09-29
34.0,-115.625,3.8,2021-09-29
34.0,-115.0,3.68,2021-09-29
34.0,-114.375,2.6,2021-09-29
34.5,-119.375,2.57,2021-09-29
34.5,-118.75,3.26,2021-09-29
34.5,-118.125,3.23,2021-09-29
34.5,-117.5,4.1,2021-09-29
34.5,-116.875,5.33,2021-09-29
34.5,-116.25,5.86,2021-09-29
34.5,-115.625,4.13,2021-09-29
34.5,-115.0,3.54,2021-09-29
34.5,-114.375,2.32,2021-09-29
35.0,-119.375,3.37,2021-09-29
35.0,-118.75,3.02,2021-09-29
35.0,-118.125,4.66,2021-09-29
35.0,-117.5,5.12,2021-09-29
35.0,-116.875,5.98,2021-09-29
35.0,-116.25,4.96,2021-09-29
35.0,-115.625,3.68,2021-09-29
35.0,-115.0,4.11,2021-09-29
35.0,-114.375,2.23,2021-09-29
35.5,-119.375,2.93,2021-09-29
35.5,-118.75,1.98,2021-09-29
35.5,-118.125,3.7,2021-09-29
35.5,-117.5,4.35,2021-09-29
35.5,-116.875,5.3,2021-09-29
35.5,-116.25,4.21,2021-09-29
35.5,-115.625,3.31,2021-09-29
35.5,-115.0,4.58,2021-09-29
35.5,-114.375,2.45,2021-09-29
36.0,-119.375,2.58,2021-09-29
36.0,-118.75,2.2,2021-09-29
36.0,-118.125,2.37,2021-09-29
