LAT,LON,WS10M,DATE
32.5,-117.5,1.95,2020-07-24
32.5,-116.875,2.15,2020-07-24
32.5,-116.25,4.38,2020-07-24
32.5,-115.625,3.48,2020-07-24
32.5,-115.0,2.47,2020-07-24
32.5,-114.375,3.37,2020-07-24
33.0,-119.375,3.69,2020-07-24
33.0,-118.75,2.99,2020-07-24
33.0,-118.125,1.86,2020-07-24
33.0,-117.5,1.9,2020-07-24
33.0,-116.875,3.27,2020-07-24
33.0,-116.25,5.27,2020-07-24
33.0,-115.625,3.89,2020-07-24
33.0,-115.0,2.53,2020-07-24
33.0,-114.375,3.08,2020-07-24
33.5,-119.375,3.25,2020-07-24
33.5,-118.75,2.4,2020-07-24
33.5,-118.125,2.0,2020-07-24
33.5,-117.5,2.43,2020-07-24
33.5,-116.875,2.13,2020-07-24
33.5,-116.25,3.33,2020-07-24
33.5,-115.625,3.03,2020-07-24
33.5,-115.0,3.37,2020-07-24
33.5,-114.375,3.87,2020-07-24
34.0,-119.375,2.35,2020-07-24
34.0,-118.75,2.2,2020-07-24
34.0,-118.125,2.07,2020-07-24
34.0,-117.5,2.42,2020-07-24
34.0,-116.875,2.45,2020-07-24
34.0,-116.25,3.5,2020-07-24
34.0,-115.625,3.65,2020-07-24
34.0,-115.0,3.35,2020-07-24
34.0,-114.375,3.95,2020-07-24
34.5,-119.375,1.64,2020-07-24
34.5,-118.75,2.13,2020-07-24
34.5,-118.125,2.63,2020-07-24
34.5,-117.5,2.94,2020-07-24
34.5,-116.875,3.38,2020-07-24
34.5,-116.25,3.57,2020-07-24
34.5,-115.625,3.98,2020-07-24
34.5,-115.0,3.83,2020-07-24
34.5,-114.375,4.15,2020-07-24
35.0,-119.375,2.23,2020-07-24
35.0,-118.75,2.35,2020-07-24
35.0,-118.125,3.16,2020-07-24
35.0,-117.5,3.91,2020-07-24
35.0,-116.875,3.95,2020-07-24
35.0,-116.25,2.87,2020-07-24
35.0,-115.625,3.74,2020-07-24
35.0,-115.0,4.26,2020-07-24
35.0,-114.375,4.5,2020-07-24
35.5,-119.375,2.96,2020-07-24
35.5,-118.75,2.92,2020-07-24
35.5,-118.125,3.43,2020-07-24
35.5,-117.5,3.98,2020-07-24
35.5,-116.875,4.17,2020-07-24
35.5,-116.25,3.32,2020-07-24
35.5,-115.625,3.83,2020-07-24
35.5,-115.0,4.66,2020-07-24
35.5,-114.375,4.74,2020-07-24
36.0,-119.375,2.77,2020-07-24
36.0,-118.75,2.37,2020-07-24
36.0,-118.125,3.32,2020-07-24
36.0,-117.5,3.22,2020-07-24
36.0,-116.875,3.43,2020-07-24
36.0,-116.25,3.66,2020-07-24
36.0,-115.625,3.44,2020-07-24
36.0,-115.0,3.98,2020-07-24
36.0,-114.375,4.37,2020-07-24
36.5,-119.375,2.42,2020-07-24
36.5,-118.75,1.68,2020-07-24
36.5,-118.125,2.87,2020-07-24
36.5,-117.5,2.54,2020-07-24
36.5,-116.875,3.69,2020-07-24
36.5,-116.25,4.21,2020-07-24
36.5,-115.625,3.66,2020-07-24
36.5,-115.0,3.65,2020-07-24
36.5,-114.375,4.09,2020-07-24
37.0,-119.375,2.2,2020-07-24
37.0,-118.75,2.46,2020-07-24
37.0,-118.125,2.0,2020-07-24
37.0,-117.5,3.3,2020-07-24
37.0,-116.875,4.22,2020-07-24
37.0,-116.25,4.31,2020-07-24
37.0,-115.625,3.44,2020-07-24
37.0,-115.0,3.65,2020-07-24
37.0,-114.375,3.86,2020-07-24
37.5,-119.375,2.27,2020-07-24
37.5,-118.75,2.63,2020-07-24
37.5,-118.125,2.32,2020-07-24
37.5,-117.5,3.75,2020-07-24
37.5,-116.875,4.57,2020-07-24
37.5,-116.25,4.4,2020-07-24
37.5,-115.625,3.65,2020-07-24
37.5,-115.0,3.91,2020-07-24
37.5,-114.375,4.7,2020-07-24
38.0,-119.375,2.01,2020-07-24
38.0,-118.75,2.96,2020-07-24
38.0,-118.125,2.32,2020-07-24
38.0,-117.5,3.28,2020-07-24
38.0,-116.875,4.04,2020-07-24
38.0,-116.25,3.79,2020-07-24
38.0,-115.625,3.59,2020-07-24
38.0,-115.0,4.05,2020-07-24
38.0,-114.375,5.0,2020-07-24
38.5,-119.375,1.43,2020-07-24
38.5,-118.75,2.52,2020-07-24
38.5,-118.125,2.57,2020-07-24
38.5,-117.5,3.22,2020-07-24
38.5,-116.875,3.64,2020-07-24
38.5,-116.25,3.28,2020-07-24
38.5,-115.625,3.22,2020-07-24
38.5,-115.0,3.76,2020-07-24
38.5,-114.375,4.71,2020-07-24
39.0,-119.375,1.78,2020-07-24
39.0,-118.75,1.68,2020-07-24
39.0,-118.125,2.21,2020-07-24
39.0,-117.5,3.21,2020-07-24
39.0,-116.875,3.02,2020-07-24
39.0,-116.25,3.11,2020-07-24
39.0,-115.625,3.3,2020-07-24
39.0,-115.0,3.47,2020-07-24
39.0,-114.375,4.08,2020-07-24
39.5,-119.375,2.07,2020-07-24
39.5,-118.75,1.44,2020-07-24
39.5,-118.125,1.92,2020-07-24
39.5,-117.5,2.61,2020-07-24
39.5,-116.875,2.92,2020-07-24
39.5,-116.25,3.04,2020-07-24
39.5,-115.625,3.3,2020-07-24
39.5,-115.0,3.34,2020-07-24
39.5,-114.375,3.53,2020-07-24
40.0,-119.375,1.86,2020-07-24
40.0,-118.75,1.91,2020-07-24
40.0,-118.125,2.23,2020-07-24
40.0,-117.5,2.58,2020-07-24
40.0,-116.875,2.85,2020-07-24
40.0,-116.25,3.01,2020-07-24
40.0,-115.625,2.83,2020-07-24
40.0,-115.0,2.88,2020-07-24
40.0,-114.375,2.9,2020-07-24
40.5,-119.375,2.05,2020-07-24
40.5,-118.75,2.44,2020-07-24
40.5,-118.125,2.57,2020-07-24
40.5,-117.5,2.46,2020-07-24
40.5,-116.875,2.42,2020-07-24
40.5,-116.25,2.79,2020-07-24
40.5,-115.625,2.57,2020-07-24
40.5,-115.0,2.36,2020-07-24
40.5,-114.375,2.36,2020-07-24
41.0,-119.375,2.46,2020-07-24
41.0,-118.75,2.31,2020-07-24
41.0,-118.125,2.51,2020-07-24
41.0,-117.5,2.16,2020-07-24
41.0,-116.875,2.86,2020-07-24
41.0,-116.25,3.04,2020-07-24
41.0,-115.625,2.77,2020-07-24
41.0,-115.0,2.46,2020-07-24
41.0,-114.375,2.38,2020-07-24
41.5,-119.375,2.72,2020-07-24
41.5,-118.75,2.13,2020-07-24
41.5,-118.125,2.2,2020-07-24
41.5,-117.5,2.36,2020-07-24
41.5,-116.875,2.93,2020-07-24
41.5,-116.25,3.11,2020-07-24
41.5,-115.625,2.83,2020-07-24
41.5,-115.0,2.74,2020-07-24
41.5,-114.375,2.72,2020-07-24
42.0,-119.375,3.12,2020-07-24
42.0,-118.75,1.88,2020-07-24
42.0,-118.125,1.87,2020-07-24
42.0,-117.5,1.89,2020-07-24
42.0,-116.875,2.58,2020-07-24
42.0,-116.25,2.96,2020-07-24
42.0,-115.625,2.8,2020-07-24
42.0,-115.0,2.62,2020-07-24
42.0,-114.375,2.36,2020-07-24
32.5,-119.375,4.18,2020-07-25
32.5,-118.75,2.73,2020-07-25
32.5,-118.125,1.59,2020-07-25
32.5,-117.5,1.66,2020-07-25
32.5,-116.875,2.1,2020-07-25
32.5,-116.25,4.09,2020-07-25
32.5,-115.625,3.4,2020-07-25
32.5,-115.0,2.51,2020-07-25
32.5,-114.375,3.0,2020-07-25
33.0,-119.375,3.79,2020-07-25
33.0,-118.75,2.63,2020-07-25
33.0,-118.125,1.49,2020-07-25
33.0,-117.5,1.71,2020-07-25
33.0,-116.875,3.1,2020-07-25
33.0,-116.25,4.93,2020-07-25
33.0,-115.625,3.27,2020-07-25
33.0,-115.0,2.02,2020-07-25
33.0,-114.375,2.57,2020-07-25
33.5,-119.375,3.43,2020-07-25
33.5,-118.75,2.28,2020-07-25
33.5,-118.125,2.03,2020-07-25
33.5,-117.5,2.23,2020-07-25
33.5,-116.875,2.14,2020-07-25
33.5,-116.25,3.3,2020-07-25
33.5,-115.625,2.42,2020-07-25
33.5,-115.0,2.9,2020-07-25
33.5,-114.375,3.5,2020-07-25
34.0,-119.375,2.34,2020-07-25
34.0,-118.75,2.47,2020-07-25
34.0,-118.125,2.02,2020-07-25
34.0,-117.5,2.34,2020-07-25
34.0,-116.875,2.74,2020-07-25
34.0,-116.25,3.28,2020-07-25
34.0,-115.625,2.91,2020-07-25
34.0,-115.0,2.88,2020-07-25
34.0,-114.375,3.56,2020-07-25
34.5,-119.375,1.48,2020-07-25
34.5,-118.75,2.06,2020-07-25
34.5,-118.125,2.84,2020-07-25
34.5,-117.5,3.29,2020-07-25
34.5,-116.875,3.84,2020-07-25
34.5,-116.25,3.61,2020-07-25
34.5,-115.625,3.21,2020-07-25
34.5,-115.0,3.0,2020-07-25
34.5,-114.375,3.54,2020-07-25
35.0,-119.375,2.31,2020-07-25
35.0,-118.75,2.39,2020-07-25
35.0,-118.125,3.51,2020-07-25
35.0,-117.5,4.31,2020-07-25
35.0,-116.875,4.37,2020-07-25
35.0,-116.25,3.03,2020-07-25
35.0,-115.625,3.11,2020-07-25
35.0,-115.0,3.41,2020-07-25
35.0,-114.375,3.8,2020-07-25
35.5,-119.375,3.17,2020-07-25
35.5,-118.75,2.51,2020-07-25
35.5,-118.125,3.48,2020-07-25
35.5,-117.5,3.94,2020-07-25
35.5,-116.875,4.01,2020-07-25
35.5,-116.25,3.04,2020-07-25
35.5,-115.625,3.6,2020-07-25
35.5,-115.0,3.93,2020-07-25
35.5,-114.375,4.08,2020-07-25
36.0,-119.375,3.11,2020-07-25
36.0,-118.75,2.5,2020-07-25
36.0,-118.125,3.06,2020-07-25
36.0,-117.5,3.45,2020-07-25
36.0,-116.875,3.13,2020-07-25
36.0,-116.25,3.32,2020-07-25
36.0,-115.625,3.2,2020-07-25
36.0,-115.0,3.49,2020-07-25
36.0,-114.375,3.89,2020-07-25
36.5,-119.375,2.47,2020-07-25
36.5,-118.75,1.96,2020-07-25
36.5,-118.125,2.87,2020-07-25
36.5,-117.5,3.04,2020-07-25
36.5,-116.875,3.24,2020-07-25
36.5,-116.25,3.54,2020-07-25
36.5,-115.625,3.27,2020-07-25
36.5,-115.0,3.49,2020-07-25
36.5,-114.375,3.56,2020-07-25
37.0,-119.375,2.34,2020-07-25
37.0,-118.75,2.11,2020-07-25
37.0,-118.125,2.49,2020-07-25
37.0,-117.5,3.28,2020-07-25
37.0,-116.875,3.68,2020-07-25
37.0,-116.25,3.34,2020-07-25
37.0,-115.625,2.86,2020-07-25
37.0,-115.0,3.48,2020-07-25
37.0,-114.375,3.22,2020-07-25
37.5,-119.375,2.21,2020-07-25
37.5,-118.75,2.63,2020-07-25
37.5,-118.125,2.61,2020-07-25
37.5,-117.5,3.78,2020-07-25
37.5,-116.875,3.98,2020-07-25
37.5,-116.25,3.33,2020-07-25
37.5,-115.625,2.96,2020-07-25
37.5,-115.0,3.75,2020-07-25
37.5,-114.375,3.55,2020-07-25
38.0,-119.375,2.14,2020-07-25
38.0,-118.75,2.65,2020-07-25
38.0,-118.125,2.58,2020-07-25
38.0,-117.5,3.3,2020-07-25
38.0,-116.875,3.43,2020-07-25
38.0,-116.25,2.9,2020-07-25
38.0,-115.625,2.98,2020-07-25
38.0,-115.0,3.75,2020-07-25
38.0,-114.375,3.56,2020-07-25
38.5,-119.375,2.07,2020-07-25
38.5,-118.75,2.46,2020-07-25
38.5,-118.125,2.35,2020-07-25
38.5,-117.5,2.96,2020-07-25
38.5,-116.875,3.04,2020-07-25
38.5,-116.25,2.91,2020-07-25
38.5,-115.625,2.72,2020-07-25
38.5,-115.0,3.51,2020-07-25
38.5,-114.375,3.24,2020-07-25
39.0,-119.375,2.15,2020-07-25
39.0,-118.75,1.8,2020-07-25
39.0,-118.125,1.8,2020-07-25
39.0,-117.5,2.36,2020-07-25
39.0,-116.875,2.47,2020-07-25
39.0,-116.25,3.06,2020-07-25
39.0,-115.625,2.86,2020-07-25
39.0,-115.0,3.09,2020-07-25
39.0,-114.375,2.87,2020-07-25
39.5,-119.375,2.21,2020-07-25
39.5,-118.75,1.69,2020-07-25
39.5,-118.125,2.18,2020-07-25
39.5,-117.5,1.92,2020-07-25
39.5,-116.875,1.99,2020-07-25
39.5,-116.25,2.15,2020-07-25
39.5,-115.625,2.78,2020-07-25
39.5,-115.0,2.89,2020-07-25
39.5,-114.375,2.7,2020-07-25
40.0,-119.375,2.07,2020-07-25
40.0,-118.75,1.93,2020-07-25
40.0,-118.125,2.06,2020-07-25
40.0,-117.5,2.11,2020-07-25
40.0,-116.875,1.78,2020-07-25
40.0,-116.25,1.38,2020-07-25
40.0,-115.625,1.69,2020-07-25
40.0,-115.0,2.38,2020-07-25
40.0,-114.375,2.15,2020-07-25
40.5,-119.375,1.99,2020-07-25
40.5,-118.75,2.08,2020-07-25
40.5,-118.125,2.2,2020-07-25
40.5,-117.5,2.16,2020-07-25
40.5,-116.875,1.96,2020-07-25
40.5,-116.25,1.79,2020-07-25
40.5,-115.625,1.37,2020-07-25
40.5,-115.0,1.46,2020-07-25
40.5,-114.375,2.04,2020-07-25
41.0,-119.375,2.63,2020-07-25
41.0,-118.75,2.15,2020-07-25
41.0,-118.125,2.24,2020-07-25
41.0,-117.5,2.38,2020-07-25
41.0,-116.875,2.73,2020-07-25
41.0,-116.25,2.75,2020-07-25
41.0,-115.625,2.4,2020-07-25
41.0,-115.0,1.87,2020-07-25
41.0,-114.375,1.7,2020-07-25
41.5,-119.375,2.72,2020-07-25
41.5,-118.75,2.36,2020-07-25
41.5,-118.125,2.39,2020-07-25
41.5,-117.5,2.74,2020-07-25
41.5,-116.875,3.08,2020-07-25
41.5,-116.25,3.14,2020-07-25
41.5,-115.625,3.1,2020-07-25
41.5,-115.0,2.7,2020-07-25
41.5,-114.375,1.89,2020-07-25
42.0,-119.375,2.82,2020-07-25
42.0,-118.75,2.24,2020-07-25
42.0,-118.125,2.35,2020-07-25
42.0,-117.5,2.75,2020-07-25
42.0,-116.875,3.0,2020-07-25
42.0,-116.25,2.93,2020-07-25
42.0,-115.625,2.86,2020-07-25
42.0,-115.0,2.96,2020-07-25
42.0,-114.375,2.43,2020-07-25
32.5,-119.375,5.77,2020-07-26
32.5,-118.75,5.45,2020-07-26
32.5,-118.125,3.97,2020-07-26
32.5,-117.5,2.22,2020-07-26
32.5,-116.875,2.13,2020-07-26
32.5,-116.25,3.97,2020-07-26
32.5,-115.625,3.84,2020-07-26
32.5,-115.0,2.84,2020-07-26
32.5,-114.375,2.93,2020-07-26
33.0,-119.375,5.97,2020-07-26
33.0,-118.75,5.32,2020-07-26
33.0,-118.125,3.54,2020-07-26
33.0,-117.5,2.54,2020-07-26
33.0,-116.875,2.93,2020-07-26
33.0,-116.25,4.79,2020-07-26
33.0,-115.625,3.26,2020-07-26
33.0,-115.0,2.8,2020-07-26
33.0,-114.375,3.02,2020-07-26
33.5,-119.375,5.61,2020-07-26
33.5,-118.75,4.27,2020-07-26
33.5,-118.125,2.42,2020-07-26
33.5,-117.5,2.36,2020-07-26
33.5,-116.875,2.08,2020-07-26
33.5,-116.25,2.8,2020-07-26
33.5,-115.625,2.09,2020-07-26
33.5,-115.0,2.61,2020-07-26
33.5,-114.375,2.71,2020-07-26
34.0,-119.375,2.49,2020-07-26
34.0,-118.75,2.02,2020-07-26
34.0,-118.125,2.04,2020-07-26
34.0,-117.5,2.33,2020-07-26
34.0,-116.875,2.31,2020-07-26
34.0,-116.25,2.48,2020-07-26
34.0,-115.625,2.63,2020-07-26
34.0,-115.0,2.64,2020-07-26
34.0,-114.375,2.45,2020-07-26
34.5,-119.375,1.94,2020-07-26
34.5,-118.75,2.52,2020-07-26
34.5,-118.125,2.93,2020-07-26
34.5,-117.5,3.09,2020-07-26
34.5,-116.875,2.88,2020-07-26
34.5,-116.25,2.86,2020-07-26
34.5,-115.625,3.01,2020-07-26
34.5,-115.0,2.97,2020-07-26
34.5,-114.375,2.67,2020-07-26
35.0,-119.375,1.96,2020-07-26
35.0,-118.75,2.64,2020-07-26
35.0,-118.125,3.52,2020-07-26
35.0,-117.5,3.55,2020-07-26
35.0,-116.875,3.19,2020-07-26
35.0,-116.25,2.41,2020-07-26
35.0,-115.625,3.04,2020-07-26
35.0,-115.0,3.2,2020-07-26
35.0,-114.375,2.37,2020-07-26
35.5,-119.375,2.75,2020-07-26
35.5,-118.75,2.45,2020-07-26
35.5,-118.125,3.2,2020-07-26
35.5,-117.5,3.3,2020-07-26
35.5,-116.875,3.29,2020-07-26
35.5,-116.25,2.75,2020-07-26
35.5,-115.625,2.71,2020-07-26
35.5,-115.0,3.0,2020-07-26
35.5,-114.375,1.77,2020-07-26
36.0,-119.375,2.9,2020-07-26
36.0,-118.75,2.86,2020-07-26
36.0,-118.125,2.85,2020-07-26
36.0,-117.5,3.01,2020-07-26
36.0,-116.875,2.72,2020-07-26
36.0,-116.25,3.01,2020-07-26
36.0,-115.625,2.6,2020-07-26
36.0,-115.0,2.82,2020-07-26
36.0,-114.375,1.65,2020-07-26
36.5,-119.375,2.48,2020-07-26
36.5,-118.75,2.12,2020-07-26
36.5,-118.125,2.76,2020-07-26
36.5,-117.5,2.99,2020-07-26
36.5,-116.875,2.7,2020-07-26
36.5,-116.25,3.29,2020-07-26
36.5,-115.625,2.87,2020-07-26
36.5,-115.0,2.66,2020-07-26
36.5,-114.375,1.72,2020-07-26
37.0,-119.375,2.54,2020-07-26
37.0,-118.75,2.2,2020-07-26
37.0,-118.125,2.79,2020-07-26
37.0,-117.5,3.04,2020-07-26
37.0,-116.875,3.36,2020-07-26
37.0,-116.25,3.27,2020-07-26
37.0,-115.625,2.6,2020-07-26
37.0,-115.0,2.45,2020-07-26
37.0,-114.375,2.24,2020-07-26
37.5,-119.375,2.33,2020-07-26
37.5,-118.75,2.66,2020-07-26
37.5,-118.125,3.19,2020-07-26
37.5,-117.5,3.67,2020-07-26
37.5,-116.875,3.88,2020-07-26
37.5,-116.25,3.41,2020-07-26
37.5,-115.625,2.75,2020-07-26
37.5,-115.0,2.3,2020-07-26
37.5,-114.375,2.25,2020-07-26
38.0,-119.375,2.32,2020-07-26
38.0,-118.75,2.83,2020-07-26
38.0,-118.125,3.52,2020-07-26
38.0,-117.5,3.48,2020-07-26
38.0,-116.875,3.35,2020-07-26
38.0,-116.25,2.93,2020-07-26
38.0,-115.625,2.49,2020-07-26
38.0,-115.0,2.27,2020-07-26
38.0,-114.375,2.24,2020-07-26
38.5,-119.375,2.4,2020-07-26
38.5,-118.75,3.01,2020-07-26
38.5,-118.125,3.48,2020-07-26
38.5,-117.5,3.33,2020-07-26
38.5,-116.875,3.01,2020-07-26
38.5,-116.25,2.98,2020-07-26
38.5,-115.625,2.34,2020-07-26
38.5,-115.0,2.12,2020-07-26
38.5,-114.375,1.93,2020-07-26
39.0,-119.375,2.85,2020-07-26
39.0,-118.75,2.23,2020-07-26
39.0,-118.125,2.13,2020-07-26
39.0,-117.5,2.57,2020-07-26
39.0,-116.875,2.73,2020-07-26
39.0,-116.25,3.03,2020-07-26
39.0,-115.625,2.25,2020-07-26
39.0,-115.0,1.72,2020-07-26
39.0,-114.375,1.64,2020-07-26
39.5,-119.375,2.69,2020-07-26
39.5,-118.75,1.52,2020-07-26
39.5,-118.125,1.66,2020-07-26
39.5,-117.5,1.5,2020-07-26
39.5,-116.875,1.77,2020-07-26
39.5,-116.25,2.49,2020-07-26
39.5,-115.625,2.22,2020-07-26
39.5,-115.0,1.9,2020-07-26
39.5,-114.375,2.17,2020-07-26
40.0,-119.375,2.36,2020-07-26
40.0,-118.75,1.61,2020-07-26
40.0,-118.125,1.76,2020-07-26
40.0,-117.5,1.95,2020-07-26
40.0,-116.875,1.78,2020-07-26
40.0,-116.25,1.74,2020-07-26
40.0,-115.625,1.87,2020-07-26
40.0,-115.0,2.39,2020-07-26
40.0,-114.375,2.78,2020-07-26
40.5,-119.375,2.36,2020-07-26
40.5,-118.75,2.01,2020-07-26
40.5,-118.125,1.97,2020-07-26
40.5,-117.5,2.16,2020-07-26
40.5,-116.875,2.36,2020-07-26
40.5,-116.25,2.86,2020-07-26
40.5,-115.625,2.67,2020-07-26
40.5,-115.0,2.71,2020-07-26
40.5,-114.375,2.68,2020-07-26
41.0,-119.375,2.89,2020-07-26
41.0,-118.75,2.33,2020-07-26
41.0,-118.125,2.46,2020-07-26
41.0,-117.5,2.49,2020-07-26
41.0,-116.875,3.05,2020-07-26
41.0,-116.25,3.55,2020-07-26
41.0,-115.625,3.19,2020-07-26
41.0,-115.0,2.77,2020-07-26
41.0,-114.375,2.52,2020-07-26
41.5,-119.375,3.09,2020-07-26
41.5,-118.75,2.65,2020-07-26
41.5,-118.125,2.55,2020-07-26
41.5,-117.5,3.1,2020-07-26
41.5,-116.875,3.26,2020-07-26
41.5,-116.25,3.07,2020-07-26
41.5,-115.625,2.91,2020-07-26
41.5,-115.0,2.46,2020-07-26
41.5,-114.375,2.38,2020-07-26
42.0,-119.375,3.34,2020-07-26
42.0,-118.75,2.97,2020-07-26
42.0,-118.125,2.8,2020-07-26
42.0,-117.5,2.99,2020-07-26
42.0,-116.875,3.23,2020-07-26
42.0,-116.25,3.02,2020-07-26
42.0,-115.625,2.37,2020-07-26
42.0,-115.0,2.02,2020-07-26
42.0,-114.375,2.19,2020-07-26
32.5,-119.375,6.61,2020-07-27
32.5,-118.75,6.48,2020-07-27
32.5,-118.125,5.48,2020-07-27
32.5,-117.5,4.08,2020-07-27
32.5,-116.875,2.99,2020-07-27
32.5,-116.25,3.79,2020-07-27
32.5,-115.625,3.74,2020-07-27
32.5,-115.0,3.0,2020-07-27
32.5,-114.375,2.59,2020-07-27
33.0,-119.375,6.85,2020-07-27
33.0,-118.75,6.48,2020-07-27
33.0,-118.125,4.96,2020-07-27
33.0,-117.5,3.83,2020-07-27
33.0,-116.875,3.75,2020-07-27
33.0,-116.25,4.61,2020-07-27
33.0,-115.625,3.55,2020-07-27
33.0,-115.0,3.13,2020-07-27
33.0,-114.375,3.07,2020-07-27
33.5,-119.375,6.74,2020-07-27
33.5,-118.75,5.64,2020-07-27
33.5,-118.125,3.8,2020-07-27
33.5,-117.5,2.8,2020-07-27
33.5,-116.875,2.09,2020-07-27
33.5,-116.25,3.31,2020-07-27
33.5,-115.625,3.11,2020-07-27
33.5,-115.0,3.31,2020-07-27
33.5,-114.375,3.53,2020-07-27
34.0,-119.375,3.8,2020-07-27
34.0,-118.75,2.85,2020-07-27
34.0,-118.125,2.11,2020-07-27
34.0,-117.5,2.31,2020-07-27
34.0,-116.875,2.39,2020-07-27
34.0,-116.25,3.39,2020-07-27
34.0,-115.625,3.36,2020-07-27
34.0,-115.0,3.36,2020-07-27
34.0,-114.375,3.17,2020-07-27
34.5,-119.375,1.75,2020-07-27
34.5,-118.75,2.38,2020-07-27
34.5,-118.125,3.0,2020-07-27
34.5,-117.5,3.08,2020-07-27
34.5,-116.875,3.19,2020-07-27
34.5,-116.25,3.55,2020-07-27
34.5,-115.625,3.41,2020-07-27
34.5,-115.0,3.49,2020-07-27
34.5,-114.375,3.13,2020-07-27
35.0,-119.375,1.42,2020-07-27
35.0,-118.75,1.95,2020-07-27
35.0,-118.125,3.59,2020-07-27
35.0,-117.5,3.91,2020-07-27
35.0,-116.875,3.47,2020-07-27
35.0,-116.25,2.94,2020-07-27
35.0,-115.625,3.32,2020-07-27
35.0,-115.0,3.85,2020-07-27
35.0,-114.375,3.12,2020-07-27
35.5,-119.375,2.96,2020-07-27
35.5,-118.75,2.69,2020-07-27
35.5,-118.125,3.51,2020-07-27
35.5,-117.5,3.54,2020-07-27
35.5,-116.875,3.41,2020-07-27
35.5,-116.25,2.99,2020-07-27
35.5,-115.625,3.67,2020-07-27
35.5,-115.0,3.8,2020-07-27
35.5,-114.375,2.91,2020-07-27
36.0,-119.375,3.15,2020-07-27
36.0,-118.75,2.65,2020-07-27
36.0,-118.125,2.88,2020-07-27
36.0,-117.5,3.06,2020-07-27
36.0,-116.875,2.39,2020-07-27
36.0,-116.25,3.02,2020-07-27
36.0,-115.625,3.15,2020-07-27
36.0,-115.0,2.76,2020-07-27
36.0,-114.375,2.2,2020-07-27
36.5,-119.375,2.42,2020-07-27
36.5,-118.75,1.92,2020-07-27
36.5,-118.125,2.35,2020-07-27
36.5,-117.5,2.82,2020-07-27
36.5,-116.875,2.52,2020-07-27
36.5,-116.25,3.24,2020-07-27
36.5,-115.625,2.91,2020-07-27
36.5,-115.0,2.62,2020-07-27
36.5,-114.375,2.03,2020-07-27
37.0,-119.375,2.35,2020-07-27
37.0,-118.75,2.09,2020-07-27
37.0,-118.125,2.27,2020-07-27
37.0,-117.5,2.78,2020-07-27
37.0,-116.875,3.19,2020-07-27
37.0,-116.25,3.65,2020-07-27
37.0,-115.625,3.06,2020-07-27
37.0,-115.0,2.79,2020-07-27
37.0,-114.375,2.54,2020-07-27
37.5,-119.375,2.1,2020-07-27
37.5,-118.75,1.85,2020-07-27
37.5,-118.125,2.5,2020-07-27
37.5,-117.5,3.19,2020-07-27
37.5,-116.875,3.58,2020-07-27
37.5,-116.25,3.59,2020-07-27
37.5,-115.625,3.3,2020-07-27
37.5,-115.0,2.83,2020-07-27
37.5,-114.375,2.66,2020-07-27
38.0,-119.375,1.64,2020-07-27
38.0,-118.75,1.77,2020-07-27
38.0,-118.125,2.89,2020-07-27
38.0,-117.5,3.23,2020-07-27
38.0,-116.875,3.41,2020-07-27
38.0,-116.25,3.29,2020-07-27
38.0,-115.625,2.98,2020-07-27
38.0,-115.0,2.37,2020-07-27
38.0,-114.375,2.36,2020-07-27
38.5,-119.375,1.32,2020-07-27
38.5,-118.75,1.87,2020-07-27
38.5,-118.125,3.04,2020-07-27
38.5,-117.5,3.28,2020-07-27
38.5,-116.875,3.06,2020-07-27
38.5,-116.25,2.99,2020-07-27
38.5,-115.625,2.16,2020-07-27
38.5,-115.0,1.42,2020-07-27
38.5,-114.375,1.68,2020-07-27
39.0,-119.375,2.16,2020-07-27
39.0,-118.75,1.84,2020-07-27
39.0,-118.125,2.65,2020-07-27
39.0,-117.5,2.51,2020-07-27
39.0,-116.875,2.25,2020-07-27
39.0,-116.25,2.36,2020-07-27
39.0,-115.625,1.4,2020-07-27
39.0,-115.0,1.43,2020-07-27
39.0,-114.375,1.92,2020-07-27
39.5,-119.375,2.53,2020-07-27
39.5,-118.75,2.55,2020-07-27
39.5,-118.125,2.59,2020-07-27
39.5,-117.5,2.17,2020-07-27
39.5,-116.875,2.07,2020-07-27
39.5,-116.25,2.25,2020-07-27
39.5,-115.625,2.46,2020-07-27
39.5,-115.0,2.72,2020-07-27
39.5,-114.375,2.74,2020-07-27
40.0,-119.375,2.49,2020-07-27
40.0,-118.75,3.04,2020-07-27
40.0,-118.125,2.43,2020-07-27
40.0,-117.5,2.22,2020-07-27
40.0,-116.875,2.79,2020-07-27
40.0,-116.25,2.69,2020-07-27
40.0,-115.625,3.08,2020-07-27
40.0,-115.0,3.36,2020-07-27
40.0,-114.375,3.38,2020-07-27
40.5,-119.375,2.79,2020-07-27
40.5,-118.75,3.37,2020-07-27
40.5,-118.125,2.57,2020-07-27
40.5,-117.5,2.57,2020-07-27
40.5,-116.875,2.74,2020-07-27
40.5,-116.25,3.04,2020-07-27
40.5,-115.625,3.28,2020-07-27
40.5,-115.0,3.47,2020-07-27
40.5,-114.375,3.68,2020-07-27
41.0,-119.375,3.5,2020-07-27
41.0,-118.75,3.58,2020-07-27
41.0,-118.125,3.14,2020-07-27
41.0,-117.5,3.11,2020-07-27
41.0,-116.875,3.6,2020-07-27
41.0,-116.25,3.47,2020-07-27
41.0,-115.625,3.29,2020-07-27
41.0,-115.0,3.53,2020-07-27
41.0,-114.375,3.6,2020-07-27
