grid_id,lon,lat
CA5K_00462,-123.8106363245564,41.94796855096524
CA5K_00463,-123.81297216589178,41.98308975274024
CA5K_00464,-123.57950717211338,38.81117468727159
CA5K_00465,-123.59249546242681,38.84565024996392
CA5K_00466,-123.59532248631261,38.89001605891406
CA5K_00467,-123.59751140453811,38.934968677694926
CA5K_00468,-123.59970298843707,38.97992193296318
CA5K_00469,-123.60189724287952,39.02487585403439
CA5K_00470,-123.60409417274735,39.06983047028491
CA5K_00471,-123.60629378293432,39.11478581115174
CA5K_00472,-123.60849607834618,39.15974190613337
CA5K_00473,-123.61070106390062,39.20469878478982
CA5K_00474,-123.61290874452736,39.24965647674319
CA5K_00475,-123.61511912516814,39.29461501167776
CA5K_00476,-123.61733221077681,39.33957441934061
CA5K_00477,-123.61954800631929,39.38453472954206
CA5K_00478,-123.62176651677373,39.42949597215566
CA5K_00479,-123.62398774713044,39.4744581771188
CA5K_00480,-123.62621170239197,39.519421374433186
CA5K_00481,-123.62843838757308,39.56438559416496
CA5K_00482,-123.63066780770093,39.60935086644528
CA5K_00483,-123.63289996781496,39.654317221470635
CA5K_00484,-123.63513487296704,39.69928468950308
CA5K_00485,-123.63737252822142,39.744253300870916
CA5K_00486,-123.63961293865482,39.78922308596877
CA5K_00487,-123.64185610935645,39.834194075258225
CA5K_00488,-123.64410204542813,39.879166299267965
CA5K_00489,-123.6463507519841,39.92413978859443
CA5K_00490,-123.64860223415135,39.96911457390196
CA5K_00491,-123.65085649706947,40.01409068592342
CA5K_00492,-123.65311354589078,40.05906815546046
CA5K_00493,-123.65537338578024,40.10404701338376
CA5K_00494,-123.65763602191566,40.14902729063392
CA5K_00495,-123.65990145948761,40.19400901822121
CA5K_00496,-123.6621697036996,40.23899222722652
CA5K_00497,-123.66444075976791,40.28397694880154
CA5K_00498,-123.66671463292181,40.328963214169086
CA5K_00499,-123.66899132840351,40.373951054623745
CA5K_00500,-123.67127085146825,40.41894050153209
CA5K_00501,-123.67355320738434,40.46393158633318
CA5K_00502,-123.67583840143317,40.50892434053885
CA5K_00503,-123.67812643890917,40.55391879573444
CA5K_00504,-123.68041732512008,40.59891498357896
CA5K_00505,-123.68271106538675,40.64391293580543
CA5K_00506,-123.68500766504334,40.688912684221606
CA5K_00507,-123.68730712943729,40.73391426071027
CA5K_00508,-123.68960946392934,40.77891769722952
CA5K_00509,-123.69191467389363,40.823923025813514
CA5K_00510,-123.69422276471775,40.868930278572535
CA5K_00511,-123.69653374180272,40.913939487693746
CA5K_00512,-123.69884761056305,40.95895068544156
CA5K_00513,-123.70116437642685,41.00396390415791
CA5K_00514,-123.70348404483572,41.04897917626288
CA5K_00515,-123.70580662124502,41.093996534255055
CA5K_00516,-123.70813211112365,41.13901601071216
CA5K_00517,-123.71046051995431,41.18403763829123
CA5K_00518,-123.71279185323344,41.22906144972918
CA5K_00519,-123.71512611647125,41.27408747784345
CA5K_00520,-123.71746331519186,41.31911575553222
CA5K_00521,-123.71980345493323,41.36414631577488
CA5K_00522,-123.72214654124723,41.40917919163282
CA5K_00523,-123.72449257969977,41.45421441624945
CA5K_00524,-123.72684157587074,41.49925202285102
CA5K_00525,-123.7291935353541,41.54429204474679
CA5K_00526,-123.7315484637579,41.58933451532994
CA5K_00527,-123.73390636670437,41.63437946807766
CA5K_00528,-123.73626724982994,41.679426936551714
CA5K_00529,-123.73863111878526,41.72447695439905
CA5K_00530,-123.74099797923529,41.76952955535235
CA5K_00531,-123.74336783685929,41.814584773230145
CA5K_00532,-123.74574069735095,41.85964264193778
CA5K_00533,-123.7481165664183,41.90470319546758
CA5K_00534,-123.75049544978393,41.949766467899536
CA5K_00535,-123.75245294424522,41.9844151160934
CA5K_00536,-123.5174258323619,38.763426754567426
CA5K_00537,-123.53280977834261,38.802297310138755
CA5K_00538,-123.53551096391344,38.8467548222963
CA5K_00539,-123.53766222463858,38.89170788593899
CA5K_00540,-123.5398161037057,38.93666155919655
CA5K_00541,-123.54197260589578,38.98161587133109
CA5K_00542,-123.54413173600138,39.02657085166489
CA5K_00543,-123.54629349882671,39.071526529581014
CA5K_00544,-123.5484578991878,39.1164829345231
CA5K_00545,-123.55062494191233,39.161440095996404
CA5K_00546,-123.55279463183982,39.206398043567766
CA5K_00547,-123.55496697382156,39.25135680686599
CA5K_00548,-123.55714197272076,39.2963164155823
CA5K_00549,-123.55931963341249,39.34127689947063
CA5K_00550,-123.56149996078369,39.38623828834802
CA5K_00551,-123.56368295973334,39.43120061209511
CA5K_00552,-123.56586863517244,39.476163900656246
CA5K_00553,-123.56805699202398,39.521128184040045
CA5K_00554,-123.570248035223,39.56609349231975
CA5K_00555,-123.57244176971673,39.61105985563346
CA5K_00556,-123.57463820046448,39.65602730418476
CA5K_00557,-123.57683733243776,39.700995868242934
