OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel
317767,28038092,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 12:01:11 AM,,,,,,,,,OSCC,,,,,,LAC-217039,,WF,FI,34.59462,-118.04066,,,{25E44435-E5BA-4177-A44C-FDF058A4A150},,0,,,0,,,,1,217039,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2023-CALAC-217039,No Decision,,,,7/1/2023 12:04:52 AM,7/1/2023 12:04:52 AM,0,,,{109E3832-B388-4CD8-935B-CCA3CCEF5999},ded460a8-2423-4d50-aeb2-e4db56f59d9d,
317771,28038094,,DEFAULT,7/1/2023 12:52:38 AM,7/1/2023 12:52:43 AM,cfcad,0.05,0.01,CAGVCC,,0.05,,,,,,,,Undetermined,,,,,7/1/2023 12:09:30 AM,,,,,,,,,ONCC,,,,,,RIOSA,,WF,FI,38.979035,-121.382584,,,{EE7E6843-457C-47AA-85C5-33F660881EBB},,0,0.0,0.0,0,0.0,0.0,,1,018344,,,,Placer,CAGVCC,06061,,,,Private,Private,,,,,,,NC05,CAL FIRE,CANEU,US-CA,,,,,,2023-CANEU-018344,No Decision,,,,7/1/2023 12:31:55 AM,7/1/2023 12:53:38 AM,0,,,{8AB63A4F-F16D-4596-BB93-F19991879030},3e208cc9-b593-488f-88b4-dfefa82da62f,
317772,28038095,,DEFAULT,7/1/2023 1:59:00 AM,7/1/2023 2:39:00 AM,cfcad,0.01,0.01,CASDIC,,0.01,,,,,,,,Undetermined,,,,,7/1/2023 12:32:04 AM,,,,,,,,,OSCC,,,,,,BORDER 17,,WF,FI,32.58433,-116.847709,,,{3851D812-F0A5-4B53-B10E-704B575C1A5A},,0,,,0,,,,1,015422,,,,San Diego,CASDIC,06073,BLM,CACDD,,BLM,Federal,,,,,,,SC08,CAL FIRE,CASDU,US-CA,,,,,,2023-CASDU-015422,No Decision,,,,7/1/2023 12:32:41 AM,7/1/2023 3:35:59 AM,0,,,{4F8238B0-2E72-4143-9322-7692CCE73DE8},c11badb9-d1b6-4f7c-8dbc-a2ac17b523fd,
317775,28038098,,DEFAULT,7/1/2023 1:15:41 AM,7/1/2023 1:44:13 AM,cfcad,0.01,0.01,CASLCC,,0.01,,,,,,,,Undetermined,,,,,7/1/2023 1:04:30 AM,,,,,,,,,OSCC,,,,,,VALLEY,,WF,FI,35.684204,-120.602477,,,{33BAA361-2DE4-44F4-9B40-6AF7E73D2EC4},,0,0.0,0.0,0,0.0,0.0,,1,010010,,,,San Luis Obispo,CASLCC,06079,,,,Private,Private,,,,,,,SC06,CAL FIRE,CASLU,US-CA,,,,,,2023-CASLU-010010,No Decision,,,,7/1/2023 1:15:47 AM,7/1/2023 1:44:33 AM,0,,,{FDC9F140-BF6F-417A-B5BF-75D995211841},01c22501-97b1-4e31-921c-c0b080ba8037,
317776,28038099,,DEFAULT,7/1/2023 1:29:00 AM,,cfcad,0.06,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,7/1/2023 1:19:07 AM,,,,,,,,,OSCC,,,,,,GORGONIO,,WF,FI,33.921725,-116.876692,,,{EF74FC62-8D9A-4AA7-B0C4-BF749EA7804B},,0,0.0,0.0,0,0.0,0.0,,1,094901,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-094901,No Decision,,,,7/1/2023 1:28:09 AM,7/1/2023 2:11:15 AM,0,,,{1072289A-550F-486E-8076-DC2DE6106E30},d2f69e79-d999-4303-ba27-edd37e6ede8f,
317777,28038100,,DEFAULT,7/1/2023 1:29:53 AM,7/1/2023 2:57:45 AM,cfcad,1.04,0.01,CAMMCC,,1.04,,,,,,,,Undetermined,,,,,7/1/2023 12:19:01 AM,,,,,,,,,OSCC,,,,,,REYNOLDS AV  DOS_PALOS,,WF,FI,36.970248,-120.644736,,,{3086297D-FC81-4718-88B9-58DF0DF65388},,0,0.0,0.0,0,0.0,0.0,,1,014193,,,,Merced,CAMMCC,06047,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-014193,No Decision,,,,7/1/2023 1:29:58 AM,7/1/2023 5:56:02 AM,0,,,{6BCC75AA-FB9B-40C7-B01D-AF4A431A355E},35d46716-c229-45fe-8ab0-c83f5aa00a85,
317778,28038101,,DEFAULT,7/1/2023 2:08:00 AM,7/1/2023 2:08:00 AM,cfcad,0.1,0.01,CABDCC,,0.1,,,,,,,,Undetermined,,,,,7/1/2023 12:43:17 AM,,,,,,,,,OSCC,,,,,,NUGGET,,WF,FI,34.433617,-117.585707,,,{3DFBB640-467A-42F8-9334-E566BB5A80FE},,0,0.0,0.0,0,0.0,0.0,,1,008828,,,,San Bernardino,CASBCC,06071,,,,Private,Private,,,,,,,SC15,CAL FIRE,CABDU,US-CA,,,,,,2023-CABDU-008828,No Decision,,,,7/1/2023 2:08:24 AM,7/1/2023 2:08:33 AM,0,,,{F409C61D-314A-484E-A458-7206D11445F6},2bb679ac-010a-4453-9d84-86aaf4703b56,
317779,28038102,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 2:15:01 AM,,,,,,,,,OSCC,,,,,,LAC-217109,,WF,FI,33.92208,-118.09918,,,{26825E27-B44D-4650-8807-8CD8DEF04662},,0,,,0,,,,1,217109,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-217109,No Decision,,,,7/1/2023 2:24:52 AM,7/1/2023 2:24:52 AM,0,,,{C4072DBD-DC26-4D05-BE7D-FFD2796FE31A},dcd92b80-6b36-4467-bf18-0d59459f3dff,
317783,28038106,,DEFAULT,,,IROC,,,CAORCC,,,,,,,,,,,,,,,7/1/2023 2:19:00 AM,,,,,,,,,OSCC,,,,,,NICHOLS,,WF,FI,,,,,{F0252C83-77D2-482F-983C-E3F70B4063EA},,0,,,0,,,,1,087099,,,,Orange,CAORCC,06059,,,,Private,Private,,,,,,,SC08,CAL FIRE,CAORC,US-CA,,,,,,2023-CAORC-087099,No Decision,,,,7/1/2023 2:52:37 AM,7/1/2023 2:54:17 AM,0,,,{A1B50E1A-5ACB-4738-A7DC-6D7AF7B5A975},f96916ed-cfc2-4730-9726-d11c210ec569,
317784,28038107,,DEFAULT,7/1/2023 3:01:21 AM,7/1/2023 3:18:26 AM,cfcad,0.25,0.01,CAFKCC,,0.25,,,,,,,,Undetermined,,,,,7/1/2023 2:46:32 AM,,,,,,,,,OSCC,,,,,,WOLF,,WF,FI,36.764756,-119.646007,,,{C29D59FE-E786-4630-9497-9FC4366C0DE3},,0,0.0,0.0,0,0.0,0.0,,1,012901,,,,Fresno,CASICC,06019,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAFKU,US-CA,,,,,,2023-CAFKU-012901,No Decision,,,,7/1/2023 2:59:36 AM,7/1/2023 3:18:36 AM,0,,,{6B441584-767B-4538-AB83-73199E74F559},1d46f76d-68a9-4803-9377-bac0202dd864,
317787,28038110,,DEFAULT,7/1/2023 4:20:00 AM,,cfcad,2.0,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,7/1/2023 2:27:56 AM,,,,,,,,,OSCC,,,,,,CANAL,,WF,FI,33.711798,-114.547092,,,{4E15C682-EAB3-4BB1-BB4D-8899957ABC46},,0,0.0,0.0,0,0.0,0.0,,1,094922,,,,Riverside,CASBCC,06065,,,,Private,Private,,,,,,,SC13,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-094922,No Decision,,,,7/1/2023 3:15:34 AM,7/1/2023 6:21:50 AM,0,,,{4D69CFD9-CFB2-439C-B512-08C99AE33BE3},c8f1460a-5ee3-449e-976c-0f67016a760a,
317789,28038112,,DEFAULT,7/1/2023 3:55:00 AM,7/1/2023 3:55:00 AM,cfcad,1.0,0.01,CARICC,,1.0,,,,,,,,Undetermined,,,,,7/1/2023 12:54:55 AM,,,,,,,,,ONCC,,,,,,TRADE,,WF,FI,40.381985,-122.278779,,,{2F947CBA-A040-4FDE-A3C0-B63FBD5D0F52},,0,0.0,0.0,0,0.0,0.0,,1,006905,,,,Shasta,CARICC,06089,,,,Private,Private,,,,,,,NC05,CAL FIRE,CASHU,US-CA,,,,,,2023-CASHU-006905,No Decision,,,,7/1/2023 3:56:05 AM,7/1/2023 3:56:17 AM,0,,,{F69B89D0-6C45-4896-9D12-1FC37ADC74C1},47c8ad7e-3265-469c-a61b-0fadf81c49bf,
317790,28038113,,DEFAULT,7/1/2023 5:07:55 AM,7/1/2023 11:20:35 AM,cfcad,1.53,0.01,CAMMCC,,1.53,,,,,,,,Undetermined,,,,,7/1/2023 4:13:53 AM,,,,,,,,,OSCC,,,,,,SADDLE,,WF,FI,37.351182,-119.744231,,,{A4159BB2-3469-4E45-9DD3-DA097B247B7E},,0,,,0,,,,1,014206,,,,Madera,CAMMCC,06039,BLM,CACND,,BLM,Federal,,,,,,,SC04,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-014206,No Decision,,,,7/1/2023 4:14:32 AM,7/1/2023 11:20:42 AM,0,,,{E2E2AACC-AC0E-401F-8A3E-DB6DA0AA0514},2c6b0fb4-604e-49d1-8243-48f9def8612f,
317796,28038119,,DEFAULT,,,cfcad,,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,7/1/2023 5:36:55 AM,,,,,,,,,OSCC,,,,,,I 10  E/ HARGRAVE ST OFRP,,WF,FI,33.924157,-116.872871,,,{9E71EE23-21F6-45DC-A4F8-CEE2C3D68A44},,0,0.0,0.0,0,0.0,0.0,,1,094964,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-094964,No Decision,,,,7/1/2023 5:55:39 AM,7/1/2023 5:55:39 AM,0,,,{F181A108-402D-46B8-97B7-6B1ED1A20854},d5bd8891-c367-4cca-8bfe-1ce8cc9a533f,
317797,28038120,,DEFAULT,,,cfcad,,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,7/1/2023 5:33:52 AM,,,,,,,,,OSCC,,,,,,GRAND AV  LVIL,,WF,FI,33.638545,-117.343962,,,{448DC6E6-DF8A-4787-9AAD-A391A48AF020},,0,0.0,0.0,0,0.0,0.0,,1,094962,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-094962,No Decision,,,,7/1/2023 5:58:59 AM,7/1/2023 5:58:59 AM,0,,,{A5F42148-8FE9-4CFC-A097-33B88697AB31},b0f75318-8b58-4720-be8e-2493d73a9598,
317805,28038129,,DEFAULT,7/1/2023 6:10:00 AM,7/1/2023 6:10:00 AM,cfcad,1.5,0.01,CAGVCC,,1.5,,,,,,,,Undetermined,,,,,7/1/2023 6:09:43 AM,,,,,,,,,ONCC,,,,,,SUGAR,,WF,FI,39.134166,-120.791111,,,{8140411C-5A7D-4B7C-B77E-53071523B9CF},,0,0.0,0.0,0,0.0,0.0,,1,018360,,,,Placer,CAGVCC,06061,USFS,CATNF,,USFS,Federal,,,,,,,NC07,CAL FIRE,CANEU,US-CA,,,,,,2023-CANEU-018360,No Decision,,,,7/1/2023 7:10:36 AM,7/2/2023 7:33:40 PM,0,,,{A09BE970-31F6-4A0F-82AB-6AF08E9234E1},d009981e-9c7a-4894-aa7f-2a5cb57f0f23,
317817,28038139,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 8:17:49 AM,,,,,,,,,OSCC,,,,,,LAC-217288,,WF,FI,33.96501,-118.37126,,,{05C41CAC-115B-4B30-9151-8A25DB58889E},,0,,,0,,,,1,217288,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-217288,No Decision,,,,7/1/2023 8:22:49 AM,7/1/2023 8:22:49 AM,0,,,{70F45D69-BB30-474E-BD76-319AFA70614A},b3f26939-358f-4198-b77c-a1980e850ce1,
317818,28038141,,DEFAULT,7/1/2023 9:02:10 AM,7/1/2023 9:29:33 AM,cfcad,0.01,0.01,CAMMCC,,0.01,,,,,,,,Undetermined,,,,,7/1/2023 8:38:03 AM,,,,,,,,,OSCC,,,,,,AMIGOS,,WF,FI,36.928026,-120.83781,,,{B5B1B6FC-91CD-456F-8A83-68D2BE53CAA9},,0,,,0,,,,1,014215,,,,Merced,CAMMCC,06047,,,,Private,Private,,,,,,,SC06,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-014215,No Decision,,,,7/1/2023 8:38:42 AM,7/1/2023 10:08:10 AM,0,,,{C7337991-75C3-4AA0-A7C6-7124397E8081},c4c29f83-6774-4aab-96df-4d428ecbeafd,
317819,28038143,,DEFAULT,7/1/2023 8:40:41 AM,7/1/2023 8:47:25 AM,cfcad,0.08,0.01,CAMMCC,,0.08,,,,,,,,Undetermined,,,,,7/1/2023 8:31:30 AM,,,,,,,,,OSCC,,,,,,HWY 99  S/ SHANKS RD OFF RAMP,,WF,FI,37.440556,-120.787285,,,{83B7E906-6C5B-49D5-BDB1-A34EA84462E7},,0,0.0,0.0,0,0.0,0.0,,1,014214,,,,Merced,CAMMCC,06047,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-014214,No Decision,,,,7/1/2023 8:40:45 AM,7/1/2023 8:49:20 AM,0,,,{83929A18-AAA9-4BDF-8BC8-AD8C2CCBCAF6},fc78a2a7-9ef5-40c9-bdc3-a7877a6dc7f7,
317823,28038146,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 8:53:49 AM,,,,,,,,,OSCC,,,,,,LAC-217313,,WF,FI,33.92319,-118.20976,,,{2725E445-CDF4-4E56-BAE0-D72C91FE4F2A},,0,,,0,,,,1,217313,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-217313,No Decision,,,,7/1/2023 8:56:48 AM,7/1/2023 8:56:48 AM,0,,,{2376855F-30A0-459B-956D-22763BB5C23A},f36c5fbe-8c37-459d-9a76-9daf9591c3aa,
317824,28038147,,DEFAULT,7/1/2023 9:06:00 AM,7/1/2023 9:40:36 AM,cfcad,0.01,0.01,CAFKCC,,0.01,,,,,,,,Undetermined,,,QA4P,,7/1/2023 8:57:04 AM,,,,,,,PN,1522,OSCC,,,,,,DEW,,WF,FI,36.700239,-119.089099,,,{18395185-C36B-4238-8FCE-6DB632C94CB5},,0,1.0,0.0,0,0.0,0.0,,1,012920,,,,Fresno,CASICC,06019,,,,Private,Private,,,,,,,SC04,CAL FIRE,CAFKU,US-CA,,,,,,2023-CAFKU-012920,No Decision,,,,7/1/2023 8:57:39 AM,7/1/2023 9:53:13 AM,0,,,{7F1F9AC0-1DF8-45A0-B776-B1D8D35EC434},b0ef2604-2e90-4e29-b462-466b761a20fa,
317825,28038149,,DEFAULT,7/1/2023 3:04:00 PM,,wildcade,0.82,0.82,CAGVCC,,,,,,,,,,Undetermined,,,QA51,,7/1/2023 7:21:21 AM,,,,,,,P5,0517,ONCC,,,,,,SUGAR,,WF,FI,39.240167,-121.3057,,,{CE93F1D1-8AB8-4217-B7B0-5313884E245B},,0,,,0,1.0,1.0,,1,000854,,,,Placer,CAGVCC,06061,USFS,CATNF,,USFS,Federal,,,,,,,NC07,USFS,CATNF,US-CA,,,,,,2023-CATNF-000854,No Decision,,,,7/1/2023 9:06:45 AM,7/1/2023 6:02:41 PM,0,,,{CF785CE6-55DF-4084-8AEB-65D90D9A5698},d35e75f2-2525-4147-904b-40dde2d24777,
317835,28038158,,DEFAULT,7/1/2023 10:28:19 AM,7/1/2023 12:08:07 PM,cfcad,0.54,0.01,CAMMCC,,0.54,,,,,,,,Undetermined,,,QA4T,,7/1/2023 9:58:17 AM,,,,,,,PN,1522,OSCC,,,,,,SINCLAIR,,WF,FI,37.10382,-119.94099,,,{A00E52BA-DAA7-476C-BB91-DDE0719F01A6},,0,1.0,0.0,0,1.0,0.0,,1,014222,,,,Madera,CAMMCC,06039,,,,Private,Private,,,,,,,SC04,CAL FIRE,CAMMU,US-CA,,,,,,2023-CAMMU-014222,No Decision,,,,7/1/2023 9:59:01 AM,7/1/2023 12:08:42 PM,0,,,{B2FE2A99-0770-4F51-8D7E-A9FE526AE636},2b201823-fdce-4211-9cdf-4e38b5ac92fe,
317836,28038160,,DEFAULT,7/1/2023 10:15:00 AM,7/1/2023 10:35:00 AM,cfcad,0.01,0.01,CASCCC,,0.01,,,,,,,,Undetermined,,,,,7/1/2023 10:09:11 AM,,,,,,,,,ONCC,,,,,,GRANT,,WF,FI,37.740555,-121.585729,,,{2149007B-0949-40CD-886A-B9099CA19741},,0,,,0,,,,1,004928,,,,Alameda,CASCCC,06001,,,,Private,Private,,,,,,,NC03B,CAL FIRE,CASCU,US-CA,,,,,,2023-CASCU-004928,No Decision,,,,7/1/2023 10:09:55 AM,7/1/2023 11:04:06 AM,0,,,{0567B17C-35DE-452D-BB5C-842AD4AE3771},5abdf242-225e-4650-8f10-5c851f60d2ca,
317847,28038170,,DEFAULT,7/1/2023 11:20:00 AM,7/1/2023 12:35:00 PM,cfcad,0.01,0.01,CASLCC,,0.01,,,,,,,,Undetermined,,,,,7/1/2023 10:52:24 AM,,,,,,,,,OSCC,,,,,,SUNDANCE,,WF,FI,35.538658,-120.556032,,,{97D8ACFB-E10F-4C40-BA5F-BBDD7669E43D},,0,,,0,,,,1,010025,,,,San Luis Obispo,CASLCC,06079,,,,Private,Private,,,,,,,SC06,CAL FIRE,CASLU,US-CA,,,,,,2023-CASLU-010025,No Decision,,,,7/1/2023 10:53:07 AM,7/1/2023 12:40:16 PM,0,,,{49014AE8-0722-41A3-B429-EBF3200C3579},305e4cb6-d581-4393-84f0-23f98a1485c4,
317852,28038174,,DEFAULT,7/1/2023 12:05:52 PM,7/1/2023 12:05:59 PM,cfcad,0.01,0.01,CALNCC,,0.01,,,,,,,,Undetermined,,,,,7/1/2023 11:06:39 AM,,,,,,,,,ONCC,,,,,,PEACEFUL GLEN RD  VACAVILLE,,WF,FI,38.434437,-121.996525,,,{1189A444-7231-4CA6-8BD6-9DC8784DF772},,0,,,0,,,,1,012209,,,,Solano,CALNCC,06095,,,,Private,Private,,,,,,,NC05,CAL FIRE,CALNU,US-CA,,,,,,2023-CALNU-012209,No Decision,,,,7/1/2023 11:07:15 AM,7/1/2023 12:06:24 PM,0,,,{E00FE9E8-DF86-4F66-9C2B-7D9F174F2FD5},8ba188ce-b09b-4f3f-a790-1eec593190ff,
317857,28038180,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 11:21:26 AM,,,,,,,,,OSCC,,,,,,LAC-217452,,WF,FI,34.65669,-118.1277,,,{8192414E-5AC3-41E3-97A2-82E40DAD4C26},,0,,,0,,,,1,217452,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2023-CALAC-217452,No Decision,,,,7/1/2023 11:24:48 AM,7/1/2023 11:24:48 AM,0,,,{DEB7BF7C-AA35-4FA6-867B-90F5058850EC},b11ffc33-9a73-4d54-81b8-3e78eebfe454,
317858,28038181,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 11:15:12 AM,,,,,,,,,OSCC,,,,,,LAC-217442,,WF,FI,34.69583,-118.16835,,,{09E67A6A-5EAB-45E9-B18D-8DE6382D796F},,0,,,0,,,,1,217442,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2023-CALAC-217442,No Decision,,,,7/1/2023 11:24:50 AM,7/1/2023 11:24:50 AM,0,,,{80280777-9C84-4453-9891-C6779532EC41},607bd1d1-b1b9-4354-95d6-6dc3f8c8ee40,
317861,28038184,,DEFAULT,7/3/2023 8:00:00 PM,7/4/2023 7:00:00 PM,cfcad,2.0,0.01,CAYICC,,2.0,,,,,,,,Undetermined,,,,,7/1/2023 11:29:05 AM,,,,,,,,,ONCC,7/4/2023 5:33:05 PM,,,,,MARBLE,,WF,FI,41.59158,-123.26989,,,{A5A98A9B-9A86-41D1-9B2A-968DE652DEEF},,0,0.0,0.0,0,0.0,0.0,0.0,1,005350,100.0,,,Siskiyou,CAYICC,06093,USFS,CAKNF,,USFS,Federal,,,,,,,NC04,USFS,CAKNF,US-CA,,,,,,2023-CAKNF-005350,No Decision,,,,7/1/2023 11:42:08 AM,7/5/2023 10:51:53 AM,1,KLAMATH LIGHTNING COMPLEX,{72B45022-7788-48C7-9BBF-151518FCFDF5},{7CE2551E-5E17-4E43-B3CE-5BFC36550B0F},5279dda8-c1d9-4f47-ade7-de98819b57e8,
317862,28038185,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 11:46:36 AM,,,,,,,,,OSCC,,,,,,LAC-217476,,WF,FI,33.92601,-118.1777,,,{F360EA29-DABB-4344-822A-B4479EEF721C},,0,,,0,,,,1,217476,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-217476,No Decision,,,,7/1/2023 11:48:48 AM,7/1/2023 11:48:48 AM,0,,,{DBB028AD-867A-423E-A104-98813260FD39},5540c869-5f9b-410f-a0c0-f43ecbdcb1be,
317866,28038189,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 11:50:50 AM,,,,,,,,,OSCC,,,,,,LAC-217483,,WF,FI,33.92687,-117.96791,,,{016ECF20-66EF-4BD8-BEEF-E14FFD2E4E07},,0,,,0,,,,1,217483,,,,Orange,CAORCC,06059,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-217483,No Decision,,,,7/1/2023 11:54:48 AM,7/1/2023 11:54:48 AM,0,,,{27F5A85E-9F07-4135-9AAA-61271E09F2DF},2d60e187-f7a9-488d-ace7-02b7a74e5310,
317867,28038190,,DEFAULT,,,IROC,,,CAKRCC,,,,,,,,,,,,,QA42,,7/1/2023 11:56:00 AM,,,,,,,PN,1522,OSCC,,,,,,AROSA,,WF,FI,,,,,{D3673383-0CDD-4EBD-A2D1-259C242BBFAA},,0,,,0,,,,1,030133,,,,Tulare,CACCCC,06107,USFS,CASQF,,USFS,Federal,,,,,,,SC03,C&L,CAKRN,US-CA,,,,,,2023-CAKRN-030133,No Decision,,,,7/1/2023 12:06:37 PM,7/1/2023 12:17:56 PM,0,,,{CBCBB95E-FEEE-4CA4-B253-AFCBCD8F6B79},ef9dc69d-73c6-4202-89d3-9aff69b3f2a3,
317868,28038192,,DEFAULT,7/1/2023 12:15:00 PM,7/1/2023 12:49:23 PM,cfcad,1.5,0.01,CAFKCC,,1.5,,,,,,,,Undetermined,,,,,7/1/2023 11:53:01 AM,,,,,,,,,OSCC,,,,,,GROVE,,WF,FI,36.590877,-119.672732,,,{CF3CD6BF-561C-44AF-A59E-98A434F836E2},,0,0.0,0.0,0,0.0,0.0,,1,012936,,,,Fresno,CASICC,06019,,,,Private,Private,,,,,,,SC05,CAL FIRE,CAFKU,US-CA,,,,,,2023-CAFKU-012936,No Decision,,,,7/1/2023 12:11:05 PM,7/1/2023 12:49:55 PM,0,,,{697CCFBB-8481-455F-9671-58B441C9DAEE},9a176c62-0de1-4313-8518-525609f17bd5,
317873,28038196,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 12:24:49 PM,,,,,,,,,OSCC,,,,,,LAC-217528,,WF,FI,33.92371,-118.33012,,,{EE11C4B6-9936-4FB9-AF0D-13B0803857F4},,0,,,0,,,,1,217528,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-217528,No Decision,,,,7/1/2023 12:28:48 PM,7/1/2023 12:28:48 PM,0,,,{DAD4270F-9845-4ADC-8AC1-BD255CA73E68},06b707cd-4671-4729-84fd-ca13e87c090d,
317875,28038198,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 12:38:21 PM,,,,,,,,,OSCC,,,,,,LAC-217552,,WF,FI,33.92714,-118.21742,,,{965FB092-D1D6-4012-8848-CA3241956076},,0,,,0,,,,1,217552,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-217552,No Decision,,,,7/1/2023 12:40:48 PM,7/1/2023 12:40:48 PM,0,,,{04241EF3-A2C7-416A-8C64-EBE3B9F6815B},4a07b0cd-7fe5-44c9-829d-576ef381f304,
317877,28038200,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,7/1/2023 12:46:43 PM,,,,,,,,,OSCC,,,,,,LAC-217568,,WF,FI,34.10411,-117.95277,,,{32F89DCE-C9A1-4033-A86B-06EE3F6140C5},,0,,,0,,,,1,217568,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-217568,No Decision,,,,7/1/2023 12:48:48 PM,7/1/2023 12:48:48 PM,0,,,{A73A7B9C-EA15-4A2B-AE75-9D8E4D1892E3},13e83101-626e-402b-a538-d44aa180e7a1,
